x,y,z,status
0.0,4.4,-2.0,NotYet
0.0,4.4,-1.8,NotYet
0.0,4.4,-1.6,NotYet
0.0,4.4,-1.4,NotYet
0.0,4.4,-1.2,NotYet
0.0,4.4,-1.0,NotYet
0.0,4.4,-0.8,NotYet
0.0,4.4,-0.6,NotYet
0.0,4.4,-0.4,NotYet
0.0,4.4,-0.2,NotYet
0.0,4.4,0.0,NotYet
0.0,4.4,0.2,NotYet
0.0,4.4,0.4,NotYet
0.0,4.4,0.6,NotYet
0.0,4.4,0.8,NotYet
0.0,4.4,1.0,NotYet
0.0,4.4,1.2,NotYet
0.0,4.4,1.4,NotYet
0.0,4.4,1.6,NotYet
0.0,4.4,1.8,NotYet
0.0,4.4,2.0,NotYet
0.2,4.4,-2.0,NotYet
0.2,4.4,-1.8,NotYet
0.2,4.4,-1.6,NotYet
0.2,4.4,-1.4,NotYet
0.2,4.4,-1.2,NotYet
0.2,4.4,-1.0,NotYet
0.2,4.4,-0.8,NotYet
0.2,4.4,-0.6,NotYet
0.2,4.4,-0.4,NotYet
0.2,4.4,-0.2,NotYet
0.2,4.4,0.0,NotYet
0.2,4.4,0.2,NotYet
0.2,4.4,0.4,NotYet
0.2,4.4,0.6,NotYet
0.2,4.4,0.8,NotYet
0.2,4.4,1.0,NotYet
0.2,4.4,1.2,NotYet
0.2,4.4,1.4,NotYet
0.2,4.4,1.6,NotYet
0.2,4.4,1.8,NotYet
0.2,4.4,2.0,NotYet
0.4,4.4,-2.0,NotYet
0.4,4.4,-1.8,NotYet
0.4,4.4,-1.6,NotYet
0.4,4.4,-1.4,NotYet
0.4,4.4,-1.2,NotYet
0.4,4.4,-1.0,NotYet
0.4,4.4,-0.8,NotYet
0.4,4.4,-0.6,NotYet
0.4,4.4,-0.4,NotYet
0.4,4.4,-0.2,NotYet
0.4,4.4,0.0,NotYet
0.4,4.4,0.2,NotYet
0.4,4.4,0.4,NotYet
0.4,4.4,0.6,NotYet
0.4,4.4,0.8,NotYet
0.4,4.4,1.0,NotYet
0.4,4.4,1.2,NotYet
0.4,4.4,1.4,NotYet
0.4,4.4,1.6,NotYet
0.4,4.4,1.8,NotYet
0.4,4.4,2.0,NotYet
0.6,4.4,-2.0,NotYet
0.6,4.4,-1.8,NotYet
0.6,4.4,-1.6,NotYet
0.6,4.4,-1.4,NotYet
0.6,4.4,-1.2,NotYet
0.6,4.4,-1.0,NotYet
0.6,4.4,-0.8,NotYet
0.6,4.4,-0.6,NotYet
0.6,4.4,-0.4,NotYet
0.6,4.4,-0.2,NotYet
0.6,4.4,0.0,NotYet
0.6,4.4,0.2,NotYet
0.6,4.4,0.4,NotYet
0.6,4.4,0.6,NotYet
0.6,4.4,0.8,NotYet
0.6,4.4,1.0,NotYet
0.6,4.4,1.2,NotYet
0.6,4.4,1.4,NotYet
0.6,4.4,1.6,NotYet
0.6,4.4,1.8,NotYet
0.6,4.4,2.0,NotYet
0.8,4.4,-2.0,NotYet
0.8,4.4,-1.8,NotYet
0.8,4.4,-1.6,NotYet
0.8,4.4,-1.4,NotYet
0.8,4.4,-1.2,NotYet
0.8,4.4,-1.0,NotYet
0.8,4.4,-0.8,NotYet
0.8,4.4,-0.6,NotYet
0.8,4.4,-0.4,NotYet
0.8,4.4,-0.2,NotYet
0.8,4.4,0.0,NotYet
0.8,4.4,0.2,NotYet
0.8,4.4,0.4,NotYet
0.8,4.4,0.6,NotYet
0.8,4.4,0.8,NotYet
0.8,4.4,1.0,NotYet
0.8,4.4,1.2,NotYet
0.8,4.4,1.4,NotYet
0.8,4.4,1.6,NotYet
0.8,4.4,1.8,NotYet
