theta,A2,phi,a,b,z,status
60.0,2.0,100,5.9,8.2,-1.0,NotYet
60.0,2.0,100,5.9,8.2,-0.8,NotYet
60.0,2.0,100,5.9,8.2,-0.6,NotYet
60.0,2.0,100,5.9,8.2,-0.4,NotYet
60.0,2.0,100,5.9,8.2,-0.2,NotYet
60.0,2.0,100,5.9,8.2,0.0,NotYet
60.0,2.0,100,5.9,8.2,0.2,NotYet
60.0,2.0,102,5.9,8.2,0.4,NotYet
60.0,2.0,102,6.0,8.2,0.6,NotYet
60.0,2.0,102,6.0,8.2,0.8,NotYet
60.0,2.0,103,6.0,8.2,1.0,NotYet
60.0,4.0,110,6.0,8.3,-1.0,NotYet
60.0,4.0,110,6.0,8.3,-0.8,NotYet
60.0,4.0,110,6.0,8.3,-0.6,NotYet
60.0,4.0,110,6.0,8.3,-0.4,NotYet
60.0,4.0,110,6.0,8.3,-0.2,NotYet
60.0,4.0,110,6.0,8.3,0.0,NotYet
60.0,4.0,110,6.1,8.2,0.2,NotYet
60.0,4.0,110,6.1,8.2,0.4,NotYet
60.0,4.0,108,6.1,8.2,0.6,NotYet
60.0,4.0,108,6.1,8.2,0.8,NotYet
60.0,4.0,109,6.0,8.3,1.0,NotYet
60.0,6.0,118,6.1,8.3,-1.0,NotYet
60.0,6.0,118,6.1,8.3,-0.8,NotYet
60.0,6.0,118,6.1,8.3,-0.6,NotYet
60.0,6.0,118,6.1,8.3,-0.4,NotYet
60.0,6.0,118,6.1,8.3,-0.2,NotYet
60.0,6.0,118,6.1,8.3,0.0,NotYet
60.0,6.0,118,6.1,8.3,0.2,NotYet
60.0,6.0,122,6.1,8.3,0.4,NotYet
60.0,6.0,132,6.1,8.3,0.6,NotYet
60.0,6.0,140,6.1,8.3,0.8,NotYet
60.0,6.0,148,6.1,8.3,1.0,NotYet
60.0,8.0,122,6.1,8.4,-1.0,NotYet
60.0,8.0,122,6.1,8.5,-0.8,NotYet
60.0,8.0,122,6.2,8.4,-0.6,NotYet
60.0,8.0,124,6.2,8.4,-0.4,NotYet
60.0,8.0,128,6.2,8.4,-0.2,NotYet
60.0,8.0,128,6.2,8.4,0.0,NotYet
60.0,8.0,128,6.2,8.4,0.2,NotYet
60.0,8.0,132,6.2,8.4,0.4,NotYet
60.0,8.0,132,6.2,8.4,0.6,NotYet
60.0,8.0,140,6.2,8.4,0.8,NotYet
60.0,8.0,148,6.2,8.4,1.0,NotYet
60.0,10.0,55,6.2,8.5,-1.0,NotYet
60.0,10.0,76,6.2,8.5,-0.8,NotYet
60.0,10.0,82,6.2,8.5,-0.6,NotYet
60.0,10.0,132,6.2,8.6,-0.4,NotYet
60.0,10.0,132,6.2,8.6,-0.2,NotYet
60.0,10.0,132,6.2,8.6,0.0,NotYet
60.0,10.0,132,6.2,8.6,0.2,NotYet
60.0,10.0,132,6.2,8.6,0.4,NotYet
60.0,10.0,132,6.2,8.6,0.6,NotYet
60.0,10.0,140,6.2,8.6,0.8,NotYet
60.0,10.0,82,6.2,8.5,1.0,NotYet
