cx,cy,cz,a,b,theta,z,E,Ei0,Eip1,Eip2,Eip3,Eip4,Eit1,Eit2,Eit3,Eit4,Ei0_,Eip1_,Eip2_,Eip3_,Eip4_,Eit1_,Eit2_,Eit3_,Eit4_,status,file_name,machine_type
1.5,2.4,8.4,7.0,4.8,45,-1.3,-2.9099314152408624,-1.1311940792074893,-0.2481877351237926,-0.0920657571987249,-0.0957617910462431,-0.0212248982279561,-0.6562054048408754,-0.3963886543351691,-0.0855390256328973,-0.1344716279709246,-1.2227967340149917,-0.2089903229789342,-0.0953313192003406,-0.1414677369466517,-0.017643698665779,-0.6561821869399864,-0.3963955569488462,-0.0855402806773781,-0.1344760205247439,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.5_cy=2.4_cz=8.4.log,3
1.6,2.3,8.5,7.0,4.8,45,-1.3,-2.849472081696149,-1.044437056669267,-0.2053244095586706,-0.0947326746536418,-0.1006463288795203,-0.0199529354576952,-0.6822382846439723,-0.430836443323642,-0.0825934936874546,-0.1155873420357238,-1.1717287152132485,-0.1721705461968667,-0.0981526041869074,-0.1527491116721648,-0.016541791090276,-0.6822225969226565,-0.4308433458791114,-0.0825953762396238,-0.1155911070818547,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.6_cy=2.3_cz=8.5.log,3
1.7,2.2,8.5,7.0,4.8,45,-1.3,-2.838063949951902,-0.9671284521755296,-0.1898173824592959,-0.1001926391618326,-0.1115129195386543,-0.0192727146204561,-0.6494609273213428,-0.4928796120220795,-0.0824698742653708,-0.1068668355292175,-1.173201481171418,-0.1572188654099591,-0.1041867403546348,-0.1742821173975244,-0.0159663644153624,-0.6494427295401692,-0.4928877696511335,-0.082471129251644,-0.106869345618179,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.7_cy=2.2_cz=8.5.log,3
1.8,2.1,8.6,7.0,4.8,45,-1.3,-2.81089245309704,-0.8903155805892311,-0.157100266078487,-0.1027773528476245,-0.1171278790570795,-0.0181017809663899,-0.6845807794597931,-0.533330161619233,-0.0792965561267919,-0.0923857872548978,-1.117569582129363,-0.1298763721715659,-0.1068517753155902,-0.187916654656874,-0.0149623484467156,-0.6845676017110236,-0.5333383193064947,-0.0792978111712727,-0.0923882972856517,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.8_cy=2.1_cz=8.6.log,3
1.9,2.0,8.6,7.0,4.8,45,-1.3,-2.821819598597358,-0.7990166406380013,-0.1450401513720862,-0.1084588284429628,-0.1302302878466434,-0.0174648583051748,-0.6612323873850983,-0.6067023959476501,-0.0788830271048937,-0.0855007475474849,-1.117820586077869,-0.1187085767742246,-0.1131243652198463,-0.2147094491228927,-0.0144302199478261,-0.6612185821577441,-0.6067118085629772,-0.0788849096570629,-0.0855013750842772,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.9_cy=2.0_cz=8.6.log,3
2.0,1.9,8.7,7.0,4.8,45,-1.3,-2.828808177335304,-0.7544559005182236,-0.1203790083527565,-0.1108879196108318,-0.1367576468328479,-0.0163930712151341,-0.6985717424249742,-0.6512913740007207,-0.0755396538297645,-0.0744208034593612,-1.0606600726605393,-0.0988522777915932,-0.1155220809741877,-0.2305390163965057,-0.0135197029449045,-0.6985623297514394,-0.6513007866451517,-0.0755415363237261,-0.0744214309379458,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.0_cy=1.9_cz=8.7.log,3
2.1,1.8,8.7,7.0,4.8,45,-1.3,-2.873808488206123,-0.6706067592895124,-0.1111433162004686,-0.1167256450862623,-0.1527403265354223,-0.0158019568189047,-0.6864011859579477,-0.7353601436770987,-0.0748701006232295,-0.0691792124416679,-1.0600589181412945,-0.0906356618506833,-0.1219546860083937,-0.2632931558182463,-0.0130308726220391,-0.6863911458349321,-0.7353720663813874,-0.0748719831753987,-0.0691798399493563,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.1_cy=1.8_cz=8.7.log,3
2.2,0.0,9.7,7.0,4.8,45,-1.3,-2.8270401678601047,-0.6657855999656022,-0.0239664894761517,-0.3631331343203783,-0.1125815690611489,-0.012755395786371,-0.2430917263845913,-1.192835014022421,-0.0970255961874499,-0.0298751235823147,-0.7220876796927769,-0.0218756261165253,-0.3681864723621402,-0.22795430268161,-0.0101135786389932,-0.2430879613675642,-1.1928218362736516,-0.0970281062182039,-0.0298751235823147,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.2_cy=0.0_cz=9.7.log,3
2.3,0.1,9.5,7.0,4.8,45,-1.3,-2.975506837712601,-0.481126977247186,-0.0276192251476459,-0.3487926483503543,-0.1392852571734693,-0.0128921929281204,-0.3263001799059566,-1.2885635470447596,-0.0961935179366264,-0.0321197269076947,-0.7731569535681047,-0.0248362182755954,-0.3554542945348657,-0.2912418237247038,-0.0102622985141351,-0.3262964148598257,-1.2885560168942902,-0.0961966555041726,-0.0321197269076947,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.3_cy=0.1_cz=9.5.log,3
2.4,0.2,9.4,7.0,4.8,45,-1.3,-3.073208262110711,-0.4115932216518558,-0.0299504247377626,-0.3182391865120735,-0.161883147287881,-0.012628011230845,-0.3891484439373016,-1.343502675066702,-0.0906557421840261,-0.0327359416987746,-0.7994226395676378,-0.0266440745908767,-0.3254906919901259,-0.3383822574687656,-0.0100978909176774,-0.3891440513834823,-1.3435045575606637,-0.0906576247361954,-0.0327359416987746,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.4_cy=0.2_cz=9.4.log,3
2.5,0.2,9.4,7.0,4.8,45,-1.3,-3.107560355769237,-0.5149748666444793,-0.0293411125312559,-0.3043392124527599,-0.1761972778767813,-0.0120481920312158,-0.398358408245258,-1.3250438408576883,-0.0846190959855448,-0.031166539149126,-0.7876649847312365,-0.0260347624425776,-0.3106500805297401,-0.365828917332692,-0.0096649089828133,-0.3983527606469579,-1.3250476059620269,-0.0846216059871949,-0.031166539149126,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.5_cy=0.2_cz=9.4.log,3
2.6,0.3,9.3,7.0,4.8,45,-1.3,-3.216836829742533,-0.4758596583269536,-0.0317683212342672,-0.2773261619731784,-0.2057297810097225,-0.0117890303372405,-0.4687311447050888,-1.3612850534263998,-0.0798650802462361,-0.0316591344890184,-0.8059449785505421,-0.0278683466021902,-0.284117702714866,-0.4206764289119746,-0.0095023839385248,-0.4687261246144771,-1.3612982311460655,-0.0798669627693016,-0.0316591344890184,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.6_cy=0.3_cz=9.3.log,3
2.7,0.3,9.2,7.0,4.8,45,-1.3,-3.2471079122187803,-0.4189332061214372,-0.033096132450737,-0.2761326379550155,-0.2424228007439524,-0.0115612442605197,-0.5237066682602745,-1.3049334004172124,-0.0779888253309764,-0.0316014036070555,-0.8275583054928575,-0.0287788636633195,-0.2838987017166801,-0.486009005078813,-0.0093498989590443,-0.5237003931833897,-1.3049522257060744,-0.0779907078831456,-0.0316014036070555,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.7_cy=0.3_cz=9.2.log,3
2.8,1.2,8.7,7.0,4.8,45,-1.3,-3.408603571922868,-0.468248589488212,-0.066601401369553,-0.1490392725681886,-0.3342526141786948,-0.0119703807285986,-0.6241252110921778,-1.2823982612753753,-0.0643480129365343,-0.0426512271806132,-0.9652816902089398,-0.0532517536194063,-0.157188117475016,-0.5743925334827509,-0.0099083828972652,-0.624125211063074,-1.2824239891488105,-0.0643492679519113,-0.0426512271806132,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.8_cy=1.2_cz=8.7.log,3
2.9,1.1,8.7,7.0,4.8,45,-1.3,-3.50302092290076,-0.4714821485395077,-0.0616239920491352,-0.1551185894641094,-0.3749886807927396,-0.011506023351103,-0.6359443618857767,-1.3333370130858384,-0.0629304678877815,-0.0398952032555826,-0.9375237853964792,-0.0493423663428984,-0.1636131923587527,-0.6270650954102166,-0.0095287393196485,-0.6359474995115306,-1.333367133513093,-0.0629323503817431,-0.0398952032555826,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.9_cy=1.1_cz=8.7.log,3
3.0,1.1,8.6,7.0,4.8,45,-1.3,-3.41902525810292,-0.46895642080926336,-0.06431663746479899,-0.15385478432290256,-0.4416434205486439,-0.01125188177684322,-0.47027670184616,-1.3471892962988932,-0.06138553828350268,-0.03951304964721203,-0.9462468019046355,-0.05076179391471669,-0.16298066228046082,-0.691913233808009,-0.009352409048005939,-0.4702873695350718,-1.3472206718288362,-0.06138679324067198,-0.03951304964721203,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.0_cy=1.1_cz=8.6.log,3
3.1,1.1,8.6,7.0,4.8,45,-1.3,-3.426983967423439,-0.5821491846581921,-0.0620149307069368,-0.1478532787295989,-0.4824422382225748,-0.0107410886557772,-0.43335338588804,-1.3424189652723726,-0.0578702272323425,-0.0373387275321874,-0.8916208013542928,-0.0488372207619249,-0.1561577460379339,-0.7211922229325864,-0.0089495476568117,-0.4333659361291211,-1.3424522232962772,-0.0578714822477195,-0.0373387275321874,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.1_cy=1.1_cz=8.6.log,3
3.2,1.1,8.7,7.0,4.8,45,-1.3,-3.537631236846209,-0.7127070326823741,-0.0554317233618348,-0.1378325714613311,-0.488820249796845,-0.0100194521946832,-0.568867307913024,-1.3308746638067532,-0.0528263018059078,-0.0337562729255296,-0.7809267823759001,-0.0441158355388324,-0.1443222799280192,-0.7200413695827592,-0.0083565506502054,-0.5688742105849087,-1.330905411799904,-0.0528275568794924,-0.0337569004041142,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.2_cy=1.1_cz=8.7.log,3
3.3,1.1,8.7,7.0,4.8,45,-1.3,-3.531829593237489,-0.7461206851294264,-0.0534663620346691,-0.1324196702917106,-0.5318341777892783,-0.0095751750632189,-0.5541873390320688,-1.3293705224059522,-0.0499002227152232,-0.0319728894974105,-0.7277396622812375,-0.0424887021072208,-0.1383452471636701,-0.74276225164067,-0.0080045175855048,-0.5541948691243306,-1.3294031528639607,-0.0499008502520155,-0.0319728894974105,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.3_cy=1.1_cz=8.7.log,3
3.4,1.1,8.7,7.0,4.8,45,-1.3,-3.52302845173108,-0.7629216379427817,-0.0515461814356967,-0.1272038071183487,-0.5774309369153343,-0.0091534883831627,-0.5450238104967866,-1.3282924601517152,-0.047163651586743,-0.0303030853974632,-0.6761790481104981,-0.0409280847525224,-0.1325633700471371,-0.7588534905808046,-0.0076687997207045,-0.5450325956044253,-1.3283250906970352,-0.0471642791235353,-0.0303030853974632,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.4_cy=1.1_cz=8.7.log,3
3.5,1.1,8.7,7.0,4.8,45,-1.3,-3.5126095894665923,-0.7663089368725196,-0.0496699265786446,-0.1221824720851145,-0.6259751105681062,-0.0087556470534764,-0.5418793578865007,-1.3278996389417443,-0.0446009007573593,-0.0287380754598416,-0.6260253113578074,-0.0394295908045023,-0.126959705754416,-0.7662825814913958,-0.007350024592597,-0.5418881430232432,-1.3279335244442336,-0.0446015282941516,-0.0287387029675301,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.5_cy=1.1_cz=8.7.log,3
