cx,cy,cz,a,b,theta,A1,A2,status
0,4.9,7.1,5.9,8,74,-17,29,NotYet
0,5.3,7,6,8.3,67,-3,32,NotYet
0,5.3,7,6,8.4,66,-1,32,NotYet
0,5.3,7,6,8.5,65,0,33,NotYet
