a,b,theta,Rt,Rp,status
7.2,5.9,25,2.4,2.2,NotYet
7.2,5.9,25,2.4,2.3,NotYet
7.2,5.9,25,2.4,2.4,NotYet
7.2,5.9,25,2.3,2.3,NotYet
7.2,5.9,25,2.2,2.3,NotYet
