a,b,theta,Rt,Rp,status
7.3,5.9,25,2,1.8,NotYet
7.3,5.9,25,2,1.9,NotYet
7.3,5.9,25,2,2,NotYet
7.3,5.9,25,2.1,1.8,NotYet
7.3,5.9,25,2.1,2,NotYet
7.3,5.9,25,2.2,1.8,NotYet
7.3,5.9,25,2.2,1.9,NotYet
7.3,5.9,25,2.2,2,NotYet
