cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,E,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.5,-0.8,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.261419091,-1.366533547,-0.118834079,-0.265593608,-1.508830225,-0.059676201,-0.306500984,-0.094742087,-0.153381642,-1.885680728,-1.314630312,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.8_cz=13.3.log
1.7,-0.8,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.260888218,-1.521173346,-0.126267562,-0.262457313,-1.656665306,-0.061169675,-0.307684468,-0.093290029,-0.147354408,-1.682804862,-1.369730083,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.8_cz=13.2.log
1.5,-0.9,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.260138343,-1.336336511,-0.12329442,-0.242670667,-1.544138957,-0.062724645,-0.2889671,-0.095885411,-0.149651722,-1.867557611,-1.347977449,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.9_cz=13.3.log
1.7,-1,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.2599024,-1.432718282,-0.127210082,-0.204377497,-1.592695681,-0.061226151,-0.263468859,-0.090674568,-0.134467863,-1.808882289,-1.385029404,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-1.0_cz=13.3.log
1.6,-1,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.256504433,-0.677292878,-0.15624497,-0.261197272,-1.682512442,-0.087108428,-0.30309486,-0.109672433,-0.160040778,-1.92080058,-1.482265216,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-1.0_cz=13.0.log
1.6,-0.9,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.248437791,-0.815033833,-0.15027735,-0.28616966,-1.594751404,-0.082184985,-0.321467098,-0.10839043,-0.164105788,-1.87080372,-1.480195688,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.9_cz=13.0.log
1.7,-0.9,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.247701722,-1.486141973,-0.122718366,-0.22340862,-1.594558131,-0.058166412,-0.278805203,-0.089690632,-0.137710207,-1.782042431,-1.3563591,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.9_cz=13.3.log
1.5,-1,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.220483476,-1.287492387,-0.127892813,-0.2221285,-1.572151004,-0.065869725,-0.272557714,-0.096988573,-0.145921803,-1.824703699,-1.378823331,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-1.0_cz=13.3.log
1.7,-0.8,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.217726197,-1.433103573,-0.134686236,-0.281229902,-1.687639199,-0.067655618,-0.320530853,-0.098143191,-0.153965226,-1.618190157,-1.385004931,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.8_cz=13.1.log
1.7,-1,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.190651023,-0.976900038,-0.155242209,-0.250571018,-1.786758169,-0.083954563,-0.29715736,-0.105677077,-0.153228529,-1.807854427,-1.348599311,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-1.0_cz=13.0.log
1.7,-0.8,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.175367703,-1.523053994,-0.118365956,-0.244671169,-1.591018975,-0.05523343,-0.295188234,-0.088662771,-0.140967611,-1.707487968,-1.324483474,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.8_cz=13.3.log
1.5,-0.9,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.159603711,-0.45052959,-0.150983926,-0.297793656,-1.396748153,-0.085386541,-0.327782359,-0.112449165,-0.17147401,-1.973828312,-1.547240112,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.9_cz=13.0.log
1.6,-0.8,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.157014604,-0.921307672,-0.144499238,-0.314125231,-1.495997645,-0.077673188,-0.341101886,-0.107070149,-0.16816766,-1.76678076,-1.467643606,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.8_cz=13.0.log
1.5,-1,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.151592918,-0.319176686,-0.157103404,-0.271852392,-1.525624902,-0.090437996,-0.308806456,-0.113805214,-0.167127876,-1.974322163,-1.559836748,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-1.0_cz=13.0.log
1.7,-0.9,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.144156925,-1.114344808,-0.14936997,-0.274595866,-1.733283022,-0.079154111,-0.314900833,-0.104477905,-0.157013042,-1.690392086,-1.359449587,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.9_cz=13.0.log
1.5,-0.8,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.099155045,-0.548851622,-0.145129258,-0.326874979,-1.255247159,-0.080721631,-0.348342096,-0.111036639,-0.175819517,-1.934031628,-1.525683888,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.8_cz=13.0.log
1.7,-0.8,13,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-4.996964414,-1.221548617,-0.143659629,-0.301409368,-1.670035034,-0.074794172,-0.333723623,-0.103236063,-0.160808223,-1.501672846,-1.358662062,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.8_cz=13.0.log
1.6,-1,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.468326081,-1.190501932,-0.144393816,-0.250421671,-1.695985082,-0.078200296,-0.291093104,-0.103659004,-0.153274965,-1.907478543,-1.478615618,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-1.0_cz=13.1.log
1.6,-1,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.447264963,-1.367001669,-0.135080313,-0.233859172,-1.661773237,-0.070342616,-0.279449028,-0.098418668,-0.146624614,-1.882169809,-1.446298853,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-1.0_cz=13.2.log
1.6,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.443574577,-1.271455742,-0.138985935,-0.274420163,-1.642127154,-0.074013549,-0.308630753,-0.102471128,-0.157112816,-1.868846517,-1.460327467,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-0.9_cz=13.1.log
1.6,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.436627413,-1.423926867,-0.130139299,-0.256209823,-1.632691914,-0.066854915,-0.296129499,-0.097306093,-0.150270447,-1.866593129,-1.419481586,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-0.9_cz=13.2.log
1.6,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.423170461,-1.082995664,-0.14995481,-0.228606913,-1.738237841,-0.082772334,-0.274741448,-0.104802955,-0.149452802,-1.904080576,-1.486179624,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-1.1_cz=13.1.log
1.5,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.403551361,-1.276326475,-0.130528355,-0.266777091,-1.556991617,-0.069421431,-0.30153738,-0.100705315,-0.156810984,-1.920604169,-1.424639718,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-0.9_cz=13.2.log
1.5,-1,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.401587255,-0.9610529,-0.145011286,-0.26075425,-1.599456474,-0.081194774,-0.296359168,-0.107441635,-0.159973007,-1.945517571,-1.516740616,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-1.0_cz=13.1.log
1.6,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.40020987,-1.287857598,-0.140178204,-0.213822777,-1.681330214,-0.074199292,-0.263835325,-0.099480415,-0.142991331,-1.861505277,-1.465621141,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-1.1_cz=13.2.log
1.5,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.399896115,-1.036937685,-0.139544419,-0.285675183,-1.515110345,-0.076872485,-0.314471617,-0.106174692,-0.164079432,-1.952836848,-1.492499277,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-0.9_cz=13.1.log
1.5,-1,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.391347547,-1.224118898,-0.135528355,-0.243586832,-1.608861594,-0.073013298,-0.28426956,-0.101883779,-0.152908499,-1.89761785,-1.45424815,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-1.0_cz=13.2.log
1.7,-1,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.391137331,-1.368903025,-0.143573033,-0.240146822,-1.752506163,-0.075376501,-0.285627492,-0.100005641,-0.146844243,-1.814110075,-1.397110854,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-1.0_cz=13.1.log
1.7,-1,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.389596793,-1.46992586,-0.134441507,-0.224205558,-1.684123888,-0.067851401,-0.274406358,-0.09504894,-0.14059487,-1.819953448,-1.406522249,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-1.0_cz=13.2.log
1.7,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.373690043,-1.261956496,-0.149065,-0.219166653,-1.770890951,-0.079833077,-0.269835575,-0.101077428,-0.143276221,-1.858374003,-1.395588515,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-1.1_cz=13.1.log
1.7,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.369939101,-1.391121271,-0.139474137,-0.204957316,-1.686645223,-0.071582576,-0.259279602,-0.096052328,-0.137212592,-1.839316524,-1.420827595,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-1.1_cz=13.2.log
1.5,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.346427243,-0.857774795,-0.150646326,-0.23811871,-1.670588497,-0.085884784,-0.279418908,-0.108659004,-0.155880387,-1.908784391,-1.531887452,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-1.1_cz=13.1.log
1.7,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.338617254,-1.527978065,-0.12957705,-0.245715346,-1.673832724,-0.064436492,-0.290474379,-0.094001626,-0.143994092,-1.750938643,-1.383675865,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-0.9_cz=13.2.log
1.5,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.333047475,-1.148867898,-0.140668917,-0.222784875,-1.649856822,-0.076986692,-0.268151338,-0.103020827,-0.149015427,-1.849689892,-1.477663058,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-1.1_cz=13.2.log
1.7,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.323843786,-1.450489365,-0.138235433,-0.26323919,-1.724186637,-0.071329062,-0.302512531,-0.098884908,-0.150419167,-1.712882044,-1.386661558,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-0.9_cz=13.1.log
1.6,-1,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.318416452,-0.857472335,-0.154302199,-0.267867704,-1.682512442,-0.087108428,-0.30309486,-0.109177327,-0.160155612,-1.902578944,-1.470325584,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-1.0_cz=13.0.log
1.6,-0.9,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.279866002,-0.971302649,-0.148408625,-0.29366966,-1.594751404,-0.082184985,-0.321467098,-0.10790411,-0.164187991,-1.835286655,-1.466595037,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-0.9_cz=13.0.log
1.6,-1.1,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.273299738,-0.71220879,-0.160399086,-0.244412635,-1.756000139,-0.092324291,-0.285941247,-0.110401599,-0.156132018,-1.921573045,-1.459549982,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.6_cy=-1.1_cz=13.0.log
1.5,-1,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.239768114,-0.51327557,-0.155135532,-0.278831558,-1.525624902,-0.090437996,-0.308806456,-0.11328689,-0.167285381,-1.971429342,-1.551710493,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-1.0_cz=13.0.log
1.5,-0.9,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.222337768,-0.620578525,-0.149145322,-0.305668906,-1.396748153,-0.085386541,-0.327782359,-0.111931469,-0.171594492,-1.958646963,-1.537509942,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-0.9_cz=13.0.log
1.7,-1,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.218233853,-1.139000931,-0.153276848,-0.256952795,-1.786758169,-0.083954563,-0.29715736,-0.105206444,-0.153305713,-1.768915549,-1.332255813,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-1.0_cz=13.0.log
1.7,-1.1,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.201052001,-0.995180659,-0.159258273,-0.234374985,-1.827979301,-0.089071279,-0.280652593,-0.106348512,-0.149560733,-1.844467126,-1.307417085,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-1.1_cz=13.0.log
1.5,-1.1,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.187422484,-0.37271835,-0.161404357,-0.254499231,-1.637852556,-0.095758026,-0.291025333,-0.114589601,-0.162979407,-1.949969127,-1.553255423,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.5_cy=-1.1_cz=13.0.log
1.7,-0.9,13,7.4,5.75,25,1.7,1.5,-0.5,-1.5,-5.13567801,-1.252901526,-0.147463595,-0.281738185,-1.733283022,-0.079154111,-0.314900833,-0.104009155,-0.157062615,-1.628366487,-1.341519116,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.5_A2=-1.5_cx=1.7_cy=-0.9_cz=13.0.log
1.6,-1,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.498048719,-1.298875419,-0.142658123,-0.256842353,-1.695985082,-0.078200296,-0.291093104,-0.103210962,-0.153377249,-1.892227539,-1.46740578,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-1.0_cz=13.1.log
1.6,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.477659037,-1.211148266,-0.148173936,-0.234300939,-1.738237841,-0.082772334,-0.274741448,-0.10434801,-0.149581441,-1.901856681,-1.477185523,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-1.1_cz=13.1.log
1.6,-1,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.466632431,-1.437917829,-0.133564249,-0.239794161,-1.661773237,-0.070342616,-0.279449028,-0.098013924,-0.146731291,-1.873565392,-1.436901263,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-1.0_cz=13.2.log
1.5,-1,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.45526195,-1.081051638,-0.143319519,-0.267463587,-1.599456474,-0.081194774,-0.296359168,-0.106972257,-0.160109804,-1.944781502,-1.508975807,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-1.0_cz=13.1.log
1.6,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.447207232,-1.361836007,-0.137314248,-0.281536127,-1.642127154,-0.074013549,-0.308630753,-0.102026851,-0.157181842,-1.837184872,-1.448084747,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-0.9_cz=13.1.log
1.6,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.44018414,-1.374777773,-0.138605664,-0.218949534,-1.681330214,-0.074199292,-0.263835325,-0.099078809,-0.143124363,-1.864148349,-1.457983717,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-1.1_cz=13.2.log
1.6,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.434126158,-1.480737857,-0.128683476,-0.262804953,-1.632691914,-0.066854915,-0.296129499,-0.096903232,-0.150344494,-1.843613712,-1.409313414,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-0.9_cz=13.2.log
1.5,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.432380425,-1.139190439,-0.137904108,-0.293148827,-1.515110345,-0.076872485,-0.314471617,-0.10570657,-0.164181089,-1.940425955,-1.483717902,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-0.9_cz=13.1.log
1.5,-1,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.430457735,-1.303613119,-0.134046176,-0.24978412,-1.608861594,-0.073013298,-0.28426956,-0.101462719,-0.153046551,-1.901396716,-1.447757814,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-1.0_cz=13.2.log
1.5,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.425139588,-1.341710507,-0.129102652,-0.273682211,-1.556991617,-0.069421431,-0.30153738,-0.100286138,-0.156920798,-1.914312127,-1.417397625,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-0.9_cz=13.2.log
1.5,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.420479698,-0.997635478,-0.148888043,-0.244068759,-1.670588497,-0.085884784,-0.279418908,-0.108188999,-0.156046677,-1.91689684,-1.526104947,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-1.1_cz=13.1.log
1.7,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.402141346,-1.375629932,-0.147245221,-0.224604654,-1.770890951,-0.079833077,-0.269835575,-0.100643819,-0.143373485,-1.841505906,-1.382598431,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-1.1_cz=13.1.log
1.7,-1,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.389953219,-1.463216523,-0.141800945,-0.24629893,-1.752506163,-0.075376501,-0.285627492,-0.099571404,-0.146913896,-1.779207968,-1.381846674,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-1.0_cz=13.1.log
1.5,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.388833741,-1.244515483,-0.139146577,-0.228152596,-1.649856822,-0.076986692,-0.268151338,-0.102594747,-0.149190503,-1.860954951,-1.472688786,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-1.1_cz=13.2.log
1.7,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.388376287,-1.467373149,-0.137870222,-0.209845619,-1.686645223,-0.071582576,-0.259279602,-0.095662017,-0.137317386,-1.829433241,-1.409665447,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-1.1_cz=13.2.log
1.7,-1,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.383039314,-1.530712753,-0.132900343,-0.229879503,-1.684123888,-0.067851401,-0.274406358,-0.094662394,-0.140673309,-1.794286406,-1.393480082,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-1.0_cz=13.2.log
1.6,-1,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.363223176,-1.016066702,-0.152344368,-0.274757764,-1.682512442,-0.087108428,-0.30309486,-0.108677829,-0.160245346,-1.878957586,-1.457400133,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-1.0_cz=13.0.log
1.6,-1.1,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.347391726,-0.895002453,-0.158350894,-0.250599883,-1.756000139,-0.092324291,-0.285941247,-0.109898964,-0.156254383,-1.912875756,-1.44925317,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-1.1_cz=13.0.log
1.5,-1,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.312808395,-0.686452014,-0.153190251,-0.286046669,-1.525624902,-0.090437996,-0.308806456,-0.112767312,-0.16741653,-1.964736947,-1.54260846,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-1.0_cz=13.0.log
1.7,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.305680509,-1.575031275,-0.128099891,-0.252034371,-1.673832724,-0.064436492,-0.290474379,-0.093611942,-0.144043666,-1.706153882,-1.369916453,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-0.9_cz=13.2.log
1.6,-0.9,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.294313793,-1.108047118,-0.14650978,-0.30153989,-1.594751404,-0.082184985,-0.321467098,-0.107405239,-0.16424886,-1.793053977,-1.45235558,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.6_cy=-0.9_cz=13.0.log
1.7,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.291489998,-1.527090766,-0.136538646,-0.270033868,-1.724186637,-0.071329062,-0.302512531,-0.098458202,-0.150453053,-1.656295075,-1.370437914,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-0.9_cz=13.1.log
1.5,-1.1,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.285152774,-0.570530837,-0.159322279,-0.260967604,-1.637852556,-0.095758026,-0.291025333,-0.114071278,-0.163141305,-1.95358233,-1.546629545,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-1.1_cz=13.0.log
1.5,-0.9,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.270504808,-0.772369428,-0.147282872,-0.313938233,-1.396748153,-0.085386541,-0.327782359,-0.111414401,-0.171688619,-1.938535895,-1.527112101,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.5_cy=-0.9_cz=13.0.log
1.7,-1.1,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.244085382,-1.159067446,-0.15720757,-0.240294914,-1.827979301,-0.089071279,-0.280652593,-0.105871605,-0.149649212,-1.818729803,-1.29269821,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-1.1_cz=13.0.log
