cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,E,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.5,-0.8,13.2,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.293259575,-1.08151976,-0.129663646,-0.270576037,-1.496728067,-0.066039152,-0.319988684,-0.099855039,-0.158645196,-1.945696412,-1.406805256,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.8_cz=13.2.log
1.6,-0.7,13.1,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.29118691,-1.100215793,-0.133196528,-0.304993705,-1.510222042,-0.066680468,-0.347518803,-0.100377755,-0.162831942,-1.848118607,-1.448444937,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.6_cy=-0.7_cz=13.1.log
1.6,-0.8,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.279270495,-1.369083748,-0.121000243,-0.24255144,-1.56466983,-0.05738579,-0.300961326,-0.091604537,-0.145303706,-1.873495111,-1.341040953,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.6_cy=-0.8_cz=13.3.log
1.5,-0.7,13.2,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.276709941,-1.134751433,-0.124829309,-0.296088083,-1.431003297,-0.062762295,-0.340069004,-0.098596254,-0.162574663,-1.948484439,-1.372302874,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.7_cz=13.2.log
1.5,-0.9,13.2,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.266233975,-1.003780056,-0.134641056,-0.247344362,-1.556991617,-0.069421431,-0.30153738,-0.101064251,-0.154712591,-1.914947794,-1.438651389,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.9_cz=13.2.log
1.7,-0.9,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.264869141,-1.381709249,-0.125193265,-0.212848882,-1.594558131,-0.058166412,-0.278805203,-0.089620978,-0.136095624,-1.835232061,-1.378279907,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.7_cy=-0.9_cz=13.3.log
1.6,-0.9,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.259445572,-1.308502677,-0.125503255,-0.221954052,-1.582432128,-0.060375247,-0.283994711,-0.092672559,-0.141816632,-1.860322421,-1.373252924,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.6_cy=-0.9_cz=13.3.log
1.7,-0.7,13.2,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.255851822,-1.454307136,-0.124294671,-0.273112432,-1.634132677,-0.05802585,-0.325960069,-0.09212035,-0.149070021,-1.707081342,-1.372663692,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.7_cy=-0.7_cz=13.2.log
1.6,-0.7,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.252625793,-1.410119137,-0.116636539,-0.265385274,-1.541824701,-0.054546934,-0.31908005,-0.0904951,-0.148790779,-1.852646091,-1.306897507,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.6_cy=-0.7_cz=13.3.log
1.7,-0.8,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.250902651,-1.443335751,-0.120739199,-0.232655608,-1.591018975,-0.05523343,-0.295188234,-0.088600019,-0.139346126,-1.807086983,-1.346783925,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.7_cy=-0.8_cz=13.3.log
1.5,-0.8,13.1,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.241075217,-0.742560194,-0.138816507,-0.289658616,-1.42071527,-0.072985688,-0.333948272,-0.105301826,-0.166023458,-1.983678964,-1.486728695,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.8_cz=13.1.log
1.5,-0.9,13.1,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.2257395,-0.634309698,-0.144285884,-0.264681208,-1.515110345,-0.076872485,-0.314471617,-0.106602654,-0.16189005,-1.967059362,-1.515321816,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.9_cz=13.1.log
1.7,-1,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.225153405,-1.301006443,-0.129782873,-0.195549686,-1.592695681,-0.061226151,-0.263468859,-0.090592364,-0.132857672,-1.824684873,-1.40515365,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.7_cy=-1.0_cz=13.3.log
1.5,-0.7,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.211930515,-1.298456242,-0.116687995,-0.276173426,-1.468429876,-0.056769575,-0.325480652,-0.093512795,-0.155242837,-1.908574175,-1.283601825,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.7_cz=13.3.log
1.5,-0.8,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.210393743,-1.262878935,-0.12109437,-0.252473628,-1.508830225,-0.059676201,-0.306500984,-0.094681846,-0.151514172,-1.890627389,-1.317843164,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.8_cz=13.3.log
1.5,-0.7,13.1,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.204019496,-0.821277558,-0.133524088,-0.317269056,-1.320122907,-0.06934362,-0.355060218,-0.103952679,-0.170152474,-1.967700677,-1.453914942,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.7_cz=13.1.log
1.7,-0.7,13.1,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.201828231,-1.322358098,-0.132673184,-0.292735925,-1.645163047,-0.064166663,-0.33977533,-0.096917037,-0.155779985,-1.641468896,-1.40922619,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.7_cy=-0.7_cz=13.1.log
1.5,-1,13.2,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.197108729,-0.899625947,-0.139771577,-0.226617706,-1.608861594,-0.073013298,-0.28426956,-0.102236439,-0.150785633,-1.862362456,-1.465644359,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-1.0_cz=13.2.log
1.6,-1,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.196807524,-1.227203737,-0.130135534,-0.203926945,-1.593623141,-0.063473892,-0.268142553,-0.093704186,-0.138342737,-1.819890069,-1.401617631,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.6_cy=-1.0_cz=13.3.log
1.7,-0.7,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.179222811,-1.486669081,-0.11643197,-0.254644813,-1.582822439,-0.052458581,-0.312595361,-0.087547058,-0.142594117,-1.733010682,-1.313259831,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.7_cy=-0.7_cz=13.3.log
1.5,-0.9,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.172692942,-1.20703682,-0.125630012,-0.231113188,-1.544138957,-0.062724645,-0.2889671,-0.095817012,-0.14778237,-1.848983943,-1.350304256,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-0.9_cz=13.3.log
1.5,-1,13.1,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.158029916,-0.493590581,-0.150012541,-0.242038137,-1.599456474,-0.081194774,-0.296359168,-0.107855791,-0.157759779,-1.924558737,-1.536529771,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-1.0_cz=13.1.log
1.5,-1,13.3,7.45,5.75,25,1.7,1.5,-0.2,-0.6,-5.101144252,-1.129250681,-0.130288646,-0.212371974,-1.572151004,-0.065869725,-0.272557714,-0.096899467,-0.144061863,-1.789272601,-1.379665449,3,Done,tetracene_a=7.45_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.2_A2=-0.6_cx=1.5_cy=-1.0_cz=13.3.log
1.6,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.405082485,-1.272118393,-0.132994469,-0.243599382,-1.632691914,-0.066854915,-0.296129499,-0.098098011,-0.150053329,-1.896704196,-1.438032664,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-0.9_cz=13.2.log
1.6,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.392314226,-1.041670365,-0.142259655,-0.260842102,-1.642127154,-0.074013549,-0.308630753,-0.103350897,-0.156907621,-1.914445159,-1.48283876,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-0.9_cz=13.1.log
1.6,-0.8,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.38008437,-1.338177625,-0.128094871,-0.26670179,-1.595836996,-0.063532877,-0.313925683,-0.096937745,-0.153758775,-1.868272973,-1.407979955,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-0.8_cz=13.2.log
1.6,-1,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.372260575,-1.182143499,-0.138033375,-0.222759775,-1.661773237,-0.070342616,-0.279449028,-0.099212469,-0.146349765,-1.886891822,-1.462555755,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-1.0_cz=13.2.log
1.6,-1,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.365164692,-0.919854359,-0.14776731,-0.238244212,-1.695985082,-0.078200296,-0.291093104,-0.104545676,-0.153010783,-1.923885419,-1.498150632,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-1.0_cz=13.1.log
1.7,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.363336128,-1.395916075,-0.132487441,-0.233640798,-1.673832724,-0.064436492,-0.290474379,-0.094763423,-0.143839097,-1.819900737,-1.409438916,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-0.9_cz=13.2.log
1.7,-1,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.361856145,-1.30571716,-0.137471126,-0.213604404,-1.684123888,-0.067851401,-0.274406358,-0.09582015,-0.1403834,-1.854155253,-1.429910175,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-1.0_cz=13.2.log
1.6,-0.8,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.35015779,-1.134997417,-0.136901347,-0.285632512,-1.579186646,-0.070244725,-0.327289136,-0.102111565,-0.16081387,-1.860881533,-1.459224932,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-0.8_cz=13.1.log
1.7,-1,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.344645742,-1.126177137,-0.147021828,-0.228511532,-1.752506163,-0.075376501,-0.285627492,-0.100855917,-0.146646577,-1.864752014,-1.424780908,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-1.0_cz=13.1.log
1.7,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.339252294,-1.247868896,-0.141580061,-0.250254753,-1.724186637,-0.071329062,-0.302512531,-0.099736439,-0.150278605,-1.803057741,-1.417313539,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-0.9_cz=13.1.log
1.5,-0.8,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.330585126,-1.169145256,-0.128363446,-0.277567753,-1.496728067,-0.066039152,-0.319988684,-0.100301826,-0.160486938,-1.935503767,-1.405376416,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-0.8_cz=13.2.log
1.5,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.329069689,-1.108452489,-0.133308224,-0.253593106,-1.556991617,-0.069421431,-0.30153738,-0.101527353,-0.156521074,-1.921882407,-1.43748673,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-0.9_cz=13.2.log
1.5,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.297062914,-0.78565507,-0.142730915,-0.271450786,-1.515110345,-0.076872485,-0.314471617,-0.107100269,-0.163804583,-1.964846762,-1.508165692,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-0.9_cz=13.1.log
1.7,-0.8,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.293766604,-1.463562908,-0.127655614,-0.255887283,-1.656665306,-0.061169675,-0.307684468,-0.093674693,-0.14729103,-1.733906139,-1.382582115,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-0.8_cz=13.2.log
1.6,-0.9,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.287745018,-1.373498908,-0.124312241,-0.227344363,-1.582432128,-0.060375247,-0.283994711,-0.093098011,-0.143434981,-1.855377015,-1.369856212,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-0.9_cz=13.3.log
1.5,-0.8,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.282118763,-0.87284633,-0.137320523,-0.297208816,-1.42071527,-0.072985688,-0.333948272,-0.105780616,-0.167974387,-1.961151355,-1.479699955,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-0.8_cz=13.1.log
1.5,-1,13.2,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.281708999,-1.023067204,-0.13838478,-0.231964092,-1.608861594,-0.073013298,-0.28426956,-0.102713974,-0.152563369,-1.881581205,-1.465070187,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-1.0_cz=13.2.log
1.6,-0.8,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.279700967,-1.420567178,-0.119853155,-0.248722374,-1.56466983,-0.05738579,-0.300961326,-0.092018066,-0.146950292,-1.84736183,-1.337290953,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-0.8_cz=13.3.log
1.5,-1,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.25599364,-0.668751212,-0.148333324,-0.248015797,-1.599456474,-0.081194774,-0.296359168,-0.10837035,-0.159636034,-1.937250755,-1.529681127,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-1.0_cz=13.1.log
1.7,-0.9,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.255474689,-1.439608342,-0.123965855,-0.217996974,-1.594558131,-0.058166412,-0.278805203,-0.090035762,-0.137616081,-1.804752018,-1.366520369,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-0.9_cz=13.3.log
1.7,-0.8,13.1,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.249369644,-1.342350567,-0.136280112,-0.274103898,-1.687639199,-0.067655618,-0.320530853,-0.098564878,-0.153915025,-1.68219555,-1.400414067,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-0.8_cz=13.1.log
1.6,-1,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.24847356,-1.306925117,-0.128908124,-0.208407366,-1.593623141,-0.063473892,-0.268142553,-0.094142188,-0.13992469,-1.830678849,-1.398987737,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.6_cy=-1.0_cz=13.3.log
1.7,-1,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.245942184,-1.373034551,-0.128510283,-0.199812989,-1.592695681,-0.061226151,-0.263468859,-0.09102158,-0.134346753,-1.817012936,-1.394186658,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-1.0_cz=13.3.log
1.5,-0.8,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.244841532,-1.319516733,-0.119976147,-0.258924431,-1.508830225,-0.059676201,-0.306500984,-0.095106671,-0.153251747,-1.889774603,-1.31999615,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-0.8_cz=13.3.log
1.5,-0.9,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.228329234,-1.277289075,-0.124482924,-0.236750738,-1.544138957,-0.062724645,-0.2889671,-0.096254386,-0.14949359,-1.862476035,-1.352928503,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-0.9_cz=13.3.log
1.7,-0.8,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.20627916,-1.488147495,-0.119565755,-0.238562987,-1.591018975,-0.05523343,-0.295188234,-0.089007273,-0.140897958,-1.747647353,-1.334868138,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.7_cy=-0.8_cz=13.3.log
1.5,-1,13.3,7.4,5.75,25,1.7,1.5,-0.3,-0.9,-5.174490131,-1.21454686,-0.129113948,-0.21708834,-1.572151004,-0.065869725,-0.272557714,-0.097351274,-0.145732295,-1.812756536,-1.382986232,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.3_A2=-0.9_cx=1.5_cy=-1.0_cz=13.3.log
1.6,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.427055376,-1.354820446,-0.131578807,-0.249797926,-1.632691914,-0.066854915,-0.296129499,-0.09770519,-0.150168791,-1.884161526,-1.429083116,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.9_cz=13.2.log
1.6,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.425363609,-1.165114132,-0.140637541,-0.267527593,-1.642127154,-0.074013549,-0.308630753,-0.102916033,-0.15701869,-1.894460848,-1.471942677,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.9_cz=13.1.log
1.6,-1,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.424106079,-1.064529299,-0.146099388,-0.244218107,-1.695985082,-0.078200296,-0.291093104,-0.104104536,-0.153155738,-1.917892698,-1.488890467,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-1.0_cz=13.1.log
1.6,-1,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.415853381,-1.282061916,-0.136573159,-0.228172676,-1.661773237,-0.070342616,-0.279449028,-0.098817765,-0.14649723,-1.886480803,-1.454871267,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-1.0_cz=13.2.log
1.7,-1,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.382596292,-1.39526723,-0.135968867,-0.218767556,-1.684123888,-0.067851401,-0.274406358,-0.095432348,-0.140502627,-1.839768959,-1.418699708,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-1.0_cz=13.2.log
1.6,-0.8,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.379104827,-1.405367631,-0.12673443,-0.27357679,-1.595836996,-0.063532877,-0.313925683,-0.096544296,-0.153852274,-1.840632412,-1.39858864,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.8_cz=13.2.log
1.7,-1,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.376082739,-1.256898765,-0.145315001,-0.234213087,-1.752506163,-0.075376501,-0.285627492,-0.100429838,-0.146753881,-1.842469134,-1.411461381,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-1.0_cz=13.1.log
1.5,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.371634948,-1.198975827,-0.131931468,-0.26007403,-1.556991617,-0.069421431,-0.30153738,-0.101121982,-0.156679207,-1.923016945,-1.431350938,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.9_cz=13.2.log
1.7,-0.9,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.357974682,-1.468723551,-0.131040403,-0.239578298,-1.673832724,-0.064436492,-0.290474379,-0.094387544,-0.143928204,-1.788730433,-1.396885578,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.9_cz=13.2.log
1.6,-0.8,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.356128548,-1.239085011,-0.135331317,-0.293113686,-1.579186646,-0.070244725,-0.327289136,-0.101677328,-0.160889799,-1.823686505,-1.447749656,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.8_cz=13.1.log
1.5,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.354860978,-0.919448987,-0.141155864,-0.278447522,-1.515110345,-0.076872485,-0.314471617,-0.106634657,-0.163952048,-1.960855171,-1.500665692,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.9_cz=13.1.log
1.5,-0.8,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.354566048,-1.244246908,-0.127035634,-0.284775333,-1.496728067,-0.066039152,-0.319988684,-0.099896454,-0.160609302,-1.925904746,-1.398748655,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.8_cz=13.2.log
1.5,-1,13.2,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.341821947,-1.130913582,-0.136977903,-0.237635527,-1.608861594,-0.073013298,-0.28426956,-0.102304838,-0.152745974,-1.890904748,-1.460030655,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-1.0_cz=13.2.log
1.7,-0.9,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.339894237,-1.357855084,-0.139918415,-0.25664657,-1.724186637,-0.071329062,-0.302512531,-0.099313498,-0.150361436,-1.761667181,-1.402327972,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.7_cy=-0.9_cz=13.1.log
1.5,-1,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.335270743,-0.824047387,-0.146672933,-0.254267052,-1.599456474,-0.081194774,-0.296359168,-0.10790913,-0.159813619,-1.942886422,-1.523662679,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-1.0_cz=13.1.log
1.5,-0.8,13.1,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.317791452,-0.987616654,-0.135791909,-0.305067752,-1.42071527,-0.072985688,-0.333948272,-0.105322533,-0.168091104,-1.944756402,-1.471558641,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.5_cy=-0.8_cz=13.1.log
1.6,-0.9,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.302756312,-1.427038061,-0.123093617,-0.233007013,-1.582432128,-0.060375247,-0.283994711,-0.092749116,-0.143555463,-1.84879067,-1.362690676,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.9_cz=13.3.log
1.6,-1,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.281185656,-1.374145243,-0.127646829,-0.213210328,-1.593623141,-0.063473892,-0.268142553,-0.093787645,-0.140072155,-1.834468382,-1.392736482,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-1.0_cz=13.3.log
1.6,-0.8,13.3,7.4,5.75,25,1.7,1.5,-0.4,-1.2,-5.275579482,-1.46209077,-0.118679711,-0.25509662,-1.56466983,-0.05738579,-0.300961326,-0.091664778,-0.147045673,-1.827655506,-1.329771501,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.4_A2=-1.2_cx=1.6_cy=-0.8_cz=13.3.log
