theta,A2,phi,a,b,z,status
30.0,-10.0,34,8.2,6.1,-1.0,NotYet
30.0,-10.0,34,8.3,6.1,-0.8,NotYet
30.0,-10.0,34,8.3,6.1,-0.6,NotYet
30.0,-10.0,34,8.3,6.0,-0.4,NotYet
30.0,-10.0,34,8.4,5.9,-0.2,NotYet
30.0,-10.0,34,8.4,5.8,0.0,NotYet
30.0,-10.0,35,8.4,5.7,0.2,NotYet
30.0,-10.0,36,8.3,5.8,0.4,NotYet
30.0,-10.0,35,8.2,6.0,0.6,NotYet
30.0,-10.0,34,8.1,6.1,0.8,NotYet
30.0,-10.0,38,8.1,6.1,1.0,NotYet
30.0,-8.0,35,8.1,6.1,-1.0,NotYet
30.0,-8.0,35,8.2,6.1,-0.8,NotYet
30.0,-8.0,35,8.2,6.0,-0.6,NotYet
30.0,-8.0,35,8.3,5.9,-0.4,NotYet
30.0,-8.0,35,8.3,5.8,-0.2,NotYet
30.0,-8.0,37,8.3,5.7,0.0,NotYet
30.0,-8.0,38,8.3,5.8,0.2,NotYet
30.0,-8.0,38,8.2,5.9,0.4,NotYet
30.0,-8.0,37,8.0,6.1,0.6,NotYet
30.0,-8.0,38,8.0,6.1,0.8,NotYet
30.0,-8.0,41,8.0,6.2,1.0,NotYet
30.0,-6.0,39,8.1,6.1,-1.0,NotYet
30.0,-6.0,39,8.1,6.1,-0.8,NotYet
30.0,-6.0,39,8.1,6.0,-0.6,NotYet
30.0,-6.0,39,8.2,5.9,-0.4,NotYet
30.0,-6.0,39,8.2,5.8,-0.2,NotYet
30.0,-6.0,39,8.3,5.7,0.0,NotYet
30.0,-6.0,39,8.2,5.8,0.2,NotYet
30.0,-6.0,39,8.0,6.0,0.4,NotYet
30.0,-6.0,39,8.0,6.1,0.6,NotYet
30.0,-6.0,41,7.9,6.2,0.8,NotYet
30.0,-6.0,42,7.9,6.2,1.0,NotYet
30.0,-4.0,42,8.1,6.0,-1.0,NotYet
30.0,-4.0,42,8.1,6.0,-0.8,NotYet
30.0,-4.0,42,8.1,5.9,-0.6,NotYet
30.0,-4.0,42,8.2,5.8,-0.4,NotYet
30.0,-4.0,41,8.2,5.7,-0.2,NotYet
30.0,-4.0,41,8.2,5.8,0.0,NotYet
30.0,-4.0,40,8.1,5.9,0.2,NotYet
30.0,-4.0,40,8.0,6.1,0.4,NotYet
30.0,-4.0,41,7.9,6.2,0.6,NotYet
30.0,-4.0,43,7.9,6.2,0.8,NotYet
30.0,-4.0,43,7.9,6.2,1.0,NotYet
30.0,-2.0,45,8.1,6.0,-1.0,NotYet
30.0,-2.0,45,8.1,6.0,-0.8,NotYet
30.0,-2.0,45,8.1,5.9,-0.6,NotYet
30.0,-2.0,45,8.2,5.8,-0.4,NotYet
30.0,-2.0,42,8.2,5.7,-0.2,NotYet
30.0,-2.0,41,8.2,5.8,0.0,NotYet
30.0,-2.0,41,8.0,6.0,0.2,NotYet
30.0,-2.0,42,7.9,6.2,0.4,NotYet
30.0,-2.0,43,7.9,6.2,0.6,NotYet
30.0,-2.0,43,7.9,6.3,0.8,NotYet
30.0,-2.0,44,7.9,6.2,1.0,NotYet
30.0,0.0,49,8.1,6.0,-1.0,NotYet
30.0,0.0,49,8.2,5.9,-0.8,NotYet
30.0,0.0,49,8.2,5.8,-0.6,NotYet
30.0,0.0,45,8.3,5.7,-0.4,NotYet
30.0,0.0,44,8.2,5.8,-0.2,NotYet
30.0,0.0,43,8.1,5.9,0.0,NotYet
30.0,0.0,43,8.0,6.1,0.2,NotYet
30.0,0.0,44,7.9,6.2,0.4,NotYet
30.0,0.0,44,7.9,6.3,0.6,NotYet
30.0,0.0,44,7.9,6.3,0.8,NotYet
30.0,0.0,46,8.0,6.2,1.0,NotYet
