a,b,theta,A1,A2,status
5.9,8.6,66,-1,33,NotYet
5.9,8.6,65,-2,33,NotYet
6,8.4,66,-2,33,NotYet
6,8.4,67,-2,33,NotYet
6,8.4,66,-3,33,NotYet
6,8.4,68,-3,33,NotYet
6,8.4,67,-4,33,NotYet
6,8.4,68,-4,33,NotYet
6,8.4,69,-4,33,NotYet
6,8.4,68,-5,33,NotYet
