a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name
6,8.3,62.5,5,-11,86,-27.91513375,-0.405277333,-6.885485252,-9.457767969,-9.509794823,-1.656808378,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=86_cx=0_cy=0_cz=0.log
6,8.3,62.5,5,-11,85,-27.91255469,-0.40662648,-6.875777673,-9.465473792,-9.514896479,-1.649780266,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,80,-27.91123064,-0.42611694,-7.351518104,-9.21721201,-9.316835498,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=80.0_cx=0_cy=0_cz=0.log
6,8.3,62.5,5,-11,87,-27.90833155,-0.403802685,-6.895782691,-9.442682629,-9.502954964,-1.663108578,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=87_cx=0_cy=0_cz=0.log
5.7,8.2,60.5,5,-11,82,-27.90803034,-0.477516285,-7.542576073,-9.29061813,-8.974792347,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.4,62.5,5,-11,84,-27.90148541,-0.375050177,-7.078049246,-9.368573698,-9.438026504,-1.641785789,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=84_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-11,81,-27.8915331,-0.391327786,-7.114858982,-9.34991155,-9.424020481,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=81.0_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-11,79,-27.88299897,-0.464426426,-7.099233983,-9.269263965,-9.462957476,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=79_cx=0_cy=0_cz=0.log
5.9,8.3,59.5,5,-11,82,-27.88092191,-0.454379991,-7.119000548,-9.411884438,-9.273129427,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,79,-27.87895153,-0.392777334,-7.282121773,-9.220155032,-9.396780272,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=79_cx=0_cy=0_cz=0.log
5.9,8.3,59.5,5,-11,81,-27.87587046,-0.455691487,-7.108608983,-9.41076747,-9.289388211,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=81_cx=0_cy=0_cz=0.log
5.9,8.3,59.5,5,-11,83,-27.87456524,-0.452930443,-7.129925498,-9.403958987,-9.255057139,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,81,-27.87199872,-0.462744699,-7.361100182,-9.236953475,-9.199786058,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=81.0_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-11,79,-27.87091313,-0.426819752,-7.099233983,-9.291841775,-9.465900498,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=79_cx=0_cy=0_cz=0.log
6,8.3,63.5,5,-11,87,-27.86765007,-0.3905936,-6.844006841,-9.445675851,-9.524265204,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=87_cx=0_cy=0_cz=0.log
6,8.3,63.5,5,-11,88,-27.8644184,-0.389162877,-6.854241529,-9.432278513,-9.519822433,-1.668913046,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=88_cx=0_cy=0_cz=0.log
5.6,8.3,60.5,5,-11,84,-27.86227231,-0.436433205,-7.573662919,-9.299560148,-8.910830253,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.3_phi_r=84_cx=0_cy=0_cz=0.log
6,8.3,63.5,5,-11,86,-27.86137497,-0.39191137,-6.834380838,-9.451266965,-9.527007422,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=86_cx=0_cy=0_cz=0.log
5.7,8.2,63.5,5,-11,87,-27.85988778,-0.425564732,-6.850470194,-9.564369368,-9.356374903,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=87_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-11,80,-27.85725223,-0.463667139,-6.841007343,-9.431914557,-9.521115104,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-11,79,-27.85395153,-0.464426426,-7.282121773,-9.149616633,-9.370669581,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=79_cx=0_cy=0_cz=0.log
5.6,8.3,60.5,5,-11,83,-27.85352482,-0.437845103,-7.560623261,-9.280847799,-8.941515492,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.4,63.5,5,-11,87,-27.8439302,-0.358967095,-7.008985495,-9.384725805,-9.428143222,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=87_cx=0_cy=0_cz=0.log
5.8,8.2,59.5,5,-11,82,-27.84029064,-0.493856645,-7.423857457,-9.333414312,-8.966634717,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.4,59.5,5,-11,82,-27.83807553,-0.418567995,-7.119000548,-9.354021741,-9.323957737,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.2,63.5,5,-11,86,-27.83597337,-0.427008005,-6.838785958,-9.532981318,-9.380389711,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=86_cx=0_cy=0_cz=0.log
5.8,8.2,59.5,5,-11,83,-27.83517016,-0.492256494,-7.43532834,-9.340988358,-8.933903796,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-11,80,-27.83357001,-0.392105899,-7.106751553,-9.313202215,-9.421962248,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.4,59.5,5,-11,81,-27.8334696,-0.419766539,-7.108608983,-9.360641971,-9.333037806,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.4,63.5,5,-11,86,-27.83295505,-0.36017819,-6.998123297,-9.38438695,-9.433458231,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=86_cx=0_cy=0_cz=0.log
5.9,8.4,59.5,5,-11,83,-27.83281072,-0.417250224,-7.129925498,-9.339852565,-9.313089263,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.2,59.5,5,-11,81,-27.83065208,-0.495293643,-7.412838381,-9.313403018,-8.997702737,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=81_cx=0_cy=0_cz=0.log
5.6,8.3,60.5,5,-11,82,-27.8283303,-0.439131498,-7.548204838,-9.247809398,-8.970657056,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.3,63.5,5,-11,87,-27.82153436,-0.3905936,-6.850470194,-9.510353307,-9.407008685,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=87_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-11,81,-27.81680921,-0.425276077,-6.848449612,-9.435121133,-9.496548087,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.4,63.5,5,-11,85,-27.80924772,-0.361276332,-6.987712906,-9.373349049,-9.437129165,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.2,59.5,5,-11,82,-27.80789857,-0.493856645,-7.119000548,-9.418529769,-9.153984103,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.2,59.5,5,-11,81,-27.80250199,-0.495293643,-7.108608983,-9.408276255,-9.1789088,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.3,63.5,5,-11,86,-27.8021443,-0.39191137,-6.838785958,-9.491647234,-9.422991365,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=86_cx=0_cy=0_cz=0.log
5.9,8.2,59.5,5,-11,83,-27.80013,-0.492256494,-7.129925498,-9.417996385,-9.127258452,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.6,59.5,5,-11,82,-27.79838552,-0.356563732,-7.423857457,-9.153952727,-9.241484097,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.6_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.2,63.5,5,-11,85,-27.79317719,-0.428325776,-6.827835909,-9.484399493,-9.402835744,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.6,59.5,5,-11,81,-27.79294501,-0.357580298,-7.412838381,-9.167852074,-9.24325995,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.6_phi_r=81_cx=0_cy=0_cz=0.log
5.9,8.4,63.5,5,-11,87,-27.78998944,-0.358967095,-6.989451109,-9.341553117,-9.436909537,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=87_cx=0_cy=0_cz=0.log
5.9,8.4,63.5,5,-11,86,-27.78235891,-0.36017819,-6.979028168,-9.347941169,-9.43840301,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=86_cx=0_cy=0_cz=0.log
5.8,8.6,59.5,5,-11,80,-27.77786594,-0.358483913,-7.402283663,-9.174265226,-9.243285051,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.6_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,80,-27.76695355,-0.463667139,-7.351518104,-9.129423362,-9.22279685,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=80.0_cx=0_cy=0_cz=0.log
5.7,8.3,63.5,5,-11,85,-27.76656449,-0.393109915,-6.827835909,-9.458439405,-9.437398994,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.4,63.5,5,-11,85,-27.76337674,-0.361276332,-6.969151161,-9.344966771,-9.438202207,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-11,79,-27.76163226,-0.464426426,-6.834041982,-9.353475807,-9.522570927,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=79_cx=0_cy=0_cz=0.log
5.6,8.3,59.5,5,-11,82,-27.75914732,-0.454379991,-7.756098901,-9.175639473,-8.750501448,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-11,80,-27.75755344,-0.42611694,-6.841007343,-9.395638204,-9.495242866,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-11,79,-27.75491163,-0.392777334,-7.099233983,-9.258351566,-9.417431626,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=79_cx=0_cy=0_cz=0.log
5.6,8.3,59.5,5,-11,81,-27.74051027,-0.455691487,-7.743492225,-9.146648511,-8.783263745,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.3_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.2,59.5,5,-11,82,-27.71223467,-0.493856645,-7.649541428,-9.211809149,-8.734499943,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.2,59.5,5,-11,83,-27.71103613,-0.492256494,-7.66190965,-9.228620142,-8.695556672,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.6,8.3,59.5,5,-11,80,-27.70386996,-0.456864931,-7.731707587,-9.101254437,-8.814494918,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.2,59.5,5,-11,81,-27.69731248,-0.495293643,-7.637926218,-9.180772505,-8.771905814,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.4,63.5,5,-11,87,-27.67883859,-0.358967095,-6.850470194,-9.409757179,-9.396535543,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=87_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-11,79,-27.67602734,-0.426819752,-6.834041982,-9.336871892,-9.491176601,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.3_phi_r=79_cx=0_cy=0_cz=0.log
5.7,8.4,63.5,5,-11,86,-27.66342694,-0.36017819,-6.838785958,-9.401819177,-9.405835241,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=86_cx=0_cy=0_cz=0.log
5.7,8.4,63.5,5,-11,85,-27.6341787,-0.361276332,-6.827835909,-9.381726307,-9.41355989,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
6,8.4,61.5,5,-11,81,-27.61797012,-0.391327786,-6.848449612,-9.338064161,-9.428714256,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
6,8.4,61.5,5,-11,80,-27.56771284,-0.392105899,-6.841007343,-9.312493129,-9.422558383,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
6,8.4,61.5,5,-11,79,-27.49851732,-0.392777334,-6.834041982,-9.270606836,-9.413974046,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=6.0_b=8.4_phi_r=79_cx=0_cy=0_cz=0.log
