theta,A2,phi,a,b,z,status
60.0,-10.0,160,5.5,8.7,-2.0,NotYet
60.0,-10.0,160,5.6,8.6,-1.8,NotYet
60.0,-10.0,163,5.6,8.7,-1.6,NotYet
60.0,-10.0,163,5.6,8.6,-1.4,NotYet
60.0,-10.0,163,5.6,8.6,-1.2,NotYet
60.0,-10.0,163,5.6,8.5,-1.0,NotYet
60.0,-10.0,163,5.6,8.5,-0.8,NotYet
60.0,-10.0,202,5.5,10.3,-0.6,NotYet
60.0,-10.0,202,5.5,10.2,-0.4,NotYet
60.0,-10.0,202,5.5,10.2,-0.2,NotYet
60.0,-10.0,202,5.5,10.2,0.0,NotYet
60.0,-10.0,202,5.5,10.1,0.2,NotYet
60.0,-10.0,202,5.5,10.0,0.4,NotYet
60.0,-10.0,201,5.5,9.9,0.6,NotYet
60.0,-10.0,167,5.6,8.5,0.8,NotYet
60.0,-10.0,167,5.6,8.5,1.0,NotYet
60.0,-8.0,203,5.5,12.2,-2.0,NotYet
60.0,-8.0,203,5.5,12.1,-1.8,NotYet
60.0,-8.0,202,5.5,11.8,-1.6,NotYet
60.0,-8.0,201,5.5,11.5,-1.4,NotYet
60.0,-8.0,163,5.6,8.4,-1.2,NotYet
60.0,-8.0,163,5.5,8.5,-1.0,NotYet
60.0,-8.0,163,5.5,8.5,-0.8,NotYet
60.0,-8.0,193,5.5,9.9,-0.6,NotYet
60.0,-8.0,193,5.5,10.0,-0.4,NotYet
60.0,-8.0,193,5.5,10.0,-0.2,NotYet
60.0,-8.0,193,5.5,10.0,0.0,NotYet
60.0,-8.0,163,5.5,8.5,0.2,NotYet
60.0,-8.0,163,5.5,8.5,0.4,NotYet
60.0,-8.0,163,5.5,8.4,0.6,NotYet
60.0,-8.0,166,5.5,8.4,0.8,NotYet
60.0,-8.0,167,5.6,8.4,1.0,NotYet
60.0,-6.0,195,5.5,11.6,-2.0,NotYet
60.0,-6.0,195,5.5,11.4,-1.8,NotYet
60.0,-6.0,163,5.6,8.3,-1.6,NotYet
60.0,-6.0,163,5.5,8.4,-1.4,NotYet
60.0,-6.0,163,5.5,8.5,-1.2,NotYet
60.0,-6.0,200,5.5,10.4,-1.0,NotYet
60.0,-6.0,201,5.5,10.2,-0.8,NotYet
60.0,-6.0,201,5.5,10.2,-0.6,NotYet
60.0,-6.0,201,5.5,10.2,-0.4,NotYet
60.0,-6.0,201,5.5,10.2,-0.2,NotYet
60.0,-6.0,201,5.5,10.2,0.0,NotYet
60.0,-6.0,200,5.5,10.1,0.2,NotYet
60.0,-6.0,200,5.5,10.0,0.4,NotYet
60.0,-6.0,163,5.5,8.4,0.6,NotYet
60.0,-6.0,163,5.6,8.3,0.8,NotYet
60.0,-6.0,180,5.6,8.6,1.0,NotYet
60.0,-4.0,207,5.6,10.8,-2.0,NotYet
60.0,-4.0,207,5.7,10.4,-1.8,NotYet
60.0,-4.0,215,5.6,9.8,-1.6,NotYet
60.0,-4.0,215,5.6,9.4,-1.4,NotYet
60.0,-4.0,215,5.6,9.0,-1.2,NotYet
60.0,-4.0,215,5.6,8.7,-1.0,NotYet
60.0,-4.0,217,5.6,8.6,-0.8,NotYet
60.0,-4.0,217,5.6,8.6,-0.6,NotYet
60.0,-4.0,217,5.6,8.6,-0.4,NotYet
60.0,-4.0,217,5.6,8.6,-0.2,NotYet
60.0,-4.0,217,5.6,8.6,0.0,NotYet
60.0,-4.0,215,5.6,8.5,0.2,NotYet
60.0,-4.0,215,5.6,8.4,0.4,NotYet
60.0,-4.0,215,5.6,8.4,0.6,NotYet
60.0,-4.0,213,5.6,8.3,0.8,NotYet
60.0,-4.0,212,5.6,8.3,1.0,NotYet
60.0,-2.0,203,5.7,9.7,-2.0,NotYet
60.0,-2.0,204,5.7,9.4,-1.8,NotYet
60.0,-2.0,205,5.6,9.1,-1.6,NotYet
60.0,-2.0,208,5.6,8.8,-1.4,NotYet
60.0,-2.0,209,5.6,8.6,-1.2,NotYet
60.0,-2.0,209,5.6,8.5,-1.0,NotYet
60.0,-2.0,209,5.6,8.5,-0.8,NotYet
60.0,-2.0,209,5.6,8.5,-0.6,NotYet
60.0,-2.0,209,5.6,8.5,-0.4,NotYet
60.0,-2.0,209,5.6,8.5,-0.2,NotYet
60.0,-2.0,209,5.6,8.4,0.0,NotYet
60.0,-2.0,209,5.6,8.4,0.2,NotYet
60.0,-2.0,209,5.6,8.3,0.4,NotYet
60.0,-2.0,209,5.6,8.2,0.6,NotYet
60.0,-2.0,205,5.7,8.2,0.8,NotYet
60.0,-2.0,205,5.7,8.1,1.0,NotYet
60.0,0.0,197,5.7,9.0,-2.0,NotYet
60.0,0.0,199,5.7,8.8,-1.8,NotYet
60.0,0.0,200,5.7,8.6,-1.6,NotYet
60.0,0.0,200,5.7,8.4,-1.4,NotYet
60.0,0.0,200,5.7,8.4,-1.2,NotYet
60.0,0.0,202,5.7,8.3,-1.0,NotYet
60.0,0.0,202,5.7,8.3,-0.8,NotYet
60.0,0.0,202,5.7,8.3,-0.6,NotYet
60.0,0.0,202,5.7,8.3,-0.4,NotYet
60.0,0.0,202,5.7,8.3,-0.2,NotYet
60.0,0.0,202,5.8,8.2,0.0,NotYet
60.0,0.0,200,5.8,8.2,0.2,NotYet
60.0,0.0,200,5.8,8.1,0.4,NotYet
60.0,0.0,200,5.8,8.1,0.6,NotYet
60.0,0.0,200,5.7,8.1,0.8,NotYet
60.0,0.0,199,5.7,8.1,1.0,NotYet
