cx,cy,d_,cz
-3.5,-2.4,2.384311673999534,10.587741168241479
-3.5,-2.3,2.4363803758830365,10.585643203458314
-3.5,-2.1999999999999997,2.4842420340174254,10.579338194926036
-3.5,-2.0999999999999996,2.5278630063045995,10.568792500546543
-3.5,-2.0,2.567186215447805,10.553949043023083
-3.5,-1.9,2.6021295707965706,10.534725731705182
-3.5,-1.7999999999999998,2.63258361591042,10.511013110152364
-3.5,-1.6999999999999997,2.6584082383361025,10.48267106591138
-3.5,-1.5999999999999999,2.679428197677696,10.449524358586308
-3.5,-1.5,2.6954271132086944,10.411356607450639
-3.5,-1.4,2.7061393818677697,10.367902209443047
-3.5,-1.2999999999999998,2.711239235863152,10.318835396771764
-3.5,-1.1999999999999997,2.7103257339716826,10.263755228213627
-3.5,-1.0999999999999999,2.7029017986123467,10.202164626187624
-3.5,-0.9999999999999998,2.6883442465879366,10.133440407496547
-3.5,-0.8999999999999999,2.6658596852445626,10.056789179486508
-3.5,-0.7999999999999998,2.63441724876183,9.971180076337108
-3.5,-0.6999999999999997,2.6295631646559237,9.912159325564534
-3.5,-0.5999999999999999,2.633009682106291,9.861439176348235
-3.5,-0.4999999999999998,2.6314332062355934,9.805696033810872
-3.5,-0.3999999999999999,2.6244894139055077,9.744585574814119
-3.5,-0.2999999999999998,2.611763586860267,9.67769308110221
-3.5,-0.19999999999999973,2.6376337874048144,9.649396614980091
-3.5,-0.09999999999999964,2.6599211490689587,9.61751730997757
-3.5,4.440892098500626e-16,2.677281259481891,9.580710753723835
-3.5,0.10000000000000009,2.6894658531904394,9.538728680765717
-3.5,0.20000000000000018,2.6961709065170893,9.491267067425701
-3.5,0.30000000000000027,2.6970232508313803,9.437952745073325
-3.5,0.40000000000000036,2.6915620187168408,9.378324846292118
-3.5,0.5000000000000004,2.6792123690854233,9.311808529994034
-3.5,0.6000000000000001,2.659247264403442,9.237676758645387
-3.5,0.7000000000000002,2.630729994887309,9.154992822462587
-3.5,0.8000000000000003,2.5924241466675113,9.062520307576122
-3.5,0.9000000000000004,2.5426451839608664,8.95857467820281
-3.5,1.0000000000000004,2.4789992854225247,8.840762112997803
-3.5,1.1,2.397882422779661,8.705478583688272
-3.5,1.2000000000000002,2.2933975036233463,8.54682699786529
-3.5,1.3000000000000003,2.1545534655272647,8.353816293102541
-3.5,1.4000000000000004,1.9553802306435077,8.10047639155212
-3.5,1.5000000000000004,1.7204271229591868,7.811356617201131
-3.5,1.6,1.8127615395308556,7.849524367106133
-3.5,1.7000000000000006,1.9000749123492042,7.882671073257815
-3.5,1.8000000000000003,1.9825836221300221,7.911013116371967
-3.5,1.9,2.0604629092601883,7.934725736835466
-3.5,2.0000000000000004,2.1338528861851334,7.953949047093745
-3.5,2.1,2.2028630093384365,7.968792503580381
-3.5,2.2000000000000006,2.267575369364341,7.979338196939619
-3.5,2.3000000000000003,2.3280470435538287,7.9856432044624395
-3.5,2.400000000000001,2.384311673999534,7.987741168241478
-3.4,-2.4,2.3936865983418087,10.597116092583754
-3.4,-2.3,2.4457635241426807,10.595026351717959
-3.4,-2.1999999999999997,2.4936499844924818,10.588746145401092
-3.4,-2.0999999999999996,2.537312734491934,10.578242228733878
-3.4,-2.0,2.5766953786769697,10.563458206252248
-3.4,-1.9,2.611716824479565,10.544312985388176
-3.4,-1.7999999999999998,2.6422689780707227,10.520698472312667
-3.4,-1.6999999999999997,2.668213523840386,10.492476351415664
-3.4,-1.5999999999999999,2.689377550972882,10.459473711881493
-3.4,-1.5,2.705547679729362,10.421477173971306
-3.4,-1.4,2.7164621759412206,10.378225003516498
-3.4,-1.2999999999999998,2.72180029092433,10.329396451832942
-3.4,-1.1999999999999997,2.7211676664086557,10.2745971606506
-3.4,-1.0999999999999999,2.7140759929758502,10.213338820551128
-3.4,-0.9999999999999998,2.6999140031981206,10.145010164106731
-3.4,-0.8999999999999999,2.6779049145428324,10.068834408784777
-3.4,-0.7999999999999998,2.64704176557378,9.983804593149058
-3.4,-0.6999999999999997,2.6340323527275977,9.916628513636208
-3.4,-0.5999999999999999,2.6375672762320654,9.865996770474009
-3.4,-0.4999999999999998,2.636092098702779,9.810354926278057
-3.4,-0.3999999999999999,2.62926467444586,9.749360835354471
-3.4,-0.2999999999999998,2.6166730891814165,9.68260258342336
-3.4,-0.19999999999999973,2.635505639514145,9.647268467089422
-3.4,-0.09999999999999964,2.657763087494601,9.615359248403212
-3.4,4.440892098500626e-16,2.6750875970463497,9.578517091288294
-3.4,0.10000000000000009,2.687230121718436,9.536492949293713
-3.4,0.20000000000000018,2.6938856277841925,9.488981788692804
-3.4,0.30000000000000027,2.6946796275683518,9.435609121810296
-3.4,0.40000000000000036,2.689149506541929,9.375912334117206
-3.4,0.5000000000000004,2.676718065898763,9.309314226807373
-3.4,0.6000000000000001,2.656655010015468,9.235084504257413
-3.4,0.7000000000000002,2.6280189908365514,9.15228181841183
-3.4,0.8000000000000003,2.589566739499814,9.059662900408425
-3.4,0.9000000000000004,2.5396030933990765,8.95553258764102
-3.4,1.0000000000000004,2.4757166947739506,8.837479522349229
-3.4,1.1,2.39427201180923,8.701868172717841
-3.4,1.2000000000000002,2.2893080011377833,8.542737495379727
-3.4,1.3000000000000003,2.149676178860471,8.348939006435748
-3.4,1.4000000000000004,1.9488497007244892,8.0939458616331
-3.4,1.5000000000000004,1.7305476894353653,7.82147718367731
-3.4,1.6,1.8227108927884679,7.859473720363745
-3.4,1.7000000000000006,1.9098801978220195,7.89247635873063
-3.4,1.8000000000000003,1.9922689842643297,7.920698478506274
-3.4,1.9,2.07005016292217,7.944312990497448
-3.4,2.0000000000000004,2.143362049397897,7.963458210306508
-3.4,2.1,2.212312737513699,7.978242231755643
-3.4,2.2000000000000006,2.276983319831455,7.988746147406733
-3.4,2.3000000000000003,2.337430191809533,7.995026352718144
-3.4,2.400000000000001,2.3936865983418105,7.997116092583755
-3.3,-2.4,2.3988599174174183,10.602289411659363
-3.3,-2.3,2.450941353824362,10.60020418139964
-3.3,-2.1999999999999997,2.4988414171113043,10.593937578019915
-3.3,-2.0999999999999996,2.542527078882882,10.583456573124826
-3.3,-2.0,2.5819423152589707,10.568705142834249
-3.3,-1.9,2.6170065774548537,10.549602738363465
