a,b,theta,A1,A2,status
8,5.9,28.5,0,-5,NotYet
8,5.9,28.5,1,-5,NotYet
8,5.9,28.5,2,-5,NotYet
8,5.9,28.5,3,-5,NotYet
8,5.9,28.5,4,-5,NotYet
8,5.9,28.5,0,-7,NotYet
8,5.9,28.5,1,-7,NotYet
8,5.9,28.5,2,-7,NotYet
8,5.9,28.5,3,-7,NotYet
8,5.9,28.5,4,-7,NotYet
8,5.9,28.5,1,-6,NotYet
8,5.9,28.5,3,-6,NotYet
