a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name
5.9,8.1,61.5,5,-5,218,-26.88823247,-0.451844851,-7.079291716,-9.524622884,-9.589363091,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,218,-26.88428543,-0.462895302,-7.088773392,-9.47009854,-9.61940827,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,217,-26.88400932,-0.433151328,-7.251951092,-9.494182374,-9.514519973,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-9,218,-26.88190089,-0.505553431,-7.088773392,-9.458633933,-9.58583021,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,220,-26.8797046,-0.455704037,-7.214018112,-9.303852316,-9.554360583,-0.351769556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=220_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,218,-26.87884492,-0.475439227,-7.245054757,-9.430044577,-9.485196431,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,218,-26.87763382,-0.424297162,-7.261432768,-9.397489359,-9.55130461,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-7,217,-26.87673021,-0.473054689,-7.091383833,-9.558044067,-9.564043063,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,218,-26.87529321,-0.451844851,-7.226198082,-9.460246634,-9.49389372,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-5,219,-26.87273924,-0.496021555,-7.073468423,-9.439237599,-9.566979809,-0.297031858,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8_phi_r=219_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-5,218,-26.86790114,-0.413780094,-7.226198082,-9.455534033,-9.529279009,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-5,220,-26.86419883,-0.498010761,-7.06826009,-9.345644482,-9.600513944,-0.351769556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8_phi_r=220_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,218,-26.86352112,-0.435366438,-7.085033432,-9.493868619,-9.606142708,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-9,217,-26.85902188,-0.502867689,-7.095023391,-9.518981569,-9.55194467,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,217,-26.85657459,-0.460416637,-7.095023391,-9.514745877,-9.596184125,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-5,218,-26.85580903,-0.493888021,-7.079291716,-9.508345275,-9.531174089,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,216,-26.85513759,-0.45778737,-7.275532918,-9.50392133,-9.479366863,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,217,-26.85387629,-0.473054689,-7.251951092,-9.490285537,-9.44838042,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,217,-26.85285345,-0.422013025,-7.268234977,-9.440229064,-9.53217183,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,217,-26.84727489,-0.449723867,-7.085755069,-9.558815904,-9.562775492,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,220,-26.84482132,-0.417356901,-7.06826009,-9.393868626,-9.613566152,-0.351769556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=220_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,217,-26.84179045,-0.449723867,-7.233169717,-9.507159281,-9.461533029,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,221,-26.84143905,-0.45744224,-7.208998033,-9.186482846,-9.581412539,-0.407103388,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=221_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,216,-26.83886626,-0.430804441,-7.25933061,-9.522589752,-9.487612345,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,218,-26.83326886,-0.399046159,-7.245054757,-9.413879919,-9.532178105,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,219,-26.83319356,-0.415631249,-7.073468423,-9.447834486,-9.599227548,-0.297031858,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=219_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-5,217,-26.83000581,-0.411822263,-7.233169717,-9.487913549,-9.506895727,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-3,218,-26.82816721,-0.434080043,-7.071523142,-9.50710908,-9.57234502,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.9_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-7,216,-26.8274142,-0.470513273,-7.098317819,-9.587788041,-9.532265956,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=216_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-3,218,-26.82740792,-0.474359909,-7.071523142,-9.508677855,-9.529737091,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.9_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,217,-26.8259019,-0.433151328,-7.091383833,-9.525677101,-9.585485079,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-5,221,-26.82482258,-0.499868191,-7.063641616,-9.223066679,-9.631142707,-0.407103388,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8_phi_r=221_cx=0_cy=0_cz=0.log
6,8,61.5,5,-5,220,-26.82435195,-0.498010761,-6.828802274,-9.452547086,-9.693222271,-0.351769556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8_phi_r=220_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-3,218,-26.82406329,-0.434080043,-7.204818816,-9.454636694,-9.487417816,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.8_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
6,8,61.5,5,-5,219,-26.82088182,-0.496021555,-6.833489773,-9.527565906,-9.666772725,-0.297031858,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8_phi_r=219_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-9,218,-26.8199782,-0.505553431,-7.261432768,-9.3514615,-9.458420579,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-5,217,-26.8183655,-0.491603884,-7.085755069,-9.557052601,-9.493749392,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.0_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-9,216,-26.81809567,-0.499999968,-7.101856975,-9.561043565,-9.516666058,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.1_phi_r=216_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,216,-26.81363408,-0.45778737,-7.101856975,-9.543755664,-9.57170496,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,216,-26.8136027,-0.419590836,-7.275532918,-9.467895981,-9.512053859,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,216,-26.81115541,-0.470513273,-7.25933061,-9.53218438,-9.410598042,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-9,217,-26.80704522,-0.502867689,-7.268234977,-9.427973794,-9.417764206,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,215,-26.80524427,-0.455007501,-7.283320317,-9.529975545,-9.448643974,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=215_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,218,-26.80342449,-0.413780094,-7.079291716,-9.484104564,-9.583138192,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
6,8,61.5,5,-5,221,-26.79981631,-0.499868191,-6.824679533,-9.351530526,-9.716634669,-0.407103388,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8_phi_r=221_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,217,-26.79826008,-0.397000476,-7.251951092,-9.443780771,-9.515323186,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=217_cx=0_cy=0_cz=0.log
6,8,61.5,5,-5,218,-26.79441345,-0.493888021,-6.838735757,-9.580854055,-9.637825688,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,216,-26.79280074,-0.447489931,-7.240643362,-9.537838245,-9.428300099,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=216_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,216,-26.79263759,-0.447489931,-7.09277063,-9.578758172,-9.535089751,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=216_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-5,220,-26.78962554,-0.455704037,-6.828802274,-9.464821181,-9.688528496,-0.351769556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=220_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-9,218,-26.78572243,-0.505553431,-6.829599211,-9.531312141,-9.676147724,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=6.0_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-7,218,-26.78550908,-0.475439227,-6.834958147,-9.56259979,-9.669401991,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-3,218,-26.7854275,-0.397558961,-7.204818816,-9.432416565,-9.507523237,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.8_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-3,217,-26.78442349,-0.432216338,-7.211878303,-9.489877656,-9.460246633,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.8_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-3,217,-26.78424778,-0.472351877,-7.078080621,-9.545544068,-9.498066661,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.9_b=8.0_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-3,217,-26.7820766,-0.432216338,-7.078080621,-9.531111338,-9.550463746,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.9_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,215,-26.78186325,-0.428350876,-7.267224685,-9.538133175,-9.459857577,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=215_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-5,216,-26.77903945,-0.40973893,-7.240643362,-9.506575697,-9.483552355,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=216_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-5,221,-26.77839312,-0.45744224,-6.824679533,-9.386068676,-9.703099279,-0.407103388,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=221_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,218,-26.77734517,-0.424297162,-7.088773392,-9.427660039,-9.593504657,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=218_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-5,219,-26.77715065,-0.453846607,-6.833489773,-9.521397483,-9.671384924,-0.297031858,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=219_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,217,-26.77705652,-0.422013025,-7.314030656,-9.3954123,-9.455395981,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,216,-26.77513006,-0.430804441,-7.098317819,-9.54377449,-9.563704207,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-9,216,-26.77389387,-0.499999968,-7.275532918,-9.483809634,-9.376022242,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.1_phi_r=216_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-7,215,-26.76571114,-0.467840081,-7.105728712,-9.604272729,-9.499572685,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=215_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-5,216,-26.76467575,-0.489194246,-7.09277063,-9.588961485,-9.455220278,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.0_phi_r=216_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-9,215,-26.76289362,-0.496981645,-7.109205117,-9.587957469,-9.480452456,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.1_phi_r=215_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,215,-26.76278694,-0.417036871,-7.283320317,-9.483056622,-9.4910762,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=215_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,217,-26.75919759,-0.411822263,-7.085755069,-9.505734834,-9.565680864,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,215,-26.75860145,-0.455007501,-7.109205117,-9.559851296,-9.546240604,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=215_cx=0_cy=0_cz=0.log
5.8,8,61.5,5,-5,219,-26.75681932,-0.496021555,-7.219772379,-9.314714514,-9.429279015,-0.297031858,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8_phi_r=219_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-1,218,-26.75593453,-0.460629991,-7.061658685,-9.478940156,-9.511595777,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-1_a=5.9_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,215,-26.75439086,-0.467840081,-7.267224685,-9.558922581,-9.372106579,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=215_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-9,217,-26.75428418,-0.502867689,-6.835227976,-9.577164297,-9.648819664,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=6.0_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
6,8,61.5,5,-3,218,-26.75269031,-0.474359909,-6.840894391,-9.568818414,-9.625507667,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=6.0_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8,61.5,5,-5,218,-26.75105251,-0.493888021,-7.226198082,-9.401455221,-9.386401257,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,216,-26.75071365,-0.394835567,-7.25933061,-9.460516463,-9.497501902,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=216_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-7,217,-26.75011124,-0.433151328,-7.280785177,-9.43461285,-9.411357329,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.7_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
6,8,61.5,5,-5,217,-26.74952766,-0.491603884,-6.8445465,-9.616195419,-9.606977297,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=217_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-5,218,-26.74527314,-0.451844851,-6.838735757,-9.559481065,-9.652101541,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,217,-26.74507233,-0.422013025,-7.095023391,-9.458652758,-9.579178604,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=217_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,216,-26.74460798,-0.419590836,-7.32176158,-9.434223794,-9.43050266,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,214,-26.74456405,-0.452095854,-7.2916662,-9.543887442,-9.417205722,-0.039708833,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=214_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-7,217,-26.74450758,-0.473054689,-6.840674763,-9.595688392,-9.644885176,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=217_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-3,217,-26.74202264,-0.395820758,-7.211878303,-9.454799847,-9.489319172,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.8_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-7,217,-26.74090567,-0.397000476,-7.280785177,-9.41861762,-9.454297839,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.7_b=8.3_phi_r=217_cx=0_cy=0_cz=0.log
6,7.9,61.5,5,-5,219,-26.74008363,-0.542708299,-6.833489773,-9.47099588,-9.59585782,-0.297031858,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=7.9_phi_r=219_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-1,218,-26.73727239,-0.42166162,-7.061658685,-9.466766462,-9.544075695,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-1_a=5.9_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8,61.5,5,-3,218,-26.73593579,-0.474359909,-7.204818816,-9.416032279,-9.39761486,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.8_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8,61.5,5,-5,220,-26.73461174,-0.498010761,-7.214018112,-9.20060182,-9.470211492,-0.351769556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8_phi_r=220_cx=0_cy=0_cz=0.log
6,7.9,61.5,5,-5,220,-26.73357635,-0.544841832,-6.828802274,-9.374842523,-9.633320166,-0.351769556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=7.9_phi_r=220_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-1,218,-26.7332877,-0.42166162,-7.180885585,-9.421228062,-9.466402507,-0.243109924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-1_a=5.8_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,217,-26.7332877,-0.460416637,-7.314030656,-9.380828968,-9.387806879,-0.190204556,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=217_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-3,216,-26.73122319,-0.430245957,-7.219420974,-9.51083649,-9.432190661,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.8_b=8.1_phi_r=216_cx=0_cy=0_cz=0.log
5.9,8,61.5,5,-3,216,-26.72692475,-0.470237169,-7.085177759,-9.567613595,-9.465367115,-0.138529108,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-3_a=5.9_b=8.0_phi_r=216_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-9,215,-26.72467826,-0.496981645,-7.283320317,-9.522414049,-9.333665316,-0.088296932,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.1_phi_r=215_cx=0_cy=0_cz=0.log
