theta,a1,z1,a2,b2,z2,E3,E4,machine_type,status,file_name
0,3.8,1.3,0.6,4.1,0.0,-0.5594069672224578,-1.3754379139863886,3,Done,C5_theta=0_a1=3.8_z1=1.3_a2=0.6_b2=4.1_z2=0.0_3.log
5,3.8,1.3,-0.6,4.2,0.0,-1.1589783394883852,-0.5596567161701387,3,Done,C5_theta=5_a1=3.8_z1=1.3_a2=-0.6_b2=4.2_z2=0.0_3.log
10,3.8,1.3,-0.7,4.1,0.0,-1.2672583275125362,-0.5671291053004097,3,Done,C5_theta=10_a1=3.8_z1=1.3_a2=-0.7_b2=4.1_z2=0.0_3.log
15,4.0,1.3,-1.0,4.1,0.0,-1.339548107018345,-0.3879047191439895,3,Done,C5_theta=15_a1=4.0_z1=1.3_a2=-1.0_b2=4.1_z2=0.0_3.log
20,4.3,1.3,-1.3,4.0,0.0,-1.4626191333081806,-0.2636307562206639,3,Done,C5_theta=20_a1=4.3_z1=1.3_a2=-1.3_b2=4.0_z2=0.0_3.log
25,4.6,1.3,-1.7,3.8,0.0,-1.7989029973105062,-0.1769333471311256,3,Done,C5_theta=25_a1=4.6_z1=1.3_a2=-1.7_b2=3.8_z2=0.0_3.log
30,4.8,1.3,-2.1,3.6,0.0,-2.3209266838093754,-0.1276725570933194,3,Done,C5_theta=30_a1=4.8_z1=1.3_a2=-2.1_b2=3.6_z2=0.0_3.log
35,5.0,1.3,-2.4,3.4,0.0,-2.846276173251681,-0.0982956764491973,3,Done,C5_theta=35_a1=5.0_z1=1.3_a2=-2.4_b2=3.4_z2=0.0_3.log
40,5.1,1.3,-2.6,3.3,0.0,-3.187802255808492,-0.0834996181656606,3,Done,C5_theta=40_a1=5.1_z1=1.3_a2=-2.6_b2=3.3_z2=0.0_3.log
45,5.2,1.3,-2.6,3.3,0.0,-3.0148460670752684,-0.0785642519913381,3,Done,C5_theta=45_a1=5.2_z1=1.3_a2=-2.6_b2=3.3_z2=0.0_3.log
50,5.2,1.3,-2.6,3.3,0.0,-2.980976842343807,-0.078382901585428,3,Done,C5_theta=50_a1=5.2_z1=1.3_a2=-2.6_b2=3.3_z2=0.0_3.log
55,5.2,1.3,-2.6,3.6,0.0,-2.3677376747655217,-0.0710316219629021,3,Done,C5_theta=55_a1=5.2_z1=1.3_a2=-2.6_b2=3.6_z2=0.0_3.log
60,5.1,1.3,1.9,3.7,0.0,-0.1000934925541514,-1.8566596452583328,3,Done,C5_theta=60_a1=5.1_z1=1.3_a2=1.9_b2=3.7_z2=0.0_3.log
65,5.0,1.3,1.7,3.8,0.0,-0.1186357856058748,-1.6598612140805926,3,Done,C5_theta=65_a1=5.0_z1=1.3_a2=1.7_b2=3.8_z2=0.0_3.log
70,4.9,1.3,1.5,3.9,0.0,-0.1405867128632962,-1.459741372455028,3,Done,C5_theta=70_a1=4.9_z1=1.3_a2=1.5_b2=3.9_z2=0.0_3.log
75,4.7,1.3,-0.5,3.9,0.0,-0.6972840919479495,-0.3827723148424411,3,Done,C5_theta=75_a1=4.7_z1=1.3_a2=-0.5_b2=3.9_z2=0.0_3.log
80,4.5,1.3,-0.8,3.9,0.0,-1.026352845976362,-0.3563491237873677,3,Done,C5_theta=80_a1=4.5_z1=1.3_a2=-0.8_b2=3.9_z2=0.0_3.log
85,4.6,1.3,-1.2,3.8,0.0,-1.334027274075197,-0.2579235527664423,3,Done,C5_theta=85_a1=4.6_z1=1.3_a2=-1.2_b2=3.8_z2=0.0_3.log
90,4.6,1.3,-1.2,3.9,0.0,-1.247075723411399,-0.24097137013450265,3,Done,C5_theta=90_a1=4.6_z1=1.3_a2=-1.2_b2=3.9_z2=0.0_3.log
