cx,cy,cz,status
-1.2999999999999998,-2.3,10.92945606937262,InProgress
-1.1999999999999995,-2.3,10.925342152044417,InProgress
1.2000000000000002,-2.3,10.925303022758694,InProgress
1.3000000000000007,-2.3,10.929456828630848,InProgress
-1.0999999999999996,-2.2,10.85462345584796,InProgress
-1.0,-2.2,10.812553639290012,InProgress
1.0,-2.2,10.81255429219387,InProgress
1.1000000000000003,-2.2,10.854624235482204,InProgress
-0.8999999999999999,-2.1,10.753785281197814,InProgress
-0.7999999999999998,-2.1,10.700044227930734,InProgress
-0.6999999999999997,-2.1,10.660961143251576,InProgress
0.7000000000000002,-2.1,10.66095965900778,InProgress
0.7999999999999998,-2.1,10.700044887432146,InProgress
0.9000000000000004,-2.1,10.753786076735738,InProgress
-0.5999999999999996,-1.9,10.5517260811115,InProgress
0.6000000000000005,-1.9,10.551724136213744,InProgress
-0.5,-1.6,10.347808152309934,InProgress
0.5,-1.6,10.347809970726903,InProgress
-0.3999999999999999,-1.2999999999999998,10.073224270330364,InProgress
-0.2999999999999998,-1.2999999999999998,9.983806709689944,InProgress
-0.1999999999999997,-1.2999999999999998,9.981828226777004,InProgress
-0.0999999999999996,-1.2999999999999998,9.974275925800688,InProgress
0.0,-1.2999999999999998,9.961081961283243,InProgress
0.1,-1.2999999999999998,9.97427928995094,InProgress
0.2000000000000001,-1.2999999999999998,9.98183181609662,InProgress
0.3000000000000002,-1.2999999999999998,9.983810534092664,InProgress
0.4000000000000003,-1.2999999999999998,10.073227250855204,InProgress
-0.5,-1.1999999999999995,10.099909827798848,InProgress
0.5,-1.1999999999999995,10.099913356185455,InProgress
-0.6999999999999997,-1.1,10.199620189038166,InProgress
-0.5999999999999996,-1.1,10.116477038978768,InProgress
0.6000000000000005,-1.1,10.116480823691706,InProgress
0.7000000000000002,-1.1,10.199624279513255,InProgress
-0.7999999999999998,-0.9999999999999998,10.192538982084764,InProgress
0.7999999999999998,-0.9999999999999998,10.192543629656049,InProgress
-1.0,-0.8999999999999999,10.23771049299687,InProgress
-0.8999999999999999,-0.8999999999999999,10.17645678558936,InProgress
0.9000000000000004,-0.8999999999999999,10.176460672403152,InProgress
1.0,-0.8999999999999999,10.23771573405006,InProgress
-1.0999999999999996,-0.7999999999999998,10.199276785587864,InProgress
1.1000000000000003,-0.7999999999999998,10.199282665556511,InProgress
-1.2999999999999998,-0.6999999999999997,10.19395559224618,InProgress
-1.1999999999999995,-0.6999999999999997,10.170336035025423,InProgress
1.2000000000000002,-0.6999999999999997,10.17034015040431,InProgress
1.3000000000000007,-0.6999999999999997,10.193962195027398,InProgress
-1.4,-0.5999999999999999,10.121286946301572,InProgress
1.4000000000000004,-0.5999999999999999,10.121294378480602,InProgress
-1.6,-0.4999999999999998,10.060873120621112,InProgress
-1.5,-0.4999999999999998,10.0974811517986,InProgress
1.5,-0.4999999999999998,10.09748564856374,InProgress
1.6000000000000003,-0.4999999999999998,10.060881585118912,InProgress
-1.7,-0.3999999999999999,9.99594341716891,InProgress
1.7000000000000002,-0.3999999999999999,9.995948403106548,InProgress
-1.7999999999999998,-0.2999999999999998,9.949658672276652,InProgress
1.8000000000000007,-0.2999999999999998,9.949663788785829,InProgress
-1.9,-0.1999999999999997,9.890460410328354,InProgress
1.9000000000000004,-0.1999999999999997,9.890465704151154,InProgress
-2.0,-0.0999999999999996,9.816946290379295,InProgress
2.0,-0.0999999999999996,9.816951822271635,InProgress
-2.2,4.440892098500626e-16,9.65259956852868,InProgress
-2.1,4.440892098500626e-16,9.72707388923374,InProgress
2.1000000000000005,4.440892098500626e-16,9.727079742952576,InProgress
2.2,4.440892098500626e-16,9.652603918373195,InProgress
-2.3,0.1,9.478625472659186,InProgress
2.3000000000000007,0.1,9.47862532960826,InProgress
-2.5,0.2000000000000001,9.360737875944311,InProgress
-2.4,0.2000000000000001,9.41959100439952,InProgress
2.4000000000000004,0.2000000000000001,9.41959093136885,InProgress
2.5,0.2000000000000001,9.360737958130096,InProgress
-2.7,0.3000000000000002,9.244124157339856,InProgress
-2.6,0.3000000000000002,9.282880202543778,InProgress
