cx,cy,cz,status
2.6000000000000005,0.3000000000000002,9.282880379600854,InProgress
2.7,0.3000000000000002,9.244122489586642,InProgress
-2.8,0.7000000000000002,9.014722242540666,InProgress
2.8000000000000007,0.7000000000000002,9.014722549810754,InProgress
-3.4,1.1,8.681088817260436,InProgress
-3.3,1.1,8.672730772059833,InProgress
-3.2,1.1,8.658713229771944,InProgress
-3.1,1.1,8.649891940922318,InProgress
-3.0,1.1,8.649587606651536,InProgress
-2.9,1.1,8.673744899881509,InProgress
2.9000000000000004,1.1,8.673745300859357,InProgress
3.0,1.1,8.649586484315506,InProgress
3.1000000000000005,1.1,8.649890883755559,InProgress
3.2,1.1,8.658712483337062,InProgress
3.3000000000000007,1.1,8.672730278332487,InProgress
3.4000000000000004,1.1,8.681088571543803,InProgress
-2.8,1.2000000000000002,8.708584690882304,InProgress
2.8000000000000007,1.2000000000000002,8.708584752725647,InProgress
-2.7,1.3000000000000005,8.728348198227666,InProgress
2.7,1.3000000000000005,8.728347948651518,InProgress
-2.6,1.4000000000000004,8.733671832793345,InProgress
2.6000000000000005,1.4000000000000004,8.73367128797774,InProgress
-2.5,1.5000000000000004,8.732171893497302,InProgress
2.5,1.5000000000000004,8.732170853455278,InProgress
-2.4,1.6,8.73528732825405,InProgress
-2.3,1.6,8.7800616305329,InProgress
2.3000000000000007,1.6,8.780060329840731,InProgress
2.4000000000000004,1.6,8.73528630828317,InProgress
-2.2,1.7000000000000006,8.73631241132918,InProgress
2.2,1.7000000000000006,8.736310819300428,InProgress
-2.1,1.8000000000000005,8.68623692272901,InProgress
2.1000000000000005,1.8000000000000005,8.686235850463223,InProgress
-2.0,1.9,8.663393729261395,InProgress
2.0,1.9,8.663392667055847,InProgress
-1.9,2.0000000000000004,8.645635179812706,InProgress
1.9000000000000004,2.0000000000000004,8.645634250512462,InProgress
-1.7999999999999998,2.1,8.600252320815489,InProgress
1.8000000000000007,2.1,8.60024923021578,InProgress
-1.7,2.2000000000000006,8.54724545459068,InProgress
1.7000000000000002,2.2000000000000006,8.547244404088485,InProgress
-1.6,2.3000000000000003,8.491430704395171,InProgress
1.6000000000000003,2.3000000000000003,8.49142965075808,InProgress
