cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,status
0.1,1.4,13.5,7.2,5.9,25,2.3,2.1,-0.1,-0.3,NotYet
0.1,1.4,13.5,7.2,5.9,25,2.3,2.1,-0.2,-0.6,NotYet
0.1,1.3,13.5,7.2,5.9,25,2.3,2.1,-0.3,-0.9,NotYet
0.1,1.3,13.5,7.2,5.9,25,2.3,2.1,-0.4,-1.2,NotYet
0.1,1.2,13.5,7.3,5.8,25,2.3,2.1,-0.5,-1.5,NotYet
0.1,1.2,13.5,7.3,5.8,25,2.3,2.1,-0.6,-1.8,NotYet
