a,b,theta,A1,A2,status
5.9,8.5,63,-1,33,NotYet
5.9,8.5,64,-1,33,NotYet
5.9,8.5,66,-1,33,NotYet
5.9,8.5,67,0,33,NotYet
5.9,8.5,66,0,33,NotYet
5.9,8.5,65,0,33,NotYet
5.9,8.5,64,0,33,NotYet
5.9,8.5,63,0,33,NotYet
