cx,cy,cz,a,b,theta,A1,A2,status
0,6.8,9.2,6,8.4,67,-3,32,NotYet
0,6.7,9.2,6,8.3,69,-5,32,NotYet
0,6.8,9.2,6,8.4,66,-1,32,NotYet
0,6.7,9.1,6,8.3,70,-7,32,NotYet
