a,b,theta,status
7.2,5.2,15,NotYet
7.2,5.9,20,NotYet
7.2,6.3,25,NotYet
7.2,6.6,30,NotYet
7.1,6.9,35,NotYet
7.1,7,40,NotYet
7.1,7.1,45,NotYet
