cx,cy,cz,a,b,theta,A1,A2,status
0,6.6,8.9,6,8.3,69,-6,31,NotYet
0,6.5,8.9,6,8.3,71,-8,32,NotYet
0,6.4,8.9,6,8.3,72,-10,31,NotYet
0,6.3,8.9,6.1,8.2,76,-13,31,NotYet
