X,Y,Z,R
0.0,-1.2087880659421668,-2.8283697789791993,1.7
0.0,-1.2343453748947872,-1.42665359085043,1.7
0.0,-5.517603894043015e-06,-3.517606461048225,1.7
0.0,2.559885766170093e-07,-0.7122565278010696,1.7
0.0,1.2087738856665886,-2.8283799504570886,1.7
0.0,1.2343423802875857,-1.4266555036215507,1.7
0.0,-2.4608033123499293,-0.679174734798787,1.7
0.0,-2.4607989837269586,0.679187502952571,1.7
0.0,6.3067745630946835e-06,0.7122546165792639,1.7
0.0,-1.2343413481414443,1.4266685216255939,1.7
0.0,1.234353785384316,1.426652999352062,1.7
0.0,1.208793188474441,2.828380026942124,1.7
0.0,-1.2087778622009282,2.8283791008360932,1.7
0.0,1.6660322873347805e-05,3.517606984753593,1.7
0.0,2.4607957601931347,0.6791778430747989,1.7
0.0,2.460793940570193,-0.6791909286677666,1.7
0.0,-3.3971875870136423,-1.227352979375232,1.2
0.0,-3.397180612405377,1.227363781932742,1.2
0.0,-2.146279666779167,3.374265351360047,1.2
0.0,1.5641949555413707e-05,4.601830854183378,1.2
0.0,2.146289577531574,3.374241565381251,1.2
0.0,3.3971650591923344,1.2273270815536381,1.2
0.0,3.3971753670244857,-1.2273657831518254,1.2
0.0,2.1462936588705745,-3.374252873305305,1.2
0.0,-2.146301302408277,-3.374238708825393,1.2
0.0,-5.834764131599287e-06,-4.601838409645233,1.2
