a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name,phi_b
8.3,5.6,28.5,2,-6,192,-31.11141242,-9.51999186,-0.408352132,-10.73822095,-10.86315192,0.418304441,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.6_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.2,61.5,5,-5,79,-33.19707995,-0.976474586,-7.283634072,-11.97038703,-11.38006955,-1.586514708,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.2_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.3,61.5,5,-5,222,-32.35128433,-0.659080028,-8.331017288,-11.45633084,-11.44911448,-0.455741688,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.3_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.2,61.5,5,-5,223,-32.25560788,-0.720971339,-8.318849869,-11.13998423,-11.56305147,-0.512750971,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.2_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.4,61.5,5,-5,221,-32.13535186,-0.603030835,-8.344910359,-11.47516242,-11.31287578,-0.399372464,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.4_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.4,61.5,5,-5,222,-32.34748161,-0.606770795,-8.331017288,-11.44590163,-11.5084832,-0.455308706,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.4_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.4,61.5,5,-5,223,-32.40267739,-0.610234649,-8.318849869,-11.32376936,-11.63781301,-0.512010509,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.4_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.2,61.5,5,-5,223,-32.4642675,-0.720971339,-8.200476383,-11.3248675,-11.70481853,-0.513133752,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,223,-32.49357222,-0.662757237,-8.200476383,-11.39494782,-11.72257079,-0.512819997,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.4,61.5,5,-5,221,-32.11550999,-0.603030835,-8.224654343,-11.471184,-11.41702362,-0.399617193,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.4_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.4,61.5,5,-5,222,-32.32612117,-0.606770795,-8.211809214,-11.473807,-11.57798621,-0.455747963,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.4_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.3,61.5,5,-5,223,-32.37857474,-0.662757237,-7.95655697,-11.4769822,-11.7691132,-0.513165128,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.3_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.4,61.5,5,-5,221,-31.90766613,-0.603030835,-7.979536387,-11.43996538,-11.48522768,-0.399905848,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.4_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.4,61.5,5,-5,222,-32.1144244,-0.606770795,-7.967425444,-11.47107105,-11.61298871,-0.456168395,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.4_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.4,61.5,5,-5,223,-32.18799995,-0.610234649,-7.95655697,-11.42906553,-11.67926632,-0.512876473,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.4_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.6,28.5,2,-6,192,-30.64354096,-9.51999186,-0.479649819,-11.00061426,-10.06101216,0.417727132,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.6_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.6,28.5,2,-6,193,-32.06586768,-9.537662542,-0.478990933,-11.22656178,-11.24221816,0.419565736,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.6_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.6,28.5,2,-6,194,-32.88507571,-9.553776999,-0.4784701,-11.4585334,-11.81478966,0.420494451,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.6_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,193,-32.30737118,-9.654410777,-0.478990933,-11.2509782,-11.34214912,0.419157855,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,194,-33.071465,-9.667927343,-0.4784701,-11.4799817,-11.86511596,0.420030094,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.8,28.5,2,-6,193,-32.27551249,-9.548518465,-0.478990933,-11.2496667,-11.41711147,0.418775074,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.8_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.8,28.5,2,-6,194,-32.98478077,-9.559644218,-0.4784701,-11.47580248,-11.89044226,0.419578286,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.8_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.6,28.5,2,-6,194,-32.81820197,-9.553776999,-0.441396809,-11.35905424,-11.88485742,0.420883507,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.6_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.7,28.5,2,-6,194,-32.93902274,-9.667927343,-0.441396809,-11.35308035,-11.89703739,0.42041915,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.7_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.8,28.5,2,-6,194,-32.79255563,-9.559644218,-0.441396809,-11.32441569,-11.88705371,0.419954792,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.8_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.6,28.5,2,-6,194,-32.60855088,-9.553776999,-0.407454793,-11.20414085,-11.8644257,0.421247463,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.6_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.7,28.5,2,-6,194,-32.67564424,-9.667927343,-0.407454793,-11.17566445,-11.84539959,0.420801931,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.7_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.8,28.5,2,-6,194,-32.48075219,-9.559644218,-0.407454793,-11.1272144,-11.80678263,0.420343849,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.8_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.2,61.5,5,-5,78,-32.98982595,-0.981990399,-8.215072265,-11.21650907,-11.00306155,-1.57319267,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,78,-33.20144742,-0.901549893,-8.215072265,-11.34920234,-11.16259969,-1.573023243,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,79,-33.33857091,-0.896410585,-8.229592846,-11.6870851,-10.93978971,-1.585692669,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,80,-33.2108789,-0.890618668,-8.24549395,-11.86203488,-10.61515996,-1.597571434,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.4,61.5,5,-5,78,-33.26889847,-0.828708531,-8.215072265,-11.40466167,-11.24761474,-1.572841265,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.4_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.4,61.5,5,-5,79,-33.3928066,-0.823857879,-8.229592846,-11.67115889,-11.08266746,-1.585529517,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.4_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.4,61.5,5,-5,80,-33.28702724,-0.818417367,-8.24549395,-11.79541842,-10.83026412,-1.597433382,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.4_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.4,61.5,5,-5,78,-33.2577539,-0.828708531,-7.972156869,-11.52656804,-11.35717171,-1.573148745,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.4_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.4,61.5,5,-5,79,-33.36188918,-0.823857879,-7.986056216,-11.73026406,-11.23591168,-1.585799346,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.4_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.4,61.5,5,-5,80,-33.25454104,-0.818417367,-8.001141556,-11.80665085,-11.03067826,-1.59765301,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.4_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.4,61.5,5,-5,78,-33.08119768,-0.828708531,-7.647683998,-11.60540212,-11.42593426,-1.573468775,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.4_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.4,61.5,5,-5,79,-33.16757443,-0.823857879,-7.660365975,-11.75199473,-11.34528667,-1.586069176,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.4_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.4,61.5,5,-5,80,-33.06082871,-0.818417367,-7.674403375,-11.78552886,-11.18461274,-1.597866364,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.4_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6,28.5,2,-6,38,-35.23673218,-8.79203006,-0.626549909,-12.82900269,-12.71212268,-0.27702684,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.0_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6,28.5,2,-6,39,-35.46881048,-8.77474216,-0.627811205,-12.88871654,-12.85948085,-0.318059719,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.0_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6,28.5,2,-6,40,-35.35683132,-8.74404437,-0.629229377,-12.78367765,-12.83968919,-0.36019074,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.0_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.1,28.5,2,-6,38,-35.71046458,-9.192412815,-0.626549909,-12.89155289,-12.72298488,-0.276964089,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.1_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.1,28.5,2,-6,39,-35.92721281,-9.17450368,-0.627811205,-12.92947332,-12.87740254,-0.318022068,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.1_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.1,28.5,2,-6,40,-35.82656648,-9.146485359,-0.629229377,-12.81361615,-12.87706368,-0.360171915,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.1_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.2,28.5,2,-6,38,-35.85993119,-9.320682135,-0.626549909,-12.92735861,-12.7084141,-0.276926438,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.2_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.2,28.5,2,-6,39,-36.06290557,-9.303526011,-0.627811205,-12.9439939,-12.86956494,-0.318009518,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.2_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.2,28.5,2,-6,40,-35.97378033,-9.278607589,-0.629229377,-12.81772634,-12.88803256,-0.360184465,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.2_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.2,28.5,2,-6,38,-35.75787296,-9.320682135,-0.577547654,-12.9813433,-12.60127304,-0.27702684,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.2_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.2,28.5,2,-6,39,-35.92246256,-9.303526011,-0.578721098,-12.92288446,-12.79927127,-0.318059719,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.2_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.2,28.5,2,-6,40,-35.85417692,-9.278607589,-0.580038869,-12.75196329,-12.88337643,-0.36019074,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.2_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
8,6.2,28.5,2,-6,38,-35.50676229,-9.320682135,-0.532843841,-12.94181017,-12.4342487,-0.277177442,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=6.2_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
8,6.2,28.5,2,-6,39,-35.63919827,-9.303526011,-0.533923159,-12.82271504,-12.66085511,-0.318178945,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=6.2_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
8,6.2,28.5,2,-6,40,-35.58884059,-9.278607589,-0.535121703,-12.61687921,-12.79794095,-0.360291142,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=6.2_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.4,61.5,5,-5,223,-32.39177755,-0.610234649,-8.200476383,-11.39368652,-11.67489885,-0.512481142,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.4_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.2,61.5,5,-5,223,-32.45482347,-0.720971339,-7.95655697,-11.46228591,-11.80159312,-0.513416132,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.6,28.5,2,-6,193,-31.78041965,-9.537662542,-0.519634756,-11.26662202,-10.87572094,0.419220606,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.6_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.6,28.5,2,-6,194,-32.77927752,-9.553776999,-0.519032346,-11.49053014,-11.63603716,0.42009912,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.6_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.6,28.5,2,-6,195,-33.30887086,-9.568216004,-0.518567989,-11.70286697,-11.93894251,0.419722614,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.6_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.7,28.5,2,-6,193,-32.11228459,-9.654410777,-0.519634756,-11.32339912,-11.03367776,0.418837825,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.7_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.7,28.5,2,-6,194,-33.04470798,-9.667927343,-0.519032346,-11.54494781,-11.73244152,0.419641037,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.7_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.7,28.5,2,-6,195,-33.53890348,-9.679950435,-0.518567989,-11.75604844,-12.00360114,0.419264531,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.7_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.8,28.5,2,-6,193,-32.1644495,-9.548518465,-0.519634756,-11.35126684,-11.16351585,0.418486419,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.8_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.8,28.5,2,-6,194,-33.0308149,-9.559644218,-0.519032346,-11.57058159,-11.80077108,0.419214331,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.8_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.8,28.5,2,-6,195,-33.48989495,-9.569496125,-0.518567989,-11.78070959,-12.03992769,0.418806449,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.8_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.6,28.5,2,-6,195,-33.3114813,-9.568216004,-0.478074769,-11.68604343,-11.99923994,0.420092845,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.6_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,195,-33.46876668,-9.679950435,-0.478074769,-11.70533936,-12.02504943,0.419647312,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.8,28.5,2,-6,195,-33.35322954,-9.569496125,-0.478074769,-11.69922741,-12.02562047,0.41918923,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.8_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.6,28.5,2,-6,195,-33.15673734,-9.568216004,-0.441070504,-11.59718801,-11.97069451,0.4204317,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.6_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.7,28.5,2,-6,195,-33.25374411,-9.679950435,-0.441070504,-11.58835895,-11.96437549,0.420011268,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.7_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.8,28.5,2,-6,195,-33.0836638,-9.569496125,-0.441070504,-11.55698345,-11.93567946,0.419565736,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.8_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.1,28.5,2,-6,38,-35.54758809,-9.192412815,-0.680333792,-12.67385712,-12.72410185,-0.276882512,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.1_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.1,28.5,2,-6,39,-35.81264831,-9.17450368,-0.681726864,-12.81011464,-12.82829988,-0.318003243,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.1_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.1,28.5,2,-6,40,-35.68665058,-9.146485359,-0.683264263,-12.75478709,-12.74191058,-0.36020329,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.1_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.2,28.5,2,-6,38,-35.78104691,-9.320682135,-0.680333792,-12.76072961,-12.74242514,-0.276876237,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.2_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.2,28.5,2,-6,39,-36.02936516,-9.303526011,-0.681726864,-12.86920726,-12.85687041,-0.318034618,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.2_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.2,28.5,2,-6,40,-35.91658907,-9.278607589,-0.683264263,-12.79920852,-12.79524265,-0.360266041,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.2_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.3,28.5,2,-6,38,-35.7568815,-9.245839017,-0.680333792,-12.81916961,-12.73466284,-0.276876237,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.3_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.3,28.5,2,-6,39,-35.98934885,-9.229963014,-0.681726864,-12.90073964,-12.85883452,-0.318084819,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.3_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.7,6.3,28.5,2,-6,40,-35.88919198,-9.207843286,-0.683264263,-12.81672232,-12.82101449,-0.360347617,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.7_b=6.3_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.3,28.5,2,-6,38,-35.75878285,-9.245839017,-0.626549909,-12.93846554,-12.67102078,-0.276907613,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.3_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.3,28.5,2,-6,39,-35.94884308,-9.229963014,-0.627811205,-12.93453732,-12.83850319,-0.318028343,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.3_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.8,6.3,28.5,2,-6,40,-35.87059886,-9.207843286,-0.629229377,-12.79833,-12.87497408,-0.360222115,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.8_b=6.3_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.3,28.5,2,-6,38,-35.59428738,-9.245839017,-0.577547654,-12.95397758,-12.53994649,-0.276976639,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.3_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.3,28.5,2,-6,39,-35.74852306,-9.229963014,-0.578721098,-12.88023888,-12.74156545,-0.318034618,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.3_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.3,28.5,2,-6,40,-35.68948692,-9.207843286,-0.580038869,-12.70262218,-12.83879812,-0.360184465,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.3_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.2,61.5,5,-5,222,-31.7349942,-0.717105878,-8.270801429,-11.22482358,-11.06667223,-0.455591085,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.2_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.2,61.5,5,-5,223,-31.76788828,-0.720971339,-8.25737899,-10.90437305,-11.37287829,-0.512286614,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.2_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.3,61.5,5,-5,222,-32.01234735,-0.659080028,-8.270801429,-11.34479094,-11.28244782,-0.455227129,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.3_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.3,61.5,5,-5,223,-32.04974694,-0.662757237,-8.25737899,-11.10636852,-11.51134464,-0.511897558,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.3_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.4,61.5,5,-5,222,-32.11940683,-0.606770795,-8.270801429,-11.38491393,-11.4020324,-0.454888274,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.4_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.4,61.5,5,-5,223,-32.16136842,-0.610234649,-8.25737899,-11.21681028,-11.56544856,-0.511495951,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.4_phi_r=223_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.4,61.5,5,-5,224,-32.00047486,-0.613428676,-8.245669653,-10.91022144,-11.66285693,-0.568298156,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.4_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.2,61.5,5,-5,224,-32.04197837,-0.724504221,-8.308376727,-10.7070086,-11.73281802,-0.569270797,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.2_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.3,61.5,5,-5,224,-32.23278534,-0.666139516,-8.308376727,-10.93813936,-11.75111622,-0.569013518,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.3_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.4,61.5,5,-5,224,-32.26871028,-0.613428676,-8.308376727,-11.07457258,-11.70360743,-0.568724863,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.4_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.2,61.5,5,-5,224,-32.28348187,-0.724504221,-8.190549175,-10.96585648,-11.83309412,-0.569477875,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,224,-32.35064427,-0.666139516,-8.190549175,-11.12372544,-11.80094051,-0.569289622,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
