a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name,phi_b
6,8,61.5,5,-5,220,-31.27266994,-0.841741914,-7.664639319,-11.71930773,-10.70140494,-0.345576032,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8,61.5,5,-5,221,-31.8113057,-0.846975348,-7.65216442,-11.71987877,-11.19100079,-0.40128637,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.1,61.5,5,-5,219,-30.86960771,-0.766572491,-7.678287661,-11.60731602,-10.52643005,-0.291001487,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=219_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.1,61.5,5,-5,220,-31.48117896,-0.77182475,-7.664639319,-11.6860999,-11.01322093,-0.345394054,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.1,61.5,5,-5,221,-31.94682903,-0.776706778,-7.65216442,-11.71749423,-11.39941569,-0.401047916,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.2,61.5,5,-5,219,-31.00561423,-0.703470086,-7.678287661,-11.49987376,-10.83303144,-0.290951286,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=219_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.2,61.5,5,-5,220,-31.53229592,-0.708364664,-7.664639319,-11.59676758,-11.21731856,-0.345205801,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.2,61.5,5,-5,221,-31.93542717,-0.712901561,-7.65216442,-11.65444203,-11.51513481,-0.400784362,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,190,-25.34819115,-9.605408522,-0.481375471,-10.6203181,-5.052792097,0.411703036,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=190_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,191,-28.80675644,-9.623104304,-0.480440481,-10.81710523,-8.301016035,0.414909612,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,192,-30.98267874,-9.639463489,-0.479649819,-11.0282749,-10.25269136,0.417400827,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.8,28.5,2,-6,192,-31.04738757,-9.536049842,-0.479649819,-11.0300884,-10.41868658,0.417087072,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.8_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.9,28.5,2,-6,192,-30.90601584,-9.274459748,-0.479649819,-11.00864638,-10.56005831,0.416798417,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.9_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.7,28.5,2,-6,190,-26.46947622,-9.605408522,-0.443963325,-10.49122046,-6.340869324,0.411985415,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.7_phi_r=190_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.7,28.5,2,-6,191,-29.39967809,-9.623104304,-0.443147562,-10.68556659,-9.063007703,0.415148066,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.7_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.7,28.5,2,-6,192,-31.22467797,-9.639463489,-0.442438476,-10.89594559,-10.6644948,0.417664381,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.7_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.8,28.5,2,-6,192,-31.20382581,-9.536049842,-0.442438476,-10.87400784,-10.76866146,0.417331801,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.8_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.9,28.5,2,-6,192,-30.98287954,-9.274459748,-0.442438476,-10.83158189,-10.85142375,0.417024321,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.9_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.7,28.5,2,-6,190,-27.28866542,-9.605408522,-0.409713829,-10.31799633,-7.367789438,0.412242695,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.7_phi_r=190_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.7,28.5,2,-6,191,-29.7614627,-9.623104304,-0.408973367,-10.50906057,-9.63571098,0.41538652,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.7_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.7,28.5,2,-6,192,-31.28324975,-9.639463489,-0.408352132,-10.71715544,-10.93622545,0.41794676,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.7_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.8,28.5,2,-6,190,-27.51148167,-9.507102805,-0.409713829,-10.2833766,-7.723223652,0.411935215,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.8_phi_r=190_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.8,28.5,2,-6,191,-29.78601717,-9.522219521,-0.408973367,-10.47124682,-9.798662776,0.415085315,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.8_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.8,28.5,2,-6,192,-31.19222943,-9.536049842,-0.408352132,-10.67590921,-10.98951988,0.41760163,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.8_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.9,28.5,2,-6,190,-27.53107881,-9.25045749,-0.409713829,-10.23070969,-8.051806714,0.411608909,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.9_phi_r=190_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.9,28.5,2,-6,191,-29.61328877,-9.262988865,-0.408973367,-10.41541726,-9.940699665,0.414790385,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.9_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.9,28.5,2,-6,192,-30.90647393,-9.274459748,-0.408352132,-10.61670364,-11.02422746,0.41726905,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.9_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.1,61.5,5,-5,78,-32.97439548,-1.070645012,-7.972156869,-11.31074225,-11.04723825,-1.573613102,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.2,61.5,5,-5,78,-33.2095423,-0.981990399,-7.972156869,-11.4582824,-11.22362503,-1.5734876,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.3,61.5,5,-5,78,-33.29684149,-0.901549893,-7.972156869,-11.52634213,-11.32346188,-1.573330723,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.3_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.3,61.5,5,-5,79,-33.41182643,-0.896410585,-7.986056216,-11.7924252,-11.1509782,-1.585956224,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.3_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.3,61.5,5,-5,80,-33.28283547,-0.890618668,-8.001141556,-11.91243021,-10.88086652,-1.597778512,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.3_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.1,61.5,5,-5,78,-33.13023759,-1.070645012,-7.647683998,-11.56241141,-11.27564561,-1.573851556,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.2,61.5,5,-5,78,-33.23708372,-0.981990399,-7.647683998,-11.64307782,-11.3905678,-1.573763704,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.3,61.5,5,-5,78,-33.21426745,-0.901549893,-7.647683998,-11.65390237,-11.43749927,-1.573631927,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.3_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.3,61.5,5,-5,79,-33.30944189,-0.896410585,-7.660365975,-11.85457379,-11.31188432,-1.586207228,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.3_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
6,8.3,61.5,5,-5,80,-33.18166831,-0.890618668,-7.674403375,-11.92535064,-11.09332258,-1.59797304,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.3_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.1,61.5,5,-5,78,-33.11805762,-1.070645012,-7.272219665,-11.75338153,-11.44775906,-1.574052359,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.1_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.1,61.5,5,-5,79,-33.21122403,-1.064689942,-7.283634072,-12.01051002,-11.26584391,-1.586546083,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.1_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.1,61.5,5,-5,80,-33.03399638,-1.05798186,-7.296272123,-12.11636469,-10.96514112,-1.598236594,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.1_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.2,61.5,5,-5,78,-33.11163192,-0.981990399,-7.272219665,-11.775062,-11.50835142,-1.574008433,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.2_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.2,61.5,5,-5,80,-33.04840401,-0.970274787,-7.296272123,-12.0339538,-11.14969181,-1.598211494,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.2_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.3,61.5,5,-5,78,-32.99196576,-0.901549893,-7.272219665,-11.73557279,-11.5087091,-1.573914307,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.3_phi_r=78_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.3,61.5,5,-5,79,-33.06999035,-0.896410585,-7.283634072,-11.87715787,-11.42634842,-1.586439406,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.3_phi_r=79_phi_b=0_cx=0_cy=0_cz=0.log,0
6.1,8.3,61.5,5,-5,80,-32.94533549,-0.890618668,-7.296272123,-11.90414708,-11.2561426,-1.598155018,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.3_phi_r=80_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.9,28.5,2,-6,38,-34.47138334,-8.033885028,-0.577547654,-12.92690053,-12.65570953,-0.277340595,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.9_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.9,28.5,2,-6,39,-34.67544331,-8.019841354,-0.578721098,-12.91727452,-12.84127679,-0.318329548,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.9_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.9,28.5,2,-6,40,-34.57895737,-7.987850894,-0.580038869,-12.76817815,-12.88245399,-0.360435469,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.9_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6,28.5,2,-6,38,-35.27822314,-8.79203006,-0.577547654,-12.96979711,-12.6616395,-0.277208818,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.0_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6,28.5,2,-6,39,-35.46680245,-8.77474216,-0.578721098,-12.94358602,-12.85154913,-0.318204046,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.0_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6,28.5,2,-6,40,-35.37883182,-8.74404437,-0.580038869,-12.78697207,-12.90746027,-0.360316242,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.0_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.1,28.5,2,-6,40,-35.7745208,-9.146485359,-0.580038869,-12.78078482,-12.90697709,-0.360234666,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.1_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.9,28.5,2,-6,38,-34.40388836,-8.033885028,-0.532843841,-12.99774641,-12.56179639,-0.277616699,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.9_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
8,6,28.5,2,-6,38,-35.1435595,-8.79203006,-0.532843841,-13.00079611,-12.54044849,-0.277440996,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=6.0_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
8,6.1,28.5,2,-6,38,-35.48121635,-9.192412815,-0.532843841,-12.98151272,-12.4971503,-0.277296669,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=6.1_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
8,6.1,28.5,2,-6,39,-35.62265711,-9.17450368,-0.533923159,-12.87385083,-12.72209381,-0.318285622,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=6.1_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
8,6.1,28.5,2,-6,40,-35.56389707,-9.146485359,-0.535121703,-12.67236365,-12.84953482,-0.360391543,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=6.1_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.9,28.5,2,-6,38,-34.1790829,-8.033885028,-0.491999215,-12.97033677,-12.40491888,-0.277943004,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.9_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,6,28.5,2,-6,38,-34.86418577,-8.79203006,-0.491999215,-12.94101323,-12.36141989,-0.277723376,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=6.0_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,6.1,28.5,2,-6,38,-35.15268977,-9.192412815,-0.491999215,-12.89209255,-12.29865007,-0.277535123,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=6.1_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,6.1,28.5,2,-6,39,-35.26572942,-9.17450368,-0.492996957,-12.73255441,-12.5471503,-0.318524076,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=6.1_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,6.1,28.5,2,-6,40,-35.22353565,-9.146485359,-0.494107649,-12.50215156,-12.72015481,-0.360636272,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=6.1_phi_r=40_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.1,61.5,5,-5,220,-31.04999801,-0.77182475,-8.360322005,-11.51365388,-10.0591861,-0.345011273,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.1_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.1,61.5,5,-5,221,-31.57277032,-0.776706778,-8.344910359,-11.43847191,-10.6125056,-0.400175677,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.1_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.1,61.5,5,-5,222,-31.88239003,-0.781199749,-8.331017288,-11.25334391,-11.06041596,-0.456413123,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.1_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.2,61.5,5,-5,220,-31.48069578,-0.708364664,-8.360322005,-11.55324349,-10.5138924,-0.344873221,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.2_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.2,61.5,5,-5,221,-31.93326854,-0.712901561,-8.344910359,-11.52111498,-10.9544609,-0.399880748,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.2_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.2,61.5,5,-5,222,-32.20496782,-0.717105878,-8.331017288,-11.39626559,-11.30453617,-0.456042893,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.2_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.3,61.5,5,-5,220,-31.71887975,-0.650847097,-8.360322005,-11.52491769,-10.83802014,-0.344772819,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.3_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
5.7,8.3,61.5,5,-5,221,-32.11173866,-0.655114165,-8.344910359,-11.52955498,-11.18254823,-0.399610918,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.7_b=8.3_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.1,61.5,5,-5,222,-32.21498915,-0.781199749,-8.211809214,-11.44224324,-11.32292849,-0.456808455,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.2,61.5,5,-5,222,-32.39941434,-0.717105878,-8.211809214,-11.52224449,-11.49178516,-0.456469599,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,220,-31.81025775,-0.650847097,-8.239112173,-11.53138731,-11.0441007,-0.34481047,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,221,-32.19065431,-0.655114165,-8.224654343,-11.56433159,-11.34666092,-0.399893298,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.8,8.3,61.5,5,-5,222,-32.42854336,-0.659080028,-8.211809214,-11.5290467,-11.57249549,-0.456111919,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.3_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.1,61.5,5,-5,222,-32.31759331,-0.781199749,-7.967425444,-11.58178892,-11.53003817,-0.457141035,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.2,61.5,5,-5,222,-32.37900144,-0.717105878,-7.967425444,-11.60602335,-11.63160066,-0.456846105,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.3,61.5,5,-5,220,-31.70469175,-0.650847097,-7.992996477,-11.50910443,-11.20684542,-0.344898321,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.3_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.3,61.5,5,-5,221,-32.0706242,-0.655114165,-7.979536387,-11.56704871,-11.46872417,-0.400200778,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.3_phi_r=221_phi_b=0_cx=0_cy=0_cz=0.log,0
5.9,8.3,61.5,5,-5,222,-32.30413322,-0.659080028,-7.967425444,-11.56576231,-11.65534564,-0.4565198,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.3_phi_r=222_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.6,28.5,2,-6,191,-29.01101094,-9.500815155,-0.443147562,-10.68127442,-8.801216806,0.415442995,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.6_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.6,28.5,2,-6,192,-30.97715665,-9.51999186,-0.442438476,-10.89499805,-10.53774405,0.418015786,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.6_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.6,28.5,2,-6,193,-32.15329865,-9.537662542,-0.441867442,-11.12209392,-11.47159816,0.419923417,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.6_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.7,28.5,2,-6,193,-32.3196892,-9.654410777,-0.441867442,-11.11954623,-11.52336146,0.41949671,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.7_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.2,5.8,28.5,2,-6,193,-32.21852831,-9.548518465,-0.441867442,-11.0942011,-11.55303013,0.419088829,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.2_b=5.8_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.6,28.5,2,-6,191,-29.47218687,-9.500815155,-0.408973367,-10.52665595,-9.451417568,0.415675174,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.6_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.6,28.5,2,-6,193,-32.07575096,-9.537662542,-0.407843849,-10.96480226,-11.58572341,0.420281098,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.6_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.7,28.5,2,-6,193,-32.18033805,-9.654410777,-0.407843849,-10.94009092,-11.5978469,0.419854391,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.7_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.3,5.8,28.5,2,-6,193,-32.02274519,-9.548518465,-0.407843849,-10.89529298,-11.59051758,0.419427684,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.3_b=5.8_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.6,28.5,2,-6,191,-29.72251316,-9.500815155,-0.377691994,-10.33210903,-9.927798059,0.415901078,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.6_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.6,28.5,2,-6,192,-31.07997417,-9.51999186,-0.377139785,-10.54018507,-11.06125682,0.418599371,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.6_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.6,28.5,2,-6,193,-31.86252934,-9.537662542,-0.376694253,-10.76500308,-11.60379569,0.420626228,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.6_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.7,28.5,2,-6,191,-29.93010602,-9.623104304,-0.377691994,-10.29673629,-10.04818585,0.415612423,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.7_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.7,28.5,2,-6,192,-31.18995157,-9.639463489,-0.377139785,-10.5012669,-11.09031681,0.418235415,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.7_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.7,28.5,2,-6,193,-31.91696583,-9.654410777,-0.376694253,-10.72237005,-11.58369655,0.420205796,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.7_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.8,28.5,2,-6,191,-29.87831134,-9.522219521,-0.377691994,-10.24361129,-10.15010603,0.415317493,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.8_phi_r=191_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.8,28.5,2,-6,192,-31.04201609,-9.536049842,-0.377139785,-10.4446404,-11.1020638,0.417877734,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.8_phi_r=192_phi_b=0_cx=0_cy=0_cz=0.log,0
8.4,5.8,28.5,2,-6,193,-31.71402909,-9.548518465,-0.376694253,-10.66209771,-11.54649775,0.41977909,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.4_b=5.8_phi_r=193_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.1,28.5,2,-6,38,-35.67693672,-9.192412815,-0.577547654,-12.98724817,-12.64262595,-0.277102141,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.1_phi_r=38_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,6.1,28.5,2,-6,39,-35.85340509,-9.17450368,-0.578721098,-12.94469044,-12.83670224,-0.31878763,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=6.1_phi_r=39_phi_b=0_cx=0_cy=0_cz=0.log,0
