a,b,theta,status
7,5.4,15,NotYet
7,5.9,20,NotYet
7.1,6.2,25,NotYet
7.2,6.5,30,NotYet
7.2,6.8,35,NotYet
7.2,7,40,NotYet
7.1,7.1,45,NotYet
