theta,A2,phi,a,b,z,status
60.0,-10.0,151,5.8,8.5,-1.0,NotYet
60.0,-10.0,151,5.8,8.5,-0.8,NotYet
60.0,-10.0,151,5.8,8.5,-0.6,NotYet
60.0,-10.0,151,5.7,8.5,-0.4,NotYet
60.0,-10.0,151,5.7,8.5,-0.2,NotYet
60.0,-10.0,151,5.7,8.5,0.0,NotYet
60.0,-10.0,151,5.7,8.5,0.2,NotYet
60.0,-10.0,151,5.7,8.5,0.4,NotYet
60.0,-10.0,151,5.7,8.4,0.6,NotYet
60.0,-10.0,151,5.7,8.4,0.8,NotYet
60.0,-10.0,151,5.7,8.4,1.0,NotYet
60.0,-8.0,151,5.7,8.4,-1.0,NotYet
60.0,-8.0,151,5.7,8.4,-0.8,NotYet
60.0,-8.0,151,5.7,8.4,-0.6,NotYet
60.0,-8.0,151,5.7,8.4,-0.4,NotYet
60.0,-8.0,151,5.7,8.4,-0.2,NotYet
60.0,-8.0,151,5.7,8.4,0.0,NotYet
60.0,-8.0,151,5.7,8.4,0.2,NotYet
60.0,-8.0,151,5.7,8.4,0.4,NotYet
60.0,-8.0,151,5.7,8.4,0.6,NotYet
60.0,-8.0,151,5.7,8.4,0.8,NotYet
60.0,-8.0,151,5.7,8.4,1.0,NotYet
60.0,-6.0,151,5.7,8.3,-1.0,NotYet
60.0,-6.0,151,5.7,8.3,-0.8,NotYet
60.0,-6.0,151,5.7,8.3,-0.6,NotYet
60.0,-6.0,151,5.7,8.3,-0.4,NotYet
60.0,-6.0,151,5.7,8.3,-0.2,NotYet
60.0,-6.0,151,5.7,8.3,0.0,NotYet
60.0,-6.0,151,5.7,8.3,0.2,NotYet
60.0,-6.0,151,5.7,8.3,0.4,NotYet
60.0,-6.0,151,5.7,8.3,0.6,NotYet
60.0,-6.0,151,5.7,8.3,0.8,NotYet
60.0,-6.0,151,5.7,8.3,1.0,NotYet
60.0,-4.0,151,5.7,8.3,-1.0,NotYet
60.0,-4.0,151,5.7,8.3,-0.8,NotYet
60.0,-4.0,151,5.7,8.3,-0.6,NotYet
60.0,-4.0,151,5.7,8.3,-0.4,NotYet
60.0,-4.0,151,5.7,8.3,-0.2,NotYet
60.0,-4.0,151,5.7,8.2,0.0,NotYet
60.0,-4.0,151,5.7,8.2,0.2,NotYet
60.0,-4.0,151,5.7,8.2,0.4,NotYet
60.0,-4.0,151,5.7,8.2,0.6,NotYet
60.0,-4.0,151,5.8,8.2,0.8,NotYet
60.0,-4.0,151,5.8,8.2,1.0,NotYet
60.0,-2.0,151,5.8,8.2,-1.0,NotYet
60.0,-2.0,151,5.8,8.2,-0.8,NotYet
60.0,-2.0,151,5.8,8.2,-0.6,NotYet
60.0,-2.0,151,5.8,8.2,-0.4,NotYet
60.0,-2.0,151,5.8,8.2,-0.2,NotYet
60.0,-2.0,151,5.8,8.2,0.0,NotYet
60.0,-2.0,151,5.8,8.2,0.2,NotYet
60.0,-2.0,151,5.8,8.2,0.4,NotYet
60.0,-2.0,151,5.8,8.2,0.6,NotYet
60.0,-2.0,151,5.8,8.2,0.8,NotYet
60.0,-2.0,151,5.8,8.2,1.0,NotYet
60.0,0.0,151,5.8,8.2,-1.0,NotYet
60.0,0.0,151,5.8,8.2,-0.8,NotYet
60.0,0.0,151,5.8,8.2,-0.6,NotYet
60.0,0.0,151,5.8,8.2,-0.4,NotYet
60.0,0.0,151,5.8,8.2,-0.2,NotYet
60.0,0.0,151,5.8,8.2,0.0,NotYet
60.0,0.0,151,5.9,8.1,0.2,NotYet
60.0,0.0,151,5.9,8.1,0.4,NotYet
60.0,0.0,151,5.9,8.1,0.6,NotYet
60.0,0.0,151,5.9,8.1,0.8,NotYet
60.0,0.0,152,5.9,8.1,1.0,NotYet
60.0,2.0,151,5.9,8.2,-1.0,NotYet
60.0,2.0,151,5.9,8.2,-0.8,NotYet
60.0,2.0,151,5.9,8.2,-0.6,NotYet
60.0,2.0,151,5.9,8.2,-0.4,NotYet
60.0,2.0,151,5.9,8.2,-0.2,NotYet
60.0,2.0,151,5.9,8.2,0.0,NotYet
60.0,2.0,151,5.9,8.2,0.2,NotYet
60.0,2.0,151,5.9,8.2,0.4,NotYet
60.0,2.0,151,6.0,8.2,0.6,NotYet
60.0,2.0,151,6.0,8.2,0.8,NotYet
60.0,2.0,151,6.0,8.2,1.0,NotYet
60.0,4.0,151,6.0,8.3,-1.0,NotYet
60.0,4.0,151,6.0,8.3,-0.8,NotYet
60.0,4.0,151,6.0,8.3,-0.6,NotYet
60.0,4.0,151,6.0,8.3,-0.4,NotYet
60.0,4.0,151,6.0,8.3,-0.2,NotYet
60.0,4.0,151,6.0,8.3,0.0,NotYet
60.0,4.0,151,6.1,8.2,0.2,NotYet
60.0,4.0,151,6.1,8.2,0.4,NotYet
60.0,4.0,151,6.1,8.2,0.6,NotYet
60.0,4.0,151,6.1,8.2,0.8,NotYet
60.0,4.0,151,6.0,8.3,1.0,NotYet
60.0,6.0,151,6.1,8.3,-1.0,NotYet
60.0,6.0,151,6.1,8.3,-0.8,NotYet
60.0,6.0,151,6.1,8.3,-0.6,NotYet
60.0,6.0,151,6.1,8.3,-0.4,NotYet
60.0,6.0,151,6.1,8.3,-0.2,NotYet
60.0,6.0,151,6.1,8.3,0.0,NotYet
60.0,6.0,151,6.1,8.3,0.2,NotYet
60.0,6.0,148,6.1,8.3,0.4,NotYet
60.0,6.0,148,6.1,8.3,0.6,NotYet
60.0,6.0,148,6.1,8.3,0.8,NotYet
60.0,6.0,148,6.1,8.3,1.0,NotYet
60.0,8.0,151,6.1,8.4,-1.0,NotYet
60.0,8.0,151,6.1,8.5,-0.8,NotYet
60.0,8.0,151,6.2,8.4,-0.6,NotYet
60.0,8.0,151,6.2,8.4,-0.4,NotYet
60.0,8.0,151,6.2,8.4,-0.2,NotYet
60.0,8.0,151,6.2,8.4,0.0,NotYet
60.0,8.0,148,6.2,8.4,0.2,NotYet
60.0,8.0,148,6.2,8.4,0.4,NotYet
60.0,8.0,151,6.2,8.4,0.6,NotYet
60.0,8.0,151,6.2,8.4,0.8,NotYet
60.0,8.0,151,6.2,8.4,1.0,NotYet
60.0,10.0,151,6.2,8.5,-1.0,NotYet
60.0,10.0,151,6.2,8.5,-0.8,NotYet
60.0,10.0,151,6.2,8.5,-0.6,NotYet
60.0,10.0,151,6.2,8.6,-0.4,NotYet
60.0,10.0,151,6.2,8.6,-0.2,NotYet
60.0,10.0,151,6.2,8.6,0.0,NotYet
60.0,10.0,148,6.2,8.6,0.2,NotYet
60.0,10.0,148,6.2,8.6,0.4,NotYet
60.0,10.0,148,6.2,8.6,0.6,NotYet
60.0,10.0,151,6.2,8.6,0.8,NotYet
60.0,10.0,151,6.2,8.5,1.0,NotYet
