a,b,theta,Rt,Rp,status
7.2,5.9,25,2.2,2.1,NotYet
7.2,5.9,25,2.1,2,NotYet
7.2,5.9,25,2.1,2.1,NotYet
7.2,5.9,25,2.2,2,NotYet
7.2,5.9,25,2.2,2.2,NotYet
7.2,5.9,25,2.3,2,NotYet
7.2,5.9,25,2.3,2.1,NotYet
7.2,5.9,25,2.3,2.2,NotYet
