a,b,theta,Rt,Rp,status
7.4,5.8,25,2,1.5,NotYet
7.4,5.8,25,2.1,1.5,NotYet
7.4,5.8,25,2.1,1.6,NotYet
7.4,5.8,25,2,1.7,NotYet
7.2,5.9,25,2.4,2.2,NotYet
7.2,5.9,25,2.3,2.3,NotYet
