cx,cy,cz,a,b,theta,Rt,Rp,E,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.6,-0.9,13.3,7.2,6,25,2.1,1.9,-5.131344426,-1.140981353,-0.088945777,-0.221696773,-1.582432128,-0.036143321,-0.288926939,-0.077237696,-0.144088219,-1.87549122,-1.354964145,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.6_cy=-0.9_cz=13.3.log
1.6,-0.8,13.3,7.2,6,25,2.1,1.9,-5.093107731,-1.232000423,-0.086076802,-0.24161394,-1.56466983,-0.034605921,-0.306287631,-0.076312746,-0.147917285,-1.814782765,-1.321467661,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.6_cy=-0.8_cz=13.3.log
1.5,-0.7,13.3,7.2,6,25,2.1,1.9,-5.087702988,-1.1800062,-0.082827555,-0.274676187,-1.468429876,-0.034620982,-0.331357911,-0.07750627,-0.15811997,-1.886358438,-1.279758954,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.5_cy=-0.7_cz=13.3.log
1.5,-0.8,13.4,7.2,6,25,2.1,1.9,-5.08582736,-1.234378686,-0.080047686,-0.235858419,-1.474844283,-0.032808733,-0.299759017,-0.074295929,-0.146883776,-1.95673243,-1.229066814,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.5_cy=-0.8_cz=13.4.log
1.4,-0.8,13.3,7.2,6,25,2.1,1.9,-5.083031803,-0.974005962,-0.085057725,-0.260803196,-1.421866124,-0.037709586,-0.317644307,-0.080732299,-0.160335708,-2.002053712,-1.291366634,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.8_cz=13.3.log
1.5,-0.9,13.2,7.2,6,25,2.1,1.9,-5.082327109,-0.748010745,-0.094802956,-0.245075285,-1.556991617,-0.041511042,-0.305978896,-0.083985938,-0.157113444,-1.91983547,-1.425206987,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.5_cy=-0.9_cz=13.2.log
1.4,-0.7,13.3,7.2,6,25,2.1,1.9,-5.065130198,-1.028259221,-0.082259031,-0.285011277,-1.361264973,-0.036182227,-0.33759787,-0.079690005,-0.164691254,-1.999243095,-1.256218544,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.7_cz=13.3.log
1.6,-0.9,13.2,7.2,6,25,2.1,1.9,-5.063920986,-0.932624187,-0.095148086,-0.235680206,-1.632691914,-0.039841865,-0.300363937,-0.081540532,-0.150860307,-1.802474157,-1.410870894,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.6_cy=-0.9_cz=13.2.log
1.6,-0.9,13.4,7.2,6,25,2.1,1.9,-5.063349011,-1.229287697,-0.08315386,-0.20867594,-1.503456229,-0.032782377,-0.277784872,-0.073146958,-0.13756086,-1.903973272,-1.281097433,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.6_cy=-0.9_cz=13.4.log
1.5,-0.7,13.4,7.2,6,25,2.1,1.9,-5.062225454,-1.280883452,-0.077494975,-0.257351891,-1.453129927,-0.031534888,-0.31813753,-0.073358429,-0.1507712,-1.933836473,-1.194993021,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.5_cy=-0.7_cz=13.4.log
