a,b,theta,A1,A2,Rt,Rp,status
7.4,5.7,25,-1.1,-2.7,2.1,1.9,NotYet
7.4,5.7,25,-1.2,-3.6,2.1,1.9,NotYet
7.4,5.7,25,-1.3,-3.9,2.1,1.9,NotYet
7.4,5.7,25,-1.4,-4.2,2.1,1.9,NotYet
