a,b,theta,A1,A2,E,E_p1,E_p2,E_t,machine_type,status,file_name
6.0,7.2,65,0,2,-41.0353337188717,-0.3895155373029411,-5.192632699850947,-7.467759311140981,1,Done,anthracene_A1=0_A2=2_theta=65_a=6_b=7.2_cx=0_cy=0_cz=0.log
6.0,7.2,65,0,4,-40.66940251807682,-0.3937675452325493,-5.192677880520932,-7.374127916642465,1,Done,anthracene_A1=0_A2=4_theta=65_a=6_b=7.2_cx=0_cy=0_cz=0.log
6.0,7.2,65,0,6,-40.06297183362767,-0.4009010788286105,-5.192708001006395,-7.218938418489415,1,Done,anthracene_A1=0_A2=6_theta=65_a=6_b=7.2_cx=0_cy=0_cz=0.log
5.9,7.1,65,0,2,-40.45405363570899,-0.4239959567785263,-5.205418843659572,-7.298806008708198,1,Done,anthracene_A1=0_A2=2_theta=65_a=5.9_b=7.1_cx=0_cy=0_cz=0.log
5.9,7.1,65,0,4,-39.96652103634551,-0.4285918400855735,-5.205536815454252,-7.174565931316465,1,Done,anthracene_A1=0_A2=4_theta=65_a=5.9_b=7.1_cx=0_cy=0_cz=0.log
5.9,7.1,65,0,6,-39.15391064621508,-0.4363064479548484,-5.205663572414778,-6.967492651368957,1,Done,anthracene_A1=0_A2=6_theta=65_a=5.9_b=7.1_cx=0_cy=0_cz=0.log
5.9,7.2,65,0,2,-40.83491204562597,-0.3895155373029411,-5.205418843659572,-7.411260820925236,1,Done,anthracene_A1=0_A2=2_theta=65_a=5.9_b=7.2_cx=0_cy=0_cz=0.log
5.9,7.2,65,0,4,-40.43153857719153,-0.3937675452325493,-5.205536815454252,-7.308232463954482,1,Done,anthracene_A1=0_A2=4_theta=65_a=5.9_b=7.2_cx=0_cy=0_cz=0.log
5.9,7.2,65,0,6,-39.76214604917914,-0.4009010788286105,-5.205663572414778,-7.13725418667309,1,Done,anthracene_A1=0_A2=6_theta=65_a=5.9_b=7.2_cx=0_cy=0_cz=0.log
5.9,7.3,65,0,2,-40.95431715855375,-0.3582015333231538,-5.205418843659572,-7.456769101147074,1,Done,anthracene_A1=0_A2=2_theta=65_a=5.9_b=7.3_cx=0_cy=0_cz=0.log
5.9,7.3,65,0,4,-40.625863363966346,-0.3621284909313544,-5.205536815454252,-7.372633187798783,1,Done,anthracene_A1=0_A2=4_theta=65_a=5.9_b=7.3_cx=0_cy=0_cz=0.log
5.9,7.3,65,0,6,-40.07998990523629,-0.3687186009483412,-5.205663572414778,-7.232806389627512,1,Done,anthracene_A1=0_A2=6_theta=65_a=5.9_b=7.3_cx=0_cy=0_cz=0.log
6.0,7.1,65,0,2,-40.77964849490672,-0.4239959567785263,-5.192632699850947,-7.386597795411944,1,Done,anthracene_A1=0_A2=2_theta=65_a=6_b=7.1_cx=0_cy=0_cz=0.log
6.0,7.1,65,0,4,-40.33519320213236,-0.4285918400855735,-5.192677880520932,-7.273163440229837,1,Done,anthracene_A1=0_A2=4_theta=65_a=6_b=7.1_cx=0_cy=0_cz=0.log
6.0,7.1,65,0,6,-39.59596634143964,-0.4363064479548484,-5.192708001006395,-7.084484360879287,1,Done,anthracene_A1=0_A2=6_theta=65_a=6_b=7.1_cx=0_cy=0_cz=0.log
6.0,7.3,65,0,2,-41.046955204801634,-0.3582015333231538,-5.192632699850947,-7.486321684613358,1,Done,anthracene_A1=0_A2=2_theta=65_a=6_b=7.3_cx=0_cy=0_cz=0.log
6.0,7.3,65,0,4,-40.7522037178278,-0.3621284909313544,-5.192677880520932,-7.410647743730806,1,Done,anthracene_A1=0_A2=4_theta=65_a=6_b=7.3_cx=0_cy=0_cz=0.log
6.0,7.3,65,0,6,-40.259656057925895,-0.3687186009483412,-5.192708001006395,-7.284200713504106,1,Done,anthracene_A1=0_A2=6_theta=65_a=6_b=7.3_cx=0_cy=0_cz=0.log
6.1,7.1,65,0,2,-40.77101395674981,-0.4239959567785263,-5.069957004743628,-7.445777008426376,1,Done,anthracene_A1=0_A2=2_theta=65_a=6.1_b=7.1_cx=0_cy=0_cz=0.log
6.1,7.1,65,0,4,-40.36673938413151,-0.4285918400855735,-5.069864133372903,-7.342456859303638,1,Done,anthracene_A1=0_A2=4_theta=65_a=6.1_b=7.1_cx=0_cy=0_cz=0.log
