a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name
5.9,8.1,61.5,5,-7,82,-27.93023165,-0.525376472,-7.111796734,-9.565549087,-9.104981847,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=82_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-7,83,-27.92586418,-0.523707296,-6.871309801,-9.679473527,-9.218680384,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=83_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-7,82,-27.91407326,-0.440970102,-7.111796734,-9.497238348,-9.241540573,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,85,-27.91231624,-0.519641031,-7.303626541,-9.651122625,-8.788145773,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,81,-27.90858883,-0.482348112,-7.103268873,-9.486909534,-9.224648004,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=81.0_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,84,-27.90456021,-0.52179339,-7.292563539,-9.611131413,-8.837286081,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=84_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-7,84,-27.90331774,-0.477761014,-6.880207893,-9.639852546,-9.263710502,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=84_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-7,85,-27.90210665,-0.475809457,-6.88975232,-9.645782515,-9.240982089,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,81,-27.89521031,-0.442181197,-7.262449334,-9.405973293,-9.173192184,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=81.0_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-7,83,-27.88757352,-0.479499216,-6.871309801,-9.620782517,-9.283288813,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-7,82,-27.88432301,-0.525376472,-6.863001569,-9.629661783,-9.243755683,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,83,-27.87298391,-0.523707296,-7.28193352,-9.551097531,-8.883552393,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,81,-27.8711453,-0.482348112,-7.262449334,-9.411495382,-9.103438172,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=81.0_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-7,81,-27.85417743,-0.442181197,-7.103268873,-9.444163552,-9.253149508,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.3_phi_r=81.0_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-7,82,-27.85159837,-0.481024066,-6.863001569,-9.585623131,-9.299422095,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-7,81,-27.84987899,-0.526819745,-7.103268873,-9.474051853,-9.134324215,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=81.0_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-7,81,-27.81514004,-0.526819745,-6.855232995,-9.557165553,-9.264507439,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=81.0_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,82,-27.81302533,-0.525376472,-7.271836884,-9.467023742,-8.926260724,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-7,81,-27.81172638,-0.405860918,-7.262449334,-9.347884693,-9.184117133,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,80,-27.80855746,-0.483452529,-7.095387347,-9.390078465,-9.240091025,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,80,-27.79726228,-0.443204038,-7.253871273,-9.312769233,-9.187869643,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-7,81,-27.79173391,-0.482348112,-6.855232995,-9.530998386,-9.311740117,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=81.0_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-7,80,-27.76791363,-0.443204038,-7.095387347,-9.368793326,-9.260980833,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-7,84,-27.76385992,-0.43797688,-6.880207893,-9.525972031,-9.277917328,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=84_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-7,85,-27.76269275,-0.436201026,-6.88975232,-9.523587493,-9.263371646,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,80,-27.75755344,-0.483452529,-7.253871273,-9.293843532,-9.12683802,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-7,83,-27.75041238,-0.439570755,-6.871309801,-9.517193166,-9.28964549,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-7,80,-27.73432302,-0.528024564,-7.095387347,-9.352496891,-9.158866131,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=80.0_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-7,80,-27.72751454,-0.406808458,-7.253871273,-9.275808894,-9.191477826,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,81,-27.71996559,-0.526819745,-7.262449334,-9.354486098,-8.964796113,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=81.0_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-7,82,-27.71948241,-0.440970102,-6.863001569,-9.494665557,-9.298317678,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
6,8.1,61.5,5,-7,80,-27.71364029,-0.528024564,-6.847941329,-9.457686393,-9.280439918,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=80.0_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-7,81,-27.7044912,-0.405860918,-7.103268873,-9.354900255,-9.229046849,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-7,80,-27.70383231,-0.483452529,-6.847941329,-9.453111845,-9.31977852,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,79,-27.67342945,-0.484362419,-7.088083131,-9.263076716,-9.250790071,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=79_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-7,81,-27.66788227,-0.442181197,-6.855232995,-9.455465007,-9.303588762,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=81.0_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,79,-27.66660842,-0.444044901,-7.246102699,-9.191007193,-9.19833651,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=79_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-7,79,-27.65130973,-0.444044901,-7.088083131,-9.267419085,-9.264645491,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.3_phi_r=79_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-7,80,-27.63035089,-0.406808458,-7.095387347,-9.298066674,-9.230540323,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-7,79,-27.61511495,-0.407580295,-7.246102699,-9.179172354,-9.195142484,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.4_phi_r=79_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,79,-27.60619803,-0.484362419,-7.246102699,-9.143121905,-9.145493893,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=79_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-7,80,-27.59207278,-0.443204038,-6.847941329,-9.396315915,-9.305063411,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,80,-27.58873443,-0.528024564,-7.253871273,-9.20870925,-8.998581251,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=80.0_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-7,79,-27.58374573,-0.484362419,-6.841157946,-9.347890968,-9.323217275,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=79_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-7,79,-27.53005597,-0.407580295,-7.088083131,-9.218881187,-9.228394239,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.4_phi_r=79_cx=0_cy=0_cz=0.log
6,8.3,61.5,5,-7,79,-27.48847716,-0.444044901,-6.841157946,-9.313622647,-9.302534545,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=79_cx=0_cy=0_cz=0.log
6,8.4,61.5,5,-7,81,-27.45990035,-0.405860918,-6.855232995,-9.33889875,-9.248493384,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
6,8.4,61.5,5,-7,80,-27.39474599,-0.406808458,-6.847941329,-9.29589549,-9.244552621,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
6,8.4,61.5,5,-7,79,-27.30568977,-0.407580295,-6.841157946,-9.232698958,-9.237135453,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.4_phi_r=79_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,85,-28.18046381,-0.425533356,-7.323619009,-9.525526499,-9.256004679,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,85,-28.1800622,-0.463554187,-7.323619009,-9.579962991,-9.163145749,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,84,-28.17559433,-0.427102131,-7.312461881,-9.516358577,-9.277885952,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,84,-28.1739126,-0.465286115,-7.312461881,-9.5601023,-9.19427652,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=84_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,85,-28.16372812,-0.463554187,-7.148826099,-9.604178602,-9.297388963,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,84,-28.16162596,-0.465286115,-7.138183529,-9.594213743,-9.322156783,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,83,-28.15484258,-0.428520304,-7.301744011,-9.494132173,-9.297752919,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,83,-28.14938951,-0.466842339,-7.301744011,-9.524811137,-9.223298857,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,83,-28.14303284,-0.466842339,-7.128093168,-9.570744869,-9.344659292,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,82,-28.11529062,-0.429775324,-7.291534423,-9.456067417,-9.31538595,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,82,-28.10483003,-0.468216587,-7.118699344,-9.530810133,-9.364576459,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,82,-28.10308555,-0.468216587,-7.291534423,-9.470889203,-9.249917832,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,85,-28.09017139,-0.425533356,-7.148826099,-9.520123638,-9.345908036,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,84,-28.088634,-0.427102131,-7.138183529,-9.519276499,-9.362286048,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=84_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,85,-28.0871719,-0.425533356,-7.371196817,-9.506751399,-9.133910058,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,84,-28.07780945,-0.427102131,-7.359280403,-9.488152003,-9.161489122,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,85,-28.07374318,-0.391057957,-7.323619009,-9.425382178,-9.283903773,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,83,-28.07285839,-0.428520304,-7.128093168,-9.507014954,-9.3765368,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,84,-28.07012245,-0.39248868,-7.312461881,-9.425319427,-9.298066674,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,81,-28.05378209,-0.430867191,-7.281983721,-9.399089509,-9.330427365,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,83,-28.0527467,-0.39378135,-7.301744011,-9.414231325,-9.310296844,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,83,-28.0512344,-0.428520304,-7.348104449,-9.454724545,-9.187191932,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,85,-28.05041236,-0.391057957,-7.371196817,-9.434656776,-9.203720546,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,81,-28.0433717,-0.469415131,-7.110033431,-9.471033531,-9.381475303,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,84,-28.04307677,-0.39248868,-7.359280403,-9.426681124,-9.222840775,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=84_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,82,-28.04021532,-0.429775324,-7.118699344,-9.480785036,-9.388428114,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,81,-28.03125448,-0.469415131,-7.281983721,-9.394753415,-9.273687911,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,83,-28.02087547,-0.39378135,-7.348104449,-9.406174097,-9.240122401,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,82,-28.01920629,-0.394929694,-7.291534423,-9.38976471,-9.320449956,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,82,-28.00417115,-0.429775324,-7.337537181,-9.403500904,-9.210830234,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,85,-28.00374444,-0.463554187,-7.371196817,-9.527559631,-8.991653541,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,84,-27.99218571,-0.465286115,-7.359280403,-9.496504161,-9.029329241,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=84_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,81,-27.98758606,-0.430867191,-7.110033431,-9.437681374,-9.39758976,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,82,-27.98100348,-0.394929694,-7.337537181,-9.370588005,-9.255421094,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,80,-27.96682803,-0.431808456,-7.273248781,-9.31979107,-9.342431631,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,81,-27.966759,-0.39593371,-7.281983721,-9.349221289,-9.328205979,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,83,-27.96074118,-0.466842339,-7.348104449,-9.447966262,-9.065134962,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,80,-27.95459158,-0.470444247,-7.102032678,-9.387706478,-9.394860091,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,81,-27.93301152,-0.430867191,-7.327497021,-9.331180377,-9.232052622,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,80,-27.92979866,-0.470444247,-7.273248781,-9.292494385,-9.29406316,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,85,-27.92141513,-0.391057957,-7.148826099,-9.395424851,-9.336325959,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,84,-27.92051152,-0.39248868,-7.138183529,-9.402327461,-9.345726058,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=84_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,81,-27.92039857,-0.39593371,-7.327497021,-9.317067677,-9.268485853,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,80,-27.91150675,-0.431808456,-7.102032678,-9.374503667,-9.403613856,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,83,-27.90731498,-0.39378135,-7.128093168,-9.399616617,-9.353130677,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,82,-27.9055203,-0.468216587,-7.337537181,-9.378507181,-9.098731847,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-9,81,-27.90520027,-0.469415131,-6.852616278,-9.515875395,-9.455879164,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=6.0_b=8.2_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,80,-27.89251829,-0.396793398,-7.273248781,-9.289708241,-9.333219784,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,82,-27.87961042,-0.394929694,-7.118699344,-9.385108586,-9.358345285,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,79,-27.85062573,-0.432580294,-7.26532333,-9.214614119,-9.350990867,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=79_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,80,-27.83589179,-0.396793398,-7.31804672,-9.242588515,-9.278915069,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,81,-27.83473718,-0.39593371,-7.110033431,-9.356299602,-9.361056128,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,79,-27.83424144,-0.471291386,-7.09462806,-9.276869386,-9.404335493,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=79_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,80,-27.83404691,-0.431808456,-7.31804672,-9.234261457,-9.250382189,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
6,8.2,61.5,5,-9,80,-27.82774671,-0.470444247,-6.845261861,-9.449760942,-9.462731573,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=6.0_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,81,-27.8223564,-0.469415131,-7.327497021,-9.28431793,-9.129712016,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=81_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,79,-27.80835665,-0.432580294,-7.09462806,-9.28777551,-9.406255673,-1.587117117,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=79_cx=0_cy=0_cz=0.log
