a,b,theta,A1,A2,status
6,8.4,70,-9,33,NotYet
6,8.4,71,-9,33,NotYet
6,8.4,72,-9,33,NotYet
6,8.4,73,-9,33,NotYet
6,8.4,74,-9,33,NotYet
6,8.4,72,-11,33,NotYet
6,8.4,73,-11,33,NotYet
6,8.4,74,-11,33,NotYet
6,8.4,75,-11,33,NotYet
6,8.4,76,-11,33,NotYet
