cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,status
0.1,1.4,18.4,7.2,5.9,25,2.3,2.2,0,0,NotYet
0.2,1.3,18.4,7.2,5.9,25,2.3,2.2,-0.1,-0.3,NotYet
0.1,1.3,18.4,7.2,5.9,25,2.3,2.2,-0.2,-0.6,NotYet
0.1,1.2,18.4,7.2,5.9,25,2.3,2.2,-0.3,-0.9,NotYet
