a,b,theta,status
6.9,5.7,15,NotYet
6.9,6.1,20,NotYet
7,6.3,25,NotYet
7.1,6.6,30,NotYet
7.1,6.8,35,NotYet
7.1,7,40,NotYet
7.1,7.1,45,NotYet
