cx,cy,cz,a,b,theta,Rt,Rp,E,E_p1,E_t1,E_t2,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
0.2,1.4,16,7.3,6,25,2.1,2,-81.78471552,-12.63231282,-9.177129182,-13.50000227,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.055274846,-0.425327533,-2.069741333,-0.23688628,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.1_Rp=2.0.log
0.2,1.4,16,7.2,5.9,25,2.1,2.3,-81.78435157,-12.57995966,-9.12524791,-13.37046915,-1.117644256,-0.021272589,-1.754377398,-0.90269447,-0.018135039,-1.98621285,-0.056367341,-0.55280619,-2.104442636,-0.202714596,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.9_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.3,5.9,25,1.9,1.9,-81.7821785,-12.31995403,-9.599497378,-13.51115187,-1.117644256,-0.02727033,-1.690976297,-0.90269447,-0.023596886,-1.753999637,-0.063318269,-0.462447887,-1.949334087,-0.22729479,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.9_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.3,5.9,25,2.1,2.3,-81.77176246,-12.60833504,-9.12524791,-13.38818815,-1.117644256,-0.021272589,-1.754377398,-0.90269447,-0.018135039,-1.98621285,-0.056081196,-0.536325894,-2.071699165,-0.19983558,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.9_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.2,6,25,2.1,2.3,-81.77034868,-12.65749166,-8.912479349,-13.45677248,-1.117644256,-0.020604918,-1.870683866,-0.90269447,-0.01756275,-1.972152233,-0.05554593,-0.547456667,-2.106423685,-0.198333321,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.2,5.8,25,2.2,2.2,-81.76698899,-12.60176375,-9.203825967,-13.38662251,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.053787019,-0.480125471,-2.132159126,-0.236248103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.2_Rp=2.2.log
0.2,1.4,16,7.1,5.9,25,2.1,1.9,-81.75698272,-12.42796293,-9.599497378,-13.22227764,-1.117644256,-0.02727033,-1.690976297,-0.90269447,-0.023596886,-1.753999637,-0.056647838,-0.419537498,-2.127059979,-0.267417151,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.1_Rp=1.9.log
0.2,1.4,16,7.2,6,25,2,2,-81.75057271,-12.49954363,-9.177129182,-13.59517546,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.059035513,-0.471303936,-2.051669045,-0.225746095,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=2.0_Rp=2.0.log
0.2,1.4,16,7.2,5.8,25,2.1,2.1,-81.74925305,-12.45170603,-9.363659039,-13.38662251,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.057188751,-0.480125471,-2.099581944,-0.236248103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.1_Rp=2.1.log
0.2,1.4,16,7.3,5.8,25,2.4,2.1,-81.74714462,-12.70428885,-9.363659039,-13.15270247,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.047387673,-0.372432205,-2.151892432,-0.281714967,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.4_Rp=2.1.log
0.2,1.4,16,7.3,6,25,2.1,2.2,-81.74535747,-12.63231282,-8.997264735,-13.50000227,-1.117644256,-0.021918924,-1.858048325,-0.90269447,-0.018758784,-1.913134918,-0.055274846,-0.493482021,-2.069741333,-0.208500865,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.1_Rp=2.2.log
0.2,1.4,16,7.3,5.8,25,2.4,2.2,-81.74322519,-12.70428885,-9.203825967,-13.30932395,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.047387673,-0.401554317,-2.151892432,-0.264376866,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.4_Rp=2.2.log
0.2,1.4,16,7.2,5.8,25,2,1.9,-81.73764098,-12.25416463,-9.717569659,-13.34541644,-1.117644256,-0.028231675,-1.627012948,-0.90269447,-0.024441514,-1.781436256,-0.060806974,-0.444906473,-2.053035135,-0.252190621,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.0_Rp=1.9.log
0.2,1.4,16,7.1,6,25,2.3,2,-81.73322331,-12.82313861,-9.177129182,-13.17830802,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.049376252,-0.385047666,-2.179479027,-0.278449405,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.3_Rp=2.0.log
0.2,1.4,16,7.1,5.9,25,2.1,2.2,-81.70017236,-12.42796293,-9.232282291,-13.35874287,-1.117644256,-0.022646836,-1.789879404,-0.90269447,-0.019387549,-1.946511547,-0.056647838,-0.528335809,-2.127059979,-0.219672426,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.1_Rp=2.2.log
0.2,1.4,16,7.1,6,25,2.4,2.1,-81.69524327,-12.84142237,-9.086479087,-13.17830802,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.046441388,-0.385047666,-2.169182216,-0.278449405,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.4_Rp=2.1.log
0.2,1.4,16,7.3,6,25,2.3,2,-81.69095674,-12.7467148,-9.177129182,-13.28283612,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.04897088,-0.366333435,-2.158966353,-0.268844109,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.3_Rp=2.0.log
0.2,1.4,16,7.3,5.8,25,2.3,2.3,-81.68802565,-12.70683528,-9.064956749,-13.44252989,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.05036207,-0.466632751,-2.141987187,-0.232434096,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.3_Rp=2.3.log
0.2,1.4,16,7.2,6,25,2,2.1,-81.67829422,-12.49954363,-9.086479087,-13.56037564,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.059035513,-0.508150068,-2.051669045,-0.211602647,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=2.0_Rp=2.1.log
0.2,1.4,16,7.2,5.9,25,1.9,1.9,-81.67398825,-12.19519751,-9.599497378,-13.52087577,-1.117644256,-0.02727033,-1.690976297,-0.90269447,-0.023596886,-1.753999637,-0.063695402,-0.475759884,-1.992924697,-0.230952545,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.9_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.3,5.8,25,1.9,1.9,-81.67250293,-12.21717605,-9.717569659,-13.44252989,-1.117644256,-0.028231675,-1.627012948,-0.90269447,-0.024441514,-1.781436256,-0.064263927,-0.466632751,-1.954914533,-0.232434096,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.2,6,25,2,1.9,-81.67209317,-12.49954363,-9.266363614,-13.56037564,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.059035513,-0.436976629,-2.051669045,-0.240809472,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=2.0_Rp=1.9.log
0.2,1.4,16,7.1,5.9,25,2.4,2.1,-81.66166521,-12.74429512,-9.349973046,-13.00662191,-1.117644256,-0.024106424,-1.783207717,-0.90269447,-0.020711595,-1.891719257,-0.047098391,-0.388382254,-2.139204808,-0.285215218,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.4_Rp=2.1.log
0.2,1.4,16,7.3,6,25,2.4,2.1,-81.65068378,-12.73085448,-9.086479087,-13.28283612,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.04609312,-0.366333435,-2.181610051,-0.268844109,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.4_Rp=2.1.log
0.2,1.4,16,7.3,5.9,25,1.9,2,-81.63623223,-12.31995403,-9.474024243,-13.47956302,-1.117644256,-0.025640059,-1.7466904,-0.90269447,-0.022108432,-1.82640676,-0.063318269,-0.498195877,-1.949334087,-0.213134399,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.9_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.3,5.8,25,2.4,2,-81.63330552,-12.70428885,-9.537568416,-12.94982535,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.047387673,-0.345353266,-2.151892432,-0.299993078,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.4_Rp=2.0.log
0.2,1.4,16,7.3,6,25,2.1,1.9,-81.61666144,-12.63231282,-9.266363614,-13.41615062,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.055274846,-0.394786622,-2.069741333,-0.25242782,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.1_Rp=1.9.log
0.2,1.4,16,7.3,5.9,25,2,2.2,-81.61345675,-12.47667089,-9.232282291,-13.38818815,-1.117644256,-0.022646836,-1.789879404,-0.90269447,-0.019387549,-1.946511547,-0.059591487,-0.536325894,-2.014452055,-0.19983558,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.9_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.1,6,25,2.1,1.9,-81.60585698,-12.56967352,-9.266363614,-13.37881566,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.055818897,-0.415801304,-2.134031615,-0.261150837,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.1_Rp=1.9.log
0.2,1.4,16,7.2,5.8,25,2.3,2.3,-81.58698022,-12.689858,-9.064956749,-13.38662251,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.050587974,-0.480125471,-2.146816504,-0.236248103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.3_Rp=2.3.log
0.2,1.4,16,7.2,5.8,25,2.4,2.2,-81.58172922,-12.7054535,-9.203825967,-13.22457872,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.047577808,-0.412220104,-2.139184727,-0.269061228,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.4_Rp=2.2.log
0.2,1.4,16,7.3,5.8,25,2.1,2.2,-81.58129624,-12.54091975,-9.203825967,-13.4081825,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.056892567,-0.502813096,-2.071204687,-0.217846999,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.1_Rp=2.2.log
0.2,1.4,16,7.2,5.8,25,2,2,-81.57782987,-12.25416463,-9.537568416,-13.38662251,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.060806974,-0.480125471,-2.053035135,-0.236248103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.0_Rp=2.0.log
0.2,1.4,16,7.2,5.9,25,2,2.2,-81.54673612,-12.40217918,-9.232282291,-13.37046915,-1.117644256,-0.022646836,-1.789879404,-0.90269447,-0.019387549,-1.946511547,-0.05991842,-0.55280619,-2.053616209,-0.202714596,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.9_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.3,6,25,2,2,-81.53534179,-12.517636,-9.177129182,-13.52867195,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.058719248,-0.458181447,-2.009402482,-0.222247099,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.0_Rp=2.0.log
0.2,1.4,16,7.1,6,25,2.1,2.3,-81.53368705,-12.56967352,-8.912479349,-13.37882256,-1.117644256,-0.020604918,-1.870683866,-0.90269447,-0.01756275,-1.972152233,-0.055818897,-0.564224989,-2.134031615,-0.201121348,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.1,5.9,25,2,2,-81.52925056,-12.19568132,-9.474024243,-13.4050073,-1.117644256,-0.025640059,-1.7466904,-0.90269447,-0.022108432,-1.82640676,-0.060235312,-0.489482273,-2.084949666,-0.234652972,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.0_Rp=2.0.log
0.2,1.4,16,7.3,6,25,2.1,2.3,-81.52674805,-12.63231282,-8.912479349,-13.41615062,-1.117644256,-0.020604918,-1.870683866,-0.90269447,-0.01756275,-1.972152233,-0.055274846,-0.531167762,-2.069741333,-0.195576042,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.3,5.8,25,2,2.1,-81.52394559,-12.39215408,-9.363659039,-13.4081825,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.060465608,-0.502813096,-2.017356799,-0.217846999,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.0_Rp=2.1.log
0.2,1.4,16,7.1,5.9,25,2,1.9,-81.52194508,-12.19568132,-9.599497378,-13.35874287,-1.117644256,-0.02727033,-1.690976297,-0.90269447,-0.023596886,-1.753999637,-0.060235312,-0.453198389,-2.084949666,-0.250576666,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.0_Rp=1.9.log
0.2,1.4,16,7.2,5.9,25,1.9,2,-81.517299,-12.19519751,-9.474024243,-13.48278465,-1.117644256,-0.025640059,-1.7466904,-0.90269447,-0.022108432,-1.82640676,-0.063695402,-0.513051549,-1.992924697,-0.216379253,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.9_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.2,5.8,25,2.4,2.1,-81.5155608,-12.7054535,-9.363659039,-13.03361676,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.047577808,-0.381924549,-2.139184727,-0.286869334,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.4_Rp=2.1.log
0.2,1.4,16,7.2,6,25,2.4,2,-81.51389852,-12.83445701,-9.177129182,-13.07920285,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.04627196,-0.348092347,-2.184708068,-0.291404349,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=2.4_Rp=2.0.log
0.2,1.4,16,7.3,5.8,25,2.2,2.3,-81.49820889,-12.64965783,-9.064956749,-13.4081825,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.053529113,-0.502813096,-2.113843364,-0.217846999,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.2_Rp=2.3.log
0.2,1.4,16,7.1,6,25,2,2,-81.48330239,-12.36023829,-9.177129182,-13.54811096,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.059346758,-0.484849366,-2.086994093,-0.229299057,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.0_Rp=2.0.log
0.2,1.4,16,7.3,6,25,2,2.1,-81.47302691,-12.517636,-9.086479087,-13.50000227,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.058719248,-0.493482021,-2.009402482,-0.208500865,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.0_Rp=2.1.log
0.2,1.4,16,7.3,6,25,2,1.9,-81.47122094,-12.517636,-9.266363614,-13.50000227,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.058719248,-0.425327533,-2.009402482,-0.23688628,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.0_Rp=1.9.log
0.2,1.4,16,7.2,6,25,2,2.2,-81.45236301,-12.4995499,-8.997264735,-13.45677248,-1.117644256,-0.021918924,-1.858048325,-0.90269447,-0.018758784,-1.913134918,-0.059035513,-0.547456667,-2.051669045,-0.198333321,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.1,6,25,2,2.1,-81.39767426,-12.36023829,-9.086479087,-13.50547353,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.059346758,-0.523262391,-2.086994093,-0.214751492,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.0_Rp=2.1.log
0.2,1.4,16,7.1,6,25,2,1.9,-81.38694509,-12.36023829,-9.266363614,-13.50547353,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.059346758,-0.449015408,-2.086994093,-0.244767806,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.0_Rp=1.9.log
0.2,1.4,16,7.2,5.8,25,2.1,2.2,-81.37152466,-12.45170603,-9.203825967,-13.34541644,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.057188751,-0.517833802,-2.099581944,-0.221246848,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.1_Rp=2.2.log
0.2,1.4,16,7.3,5.8,25,1.9,2,-81.36621844,-12.21717605,-9.537568416,-13.4081825,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.064263927,-0.502813096,-1.954914533,-0.217846999,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.3,5.9,25,1.9,2.1,-81.35394183,-12.31995403,-9.349973046,-13.38818815,-1.117644256,-0.024106424,-1.783207717,-0.90269447,-0.020711595,-1.891719257,-0.063318269,-0.536325894,-1.949334087,-0.19983558,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.9_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.2,5.8,25,2.2,2.3,-81.35087707,-12.60176375,-9.064956749,-13.34541644,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.053787019,-0.517833802,-2.132159126,-0.221246848,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.2_Rp=2.3.log
0.2,1.4,16,7.1,5.9,25,2,2.1,-81.33526462,-12.19568132,-9.349973046,-13.35874287,-1.117644256,-0.024106424,-1.783207717,-0.90269447,-0.020711595,-1.891719257,-0.060235312,-0.528335809,-2.084949666,-0.219672426,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.0_Rp=2.1.log
0.2,1.4,16,7.3,6,25,2.4,2,-81.33313674,-12.73085448,-9.177129182,-13.10919658,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.04609312,-0.339851258,-2.181610051,-0.286150208,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.4_Rp=2.0.log
0.2,1.4,16,7.2,5.8,25,2.4,2,-81.31357788,-12.7054535,-9.537568416,-12.7871735,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.047577808,-0.353800178,-2.139184727,-0.305687104,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.4_Rp=2.0.log
0.2,1.4,16,7.2,5.8,25,1.9,1.9,-81.29576475,-12.02616452,-9.717569659,-13.38662251,-1.117644256,-0.028231675,-1.627012948,-0.90269447,-0.024441514,-1.781436256,-0.06465361,-0.480125471,-1.995767945,-0.236248103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.2,6,25,1.9,1.9,-81.28854776,-12.31379126,-9.266363614,-13.59517546,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.062747863,-0.471303936,-1.987872614,-0.225746095,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.3,6,25,2,2.2,-81.28403345,-12.517636,-8.997264735,-13.41615062,-1.117644256,-0.021918924,-1.858048325,-0.90269447,-0.018758784,-1.913134918,-0.058719248,-0.531167762,-2.009402482,-0.195576042,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.1,5.8,25,2.2,2.1,-81.27264289,-12.42640545,-9.363659039,-13.14275016,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.054036141,-0.45730105,-2.136209075,-0.256465847,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.2_Rp=2.1.log
0.2,1.4,16,7.1,5.9,25,2.1,2.3,-81.26956747,-12.42796293,-9.12524791,-13.22227764,-1.117644256,-0.021272589,-1.754377398,-0.90269447,-0.018135039,-1.98621285,-0.056647838,-0.569785355,-2.127059979,-0.205633772,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.1,5.8,25,2.2,2,-81.25678571,-12.42640545,-9.537568416,-12.99684719,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.054036141,-0.423202784,-2.136209075,-0.273780103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.2_Rp=2.0.log
0.2,1.4,16,7.2,6,25,1.9,2,-81.23470552,-12.31379126,-9.177129182,-13.56037564,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.062747863,-0.508150068,-1.987872614,-0.211602647,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.1,5.9,25,2.4,2,-81.23422045,-12.74429512,-9.474024243,-12.72834883,-1.117644256,-0.025640059,-1.7466904,-0.90269447,-0.022108432,-1.82640676,-0.047098391,-0.359513657,-2.139204808,-0.304032988,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.4_Rp=2.0.log
0.2,1.4,16,7.2,5.8,25,2,2.1,-81.23131508,-12.25416463,-9.363659039,-13.34541644,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.060806974,-0.517833802,-2.053035135,-0.221246848,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.0_Rp=2.1.log
0.2,1.4,16,7.1,6,25,2.4,2,-81.20422108,-12.84142237,-9.177129182,-12.91901461,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.046441388,-0.356514159,-2.169182216,-0.296723124,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.4_Rp=2.0.log
0.2,1.4,16,7.2,5.9,25,1.9,2.1,-81.1956449,-12.19519751,-9.349973046,-13.37046915,-1.117644256,-0.024106424,-1.783207717,-0.90269447,-0.020711595,-1.891719257,-0.063695402,-0.55280619,-1.992924697,-0.202714596,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.9_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.1,5.8,25,2.3,2.1,-81.18541398,-12.55113248,-9.363659039,-12.99684719,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.050802582,-0.423202784,-2.133788142,-0.273780103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.3_Rp=2.1.log
0.2,1.4,16,7.1,5.8,25,2.3,2.2,-81.17005756,-12.55113248,-9.203825967,-13.14275016,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.050802582,-0.45730105,-2.133788142,-0.256465847,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.3_Rp=2.2.log
0.2,1.4,16,7.3,6,25,1.9,1.9,-81.16040771,-12.37920352,-9.266363614,-13.52867195,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.062381397,-0.458181447,-1.941881778,-0.222247099,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.1,5.8,25,2.1,2,-81.15268682,-12.22772324,-9.537568416,-13.14275016,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.057477406,-0.45730105,-2.116713595,-0.256465847,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.1_Rp=2.0.log
0.2,1.4,16,7.1,6,25,2,2.2,-81.12822397,-12.36023829,-8.997264735,-13.37882193,-1.117644256,-0.021918924,-1.858048325,-0.90269447,-0.018758784,-1.913134918,-0.059346758,-0.564224989,-2.086994093,-0.201121348,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=2.0_Rp=2.2.log
