a,b,theta,A1,A2,status
5.9,8.3,71,-13,33,NotYet
5.9,8.3,71,-15,33,NotYet
5.9,8.3,71,-17,33,NotYet
5.9,8.3,73,-13,33,NotYet
5.9,8.3,73,-15,33,NotYet
5.9,8.3,73,-17,33,NotYet
5.9,8.3,69,-13,33,NotYet
5.9,8.3,69,-15,33,NotYet
5.9,8.3,69,-17,33,NotYet
