a,b,theta,A1,A2,Rt,Rp,status
7.4,5.8,25,-0.1,-0.3,1.7,1.5,NotYet
7.4,5.8,25,-0.2,-0.6,1.7,1.5,NotYet
7.4,5.8,25,-0.3,-0.9,1.7,1.5,NotYet
7.4,5.8,25,-0.4,-1.2,1.7,1.5,NotYet
7.4,5.8,25,-0.5,-1.5,1.7,1.5,NotYet
7.4,5.7,25,-0.6,-1.8,1.7,1.5,NotYet
7.4,5.7,25,-0.7,-2.1,1.7,1.5,NotYet
7.4,5.7,25,-0.8,-2.4,1.7,1.5,NotYet
7.4,5.7,25,-0.9,-2.7,1.7,1.5,NotYet
7.4,5.7,25,-1,-3,1.7,1.5,NotYet
