a,b,theta,status
7,4.5,25,NotYet
7,5,25,NotYet
7.5,4.5,25,NotYet
7.5,5,25,NotYet
8,4.5,25,NotYet
8,5,25,NotYet
8,5.5,25,NotYet
8,6,25,NotYet
8,6.5,25,NotYet
8.5,4.5,25,NotYet
8.5,5,25,NotYet
8.5,5.5,25,NotYet
8.5,6,25,NotYet
8.5,6.5,25,NotYet
