a,b,theta,Rt,Rp,status
7.2,5.9,25,2,1.9,NotYet
7.2,5.9,25,1.9,1.8,NotYet
7.2,5.9,25,1.8,1.7,NotYet
7.2,5.9,25,2,1.8,NotYet
7.2,5.9,25,1.9,1.7,NotYet
7.2,5.9,25,1.8,1.6,NotYet
