a,b,theta,A1,A2,status
5.9,8.3,72,-12,33,NotYet
5.9,8.3,72,-13,33,NotYet
5.9,8.3,72,-14,33,NotYet
5.9,8.3,73,-12,33,NotYet
5.9,8.3,73,-14,33,NotYet
5.9,8.3,74,-12,33,NotYet
5.9,8.3,74,-13,33,NotYet
5.9,8.3,74,-14,33,NotYet
