a,b,theta,A1,A2,Rt,Rp,status
7.2,5.9,25,-0.1,-0.3,2.3,2.1,NotYet
7.2,5.9,25,-0.2,-0.6,2.3,2.1,NotYet
7.2,5.9,25,-0.3,-0.9,2.3,2.1,NotYet
7.2,5.9,25,-0.4,-1.2,2.3,2.1,NotYet
7.2,5.9,25,-0.5,-1.5,2.3,2.1,NotYet
7.2,5.9,25,-0.6,-1.8,2.3,2.1,NotYet
7.2,5.9,25,-0.7,-2.1,2.3,2.1,NotYet
7.2,5.9,25,-0.8,-2.4,2.3,2.1,NotYet
7.2,5.9,25,-0.9,-2.7,2.3,2.1,NotYet
7.2,5.9,25,-1,-3,2.3,2.1,NotYet
