cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,status
1.5,-1.2,13.2,7.35,5.7,25.5,2.1,1.9,-0.8,-2.4,NotYet
0.3,1,13.5,7.35,5.7,25.5,2.1,1.9,-0.8,-2.4,NotYet
