cx,cy,cz,a,b,theta,z,E,Ei0,Eip1,Eip2,Eip3,Eip4,Eit1,Eit2,Eit3,Eit4,Ei0_,Eip1_,Eip2_,Eip3_,Eip4_,Eit1_,Eit2_,Eit3_,Eit4_,status,file_name,machine_type
1.5,-0.3,8.8,7.0,4.8,45,-1.3,-2.4633516872199834,-0.6737330141186249,-0.0166522328800056,-0.6494728499965277,-0.0674717577348928,-0.0127993214555317,-0.1081783314584754,-0.4533954277721932,-0.1205070203723153,-0.0252880254702176,-0.6556632361462107,-0.0161677951691672,-0.7218184778903378,-0.0680490669328719,-0.0127692009991733,-0.0942055662744678,-0.9639250136096962,-0.2348776205180911,-0.0317294156411662,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.5_cy=-0.3_cz=8.8.log,3
1.6,-0.1,8.7,7.0,4.8,45,-1.3,-2.3774430582270725,-0.6528551289229654,-0.0187468612275552,-0.548636385545251,-0.0779091315635014,-0.0126449540402973,-0.1361910053528845,-0.4610014765057713,-0.1109393754595657,-0.0265712834661826,-0.647599732663366,-0.0181218612997327,-0.6240643425699091,-0.0781657831248594,-0.0126342863222816,-0.1186100576887838,-0.9673531007574638,-0.2089470247883582,-0.0338943251554155,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.6_cy=-0.1_cz=8.7.log,3
1.7,0.1,8.6,7.0,4.8,45,-1.3,-2.3264584981807275,-0.6340586943697417,-0.0211370468605309,-0.459017917397432,-0.0902397030440624,-0.0124535634240601,-0.1725746626761974,-0.5050696213002084,-0.1018160075327614,-0.0278093606757465,-0.6377660234284122,-0.0203332065284485,-0.5333878925739555,-0.0899064952536718,-0.0124642311129719,-0.1504066168708959,-0.963940701345564,-0.1844484068715246,-0.0360868450952693,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.7_cy=0.1_cz=8.6.log,3
1.8,0.3,8.6,7.0,4.8,45,-1.3,-2.356562976696296,-0.6773801022500265,-0.0224843107862398,-0.3635090128809679,-0.0973719816975062,-0.0118411137082148,-0.1960027484747115,-0.6907987760932883,-0.0888541609892854,-0.0275301187357399,-0.6892080382240238,-0.0215298681141575,-0.4282103139703395,-0.0962631715665338,-0.0118718616868136,-0.1719120120833395,-0.9295230328571052,-0.1528426106960978,-0.0359927185781998,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.8_cy=0.3_cz=8.6.log,3
1.9,0.5,8.5,7.0,4.8,45,-1.3,-2.388641287914652,-0.6873499811044894,-0.0253746218513697,-0.3014118783030426,-0.1121680400246987,-0.0116020324057899,-0.2470964952517533,-0.7633063015528023,-0.0815097839513327,-0.0285717853112146,-0.6991496791597456,-0.0241622725443448,-0.3602334106835769,-0.1098525281267939,-0.011653488210868,-0.2171862310642609,-0.9243598806060618,-0.1342689422017429,-0.0380252234754152,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.9_cy=0.5_cz=8.5.log,3
2.0,0.7,8.4,7.0,4.8,45,-1.3,-2.4553132841392653,-0.7074397137621418,-0.0286740694427862,-0.2496134378452552,-0.1288936915516387,-0.0113353406195528,-0.3093618025013711,-0.8435924409859581,-0.0746423145319568,-0.0295256005483679,-0.7140040958620375,-0.0271385524829383,-0.3010742779297288,-0.1248688423947896,-0.0114075042947661,-0.2717300278018228,-0.9193950215121732,-0.1179248167318292,-0.0400050174794159,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.0_cy=0.7_cz=8.4.log,3
2.1,0.8,8.4,7.0,4.8,45,-1.3,-2.475413056978141,-0.7322891097719548,-0.0292551436868961,-0.2178545292263152,-0.1388133696309523,-0.010768071617349,-0.3308295471069868,-0.8743423135310877,-0.067765432424494,-0.0285228395514423,-0.7491465384082403,-0.0276010273373685,-0.2630892150918953,-0.1336157043260755,-0.0108452553540701,-0.2928739772323752,-0.9006249423837289,-0.1039282061828998,-0.0386608910921495,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.1_cy=0.8_cz=8.4.log,3
2.2,1.0,8.2,7.0,4.8,45,-1.3,-2.6407936311879894,-0.749788481160067,-0.0353589334554271,-0.1886935120273847,-0.1703608073294162,-0.0107950545498169,-0.4489771299122367,-0.9432918573147616,-0.0646736906492151,-0.0307712078792974,-0.7397715389961377,-0.0330722870276076,-0.2297935344686266,-0.1621360338322119,-0.0108992211753502,-0.3929379768524086,-0.9314526261150604,-0.0958596826239954,-0.0429536870069569,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.2_cy=1.0_cz=8.2.log,3
2.3,1.8,7.8,7.0,4.8,45,-1.3,-2.776535653072642,-0.8298091838369146,-0.0645594838279066,-0.1060391498467652,-0.2016817139810882,-0.0108452553104143,-0.7004800003487617,-0.8643065460782964,-0.052852657274343,-0.0382323017693124,-0.844984885683516,-0.0585937462456058,-0.1242281546874437,-0.1852033013710752,-0.0110592362325405,-0.5757749380572932,-0.7553519847569987,-0.0708427414647303,-0.0582260253722779,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.3_cy=1.8_cz=7.8.log,3
2.4,1.7,7.8,7.0,4.8,45,-1.3,-2.871269896611921,-0.8247395305661485,-0.0600257240876089,-0.1109092549449997,-0.2277673046773998,-0.0104436489637009,-0.7007661448878935,-0.9386915814684472,-0.0519666131585836,-0.036014681434608,-0.8375758751062676,-0.0545463067828677,-0.1311495900008594,-0.209359298882191,-0.0106375495379325,-0.5825903241347987,-0.8313421907660086,-0.0699855628045043,-0.0540286110190209,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.4_cy=1.7_cz=7.8.log,3
2.5,1.6,7.8,7.0,4.8,45,-1.3,-2.961815824484802,-0.818163225761964,-0.0558176420308882,-0.115787517701392,-0.25706323653867,-0.010052710189484,-0.6999052011960885,-1.0041358544112882,-0.051015307981288,-0.0339263281348394,-0.828731121684541,-0.0508345850685145,-0.1381456989765865,-0.2366509637649869,-0.0102271579671651,-0.5899930596206104,-0.9040367142151808,-0.0690003720956156,-0.0501449516305001,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.5_cy=1.6_cz=7.8.log,3
2.6,1.5,7.8,7.0,4.8,45,-1.3,-3.041771893651457,-0.8101461579499301,-0.0519132748158881,-0.1206438175722723,-0.2895362515555462,-0.0096718116255942,-0.6980854221765185,-1.0527465440827657,-0.0500050168921006,-0.0319628493307391,-0.8189099626470124,-0.0474090080097084,-0.1451863612019224,-0.2673638132109772,-0.0098286891297902,-0.5980923312308732,-0.9675790043111192,-0.0678915619064355,-0.0465719096537213,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.6_cy=1.5_cz=7.8.log,3
2.7,1.4,7.8,7.0,4.8,45,-1.3,-3.100835958670359,-0.8006663644337095,-0.0483019546954892,-0.1254486616526264,-0.3249679761793231,-0.0093034632882336,-0.6953896392369643,-1.0733025166409789,-0.0489401324011851,-0.0301154599437722,-0.8083903850056231,-0.0442319248686544,-0.1522295333998045,-0.3016327618388459,-0.0094427704752888,-0.6067030234407866,-1.0126361048751278,-0.0666654073866084,-0.0433038375776959,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.7_cy=1.4_cz=7.8.log,3
2.8,1.4,7.7,7.0,4.8,45,-1.3,-3.193330932714161,-0.8100037132244324,-0.0503388521756278,-0.1241039077431196,-0.3803313009848352,-0.0091139552532695,-0.698336426197784,-1.0988101706461748,-0.0478620702488115,-0.0299454047053586,-0.8126499228965258,-0.0459638524771435,-0.1512085746944649,-0.3530691290070535,-0.0092551449779421,-0.6081544540211326,-1.0495399679784896,-0.0648054677294567,-0.0431695504667004,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.8_cy=1.4_cz=7.7.log,3
2.9,1.4,7.8,7.0,4.8,45,-1.3,-3.1020517592842225,-0.7601925969211152,-0.045327557338168845,-0.11565699559287168,-0.3851330074830912,-0.008485190250212327,-0.6863403175375424,-1.0633702883933438,-0.043789530333015136,-0.027182478181202896,-0.7903858680947451,-0.041544927065842785,-0.1398650763585465,-0.35703624719462823,-0.008609437209088355,-0.6133427067106823,-1.020523278057226,-0.058926954050548375,-0.03839106179657392,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=2.9_cy=1.4_cz=7.8.log,3
3.0,1.5,7.8,7.0,4.8,45,-1.3,-3.0414051140469383,-0.7172213396261213,-0.0455528334277914,-0.1031551138730719,-0.4060636034992058,-0.0080503257922828,-0.6740323363774223,-1.052179275007802,-0.0401531099050771,-0.0260234672168735,-0.7615235456469236,-0.0417118447076063,-0.1232021758332848,-0.3744082340708701,-0.0081739452434703,-0.6061200666299555,-1.005379579233704,-0.0533182696817675,-0.0365411623206455,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.0_cy=1.5_cz=7.8.log,3
3.1,1.5,7.8,7.0,4.8,45,-1.3,-3.0290321856809896,-0.6846203126333421,-0.0440323766670189,-0.0991258722060592,-0.4393354387721047,-0.0076957826677244,-0.6649190086609451,-1.0485641899285838,-0.0380509513779543,-0.0247452293260721,-0.7308081861265237,-0.0403633257519686,-0.118040906090755,-0.4054599389346549,-0.0078131270274752,-0.6084763666440267,-1.0112863308604574,-0.0502729636500589,-0.0344540640362538,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.1_cy=1.5_cz=7.8.log,3
3.2,1.5,7.8,7.0,4.8,45,-1.3,-3.015707952072262,-0.6501995065773372,-0.0425414129422279,-0.0952334276371402,-0.47424319255515,-0.0073588097438914,-0.6554178797523491,-1.044300259440206,-0.0360724123602267,-0.023540410111309,-0.6967099202447571,-0.0390461822389625,-0.1131055399746401,-0.4380383755778894,-0.0074698790558613,-0.6117519688996254,-1.0164482281106757,-0.0474297158361878,-0.0325087830860866,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.2_cy=1.5_cz=7.8.log,3
3.3,1.5,7.8,7.0,4.8,45,-1.3,-3.0027257114779786,-0.6146077669109218,-0.0410811971814837,-0.0914878204639535,-0.5104549121315358,-0.007039407180855,-0.6459669516480062,-1.0396974735922413,-0.0342099626577692,-0.0224021070025628,-0.6604555300291395,-0.0377641793165821,-0.1083647018967894,-0.4719220330589451,-0.0071448288799729,-0.6161985047365306,-1.0211821635748493,-0.0447759760281769,-0.0306959066656418,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.3_cy=1.5_cz=7.8.log,3
3.4,1.5,7.8,7.0,4.8,45,-1.3,-2.9910282975033624,-0.5784776236250764,-0.0396561219095019,-0.0878959531837608,-0.5475194177997764,-0.0067356923536863,-0.6370042262860807,-1.034994913672563,-0.0324554446997353,-0.0213265548518393,-0.6230458938662196,-0.0365129243436967,-0.1037845063983695,-0.506836061947979,-0.006835466454504,-0.6219213959411718,-1.0257485538022593,-0.0422985665936721,-0.0290072772768326,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.4_cy=1.5_cz=7.8.log,3
3.5,1.5,7.8,7.0,4.8,45,-1.3,-2.9813003237577504,-0.5424278016143944,-0.0382661873154575,-0.0844377455941867,-0.5851900980778737,-0.0064470377401448,-0.6289118573331507,-1.0303381619451102,-0.0308019558724481,-0.0203093611635267,-0.585205785871949,-0.0352892798691755,-0.0993662084947573,-0.5424378418101696,-0.0065417917794547,-0.6288936595374253,-1.030323101702379,-0.0399780345906037,-0.0274347372032934,Done,C5_a=7.0_b=4.8_theta=45_z=-1.3_cx=3.5_cy=1.5_cz=7.8.log,3
