theta,A2,a,b,z,status
55.0,-10.0,5.4,9.3,-1.0,NotYet
55.0,-10.0,5.4,9.3,-0.8,NotYet
55.0,-10.0,5.4,9.2,-0.6,NotYet
55.0,-10.0,5.4,9.2,-0.4,NotYet
55.0,-10.0,5.4,9.1,-0.2,NotYet
55.0,-10.0,5.4,9.1,0.0,NotYet
55.0,-10.0,5.4,9.0,0.2,NotYet
55.0,-10.0,5.4,9.0,0.4,NotYet
55.0,-10.0,5.4,9.0,0.6,NotYet
55.0,-10.0,5.4,9.0,0.8,NotYet
55.0,-10.0,5.4,9.0,1.0,NotYet
55.0,-8.0,5.4,9.1,-1.0,NotYet
55.0,-8.0,5.4,9.1,-0.8,NotYet
55.0,-8.0,5.4,9.0,-0.6,NotYet
55.0,-8.0,5.4,9.0,-0.4,NotYet
55.0,-8.0,5.4,9.0,-0.2,NotYet
55.0,-8.0,5.3,9.0,0.0,NotYet
55.0,-8.0,5.3,9.0,0.2,NotYet
55.0,-8.0,5.3,9.0,0.4,NotYet
55.0,-8.0,5.3,9.0,0.6,NotYet
55.0,-8.0,5.4,8.9,0.8,NotYet
55.0,-8.0,5.4,8.9,1.0,NotYet
55.0,-6.0,5.4,8.9,-1.0,NotYet
55.0,-6.0,5.4,8.9,-0.8,NotYet
55.0,-6.0,5.4,8.9,-0.6,NotYet
55.0,-6.0,5.4,8.9,-0.4,NotYet
55.0,-6.0,5.3,8.9,-0.2,NotYet
55.0,-6.0,5.3,8.9,0.0,NotYet
55.0,-6.0,5.3,8.9,0.2,NotYet
55.0,-6.0,5.4,8.8,0.4,NotYet
55.0,-6.0,5.4,8.9,0.6,NotYet
55.0,-6.0,5.4,8.9,0.8,NotYet
55.0,-6.0,5.4,8.9,1.0,NotYet
55.0,-4.0,5.4,8.8,-1.0,NotYet
55.0,-4.0,5.4,8.8,-0.8,NotYet
55.0,-4.0,5.4,8.8,-0.6,NotYet
55.0,-4.0,5.4,8.8,-0.4,NotYet
55.0,-4.0,5.4,8.8,-0.2,NotYet
55.0,-4.0,5.4,8.8,0.0,NotYet
55.0,-4.0,5.4,8.8,0.2,NotYet
55.0,-4.0,5.4,8.8,0.4,NotYet
55.0,-4.0,5.4,8.8,0.6,NotYet
55.0,-4.0,5.4,8.8,0.8,NotYet
55.0,-4.0,5.4,8.8,1.0,NotYet
55.0,-2.0,5.4,8.8,-1.0,NotYet
55.0,-2.0,5.4,8.8,-0.8,NotYet
55.0,-2.0,5.4,8.8,-0.6,NotYet
55.0,-2.0,5.4,8.8,-0.4,NotYet
55.0,-2.0,5.4,8.8,-0.2,NotYet
55.0,-2.0,5.4,8.8,0.0,NotYet
55.0,-2.0,5.4,8.8,0.2,NotYet
55.0,-2.0,5.4,8.8,0.4,NotYet
55.0,-2.0,5.4,8.8,0.6,NotYet
55.0,-2.0,5.5,8.7,0.8,NotYet
55.0,-2.0,5.5,8.8,1.0,NotYet
55.0,0.0,5.4,8.8,-1.0,NotYet
55.0,0.0,5.4,8.8,-0.8,NotYet
55.0,0.0,5.4,8.8,-0.6,NotYet
55.0,0.0,5.4,8.8,-0.4,NotYet
55.0,0.0,5.4,8.8,-0.2,NotYet
55.0,0.0,5.4,8.8,0.0,NotYet
55.0,0.0,5.5,8.7,0.2,NotYet
55.0,0.0,5.5,8.8,0.4,NotYet
55.0,0.0,5.5,8.8,0.6,NotYet
55.0,0.0,5.5,8.8,0.8,NotYet
55.0,0.0,5.5,8.8,1.0,NotYet
55.0,2.0,5.5,8.8,-1.0,NotYet
55.0,2.0,5.5,8.8,-0.8,NotYet
55.0,2.0,5.5,8.8,-0.6,NotYet
55.0,2.0,5.5,8.8,-0.4,NotYet
55.0,2.0,5.5,8.8,-0.2,NotYet
55.0,2.0,5.5,8.8,0.0,NotYet
55.0,2.0,5.5,8.8,0.2,NotYet
55.0,2.0,5.5,8.8,0.4,NotYet
55.0,2.0,5.6,8.8,0.6,NotYet
55.0,2.0,5.6,8.8,0.8,NotYet
55.0,2.0,5.6,8.8,1.0,NotYet
55.0,4.0,5.5,8.9,-1.0,NotYet
55.0,4.0,5.5,8.9,-0.8,NotYet
55.0,4.0,5.5,8.9,-0.6,NotYet
55.0,4.0,5.5,8.9,-0.4,NotYet
55.0,4.0,5.5,8.9,-0.2,NotYet
55.0,4.0,5.6,8.9,0.0,NotYet
55.0,4.0,5.6,8.9,0.2,NotYet
