a,b,theta,Rt,Rp,status
7.4,5.8,25,1.8,1.5,NotYet
7.4,5.8,25,1.9,1.5,NotYet
7.4,5.8,25,2,1.6,NotYet
7.2,5.9,25,2.4,2.3,NotYet
7.2,5.9,25,2.5,2.4,NotYet
7.2,5.9,25,2.4,2.4,NotYet
7.2,5.9,25,2.5,2.3,NotYet
