a,b,theta,status
7.2,10.5,10,NotYet
3.8,20.5,10,NotYet
8.8,8.8,20,NotYet
3.7,20,20,NotYet
11.1,6.6,30,NotYet
3.9,18.7,30,NotYet
14.1,5.4,40,NotYet
4.4,16.9,40,NotYet
