a,b,theta,E,E_p1,E_p2,E_t1,machine_type,status,file_name
9.0,9.0,20,-43.2153185189236,-4.70603509049397,-0.1592218773439526,-8.371201145811938,3,Done,coronene_theta=20_a=9.0_b=9.0_cx=0_cy=0_cz=0.log
9.0,9.2,20,-42.22761275968514,-4.492772051948123,-0.1592218773439526,-8.230906225275248,3,Done,coronene_theta=20_a=9.0_b=9.2_cx=0_cy=0_cz=0.log
9.0,9.4,20,-40.89423809526488,-4.138676316477358,-0.1592218773439526,-8.074610426905565,3,Done,coronene_theta=20_a=9.0_b=9.4_cx=0_cy=0_cz=0.log
9.2,9.0,20,-41.75333819189109,-4.70603509049397,-0.1311244897078722,-8.019754757871851,3,Done,coronene_theta=20_a=9.2_b=9.0_cx=0_cy=0_cz=0.log
9.2,9.4,20,-39.16986571624875,-4.138676316477358,-0.1311244897078722,-7.657566025969572,3,Done,coronene_theta=20_a=9.2_b=9.4_cx=0_cy=0_cz=0.log
9.4,9.0,20,-39.91530492552556,-4.70603509049397,-0.1075533314142376,-7.572032020427287,3,Done,coronene_theta=20_a=9.4_b=9.0_cx=0_cy=0_cz=0.log
9.4,9.2,20,-38.71674576518126,-4.492772051948123,-0.1075533314142376,-7.379023749614134,3,Done,coronene_theta=20_a=9.4_b=9.2_cx=0_cy=0_cz=0.log
9.4,9.4,20,-37.22004028875381,-4.138676316477358,-0.1075533314142376,-7.181895248242654,3,Done,coronene_theta=20_a=9.4_b=9.4_cx=0_cy=0_cz=0.log
3.7,20.0,20,-46.516954854130745,-0.0097602906171232,-18.12033142056316,-2.564192857942544,3,Done,coronene_theta=20_a=3.7_b=20.0_cx=0_cy=0_cz=0.log
3.7,20.2,20,-46.45172644453123,-0.0090662646107375,-18.12033142056316,-2.5482327685458586,3,Done,coronene_theta=20_a=3.7_b=20.2_cx=0_cy=0_cz=0.log
3.7,20.4,20,-46.12992927664891,-0.0084337345324456,-18.12033142056316,-2.468099741614424,3,Done,coronene_theta=20_a=3.7_b=20.4_cx=0_cy=0_cz=0.log
3.9,20.0,20,-45.00320118619129,-0.0097602906171232,-17.025817811023444,-2.733011245727539,3,Done,coronene_theta=20_a=3.9_b=20.0_cx=0_cy=0_cz=0.log
3.9,20.4,20,-44.13498086063191,-0.0084337345324456,-17.025817811023444,-2.516619442380033,3,Done,coronene_theta=20_a=3.9_b=20.4_cx=0_cy=0_cz=0.log
4.1,20.0,20,-41.082558867521584,-0.0097602906171232,-14.877780799986796,-2.826869171578437,3,Done,coronene_theta=20_a=4.1_b=20.0_cx=0_cy=0_cz=0.log
4.1,20.2,20,-40.52861813968048,-0.0090662646107375,-14.877780799986796,-2.6887310026213527,3,Done,coronene_theta=20_a=4.1_b=20.2_cx=0_cy=0_cz=0.log
4.1,20.4,20,-39.85736818239093,-0.0084337345324456,-14.877780799986796,-2.521234778338112,3,Done,coronene_theta=20_a=4.1_b=20.4_cx=0_cy=0_cz=0.log
10.9,6.8,30,-48.96013993793167,-9.1828734081937,-0.0861320225521922,-7.605532269109972,3,Done,coronene_theta=30_a=10.9_b=6.8_cx=0_cy=0_cz=0.log
10.9,7.0,30,-47.84321732004173,-8.462973856017925,-0.0861320225521922,-7.686251390725374,3,Done,coronene_theta=30_a=10.9_b=7.0_cx=0_cy=0_cz=0.log
10.9,7.2,30,-46.105446346336976,-7.621937263174914,-0.0861320225521922,-7.672326943720691,3,Done,coronene_theta=30_a=10.9_b=7.2_cx=0_cy=0_cz=0.log
11.1,6.8,30,-49.32134724478237,-9.1828734081937,-0.0759563203901052,-7.700921946903691,3,Done,coronene_theta=30_a=11.1_b=6.8_cx=0_cy=0_cz=0.log
11.1,7.2,30,-45.61144537408836,-7.621937263174914,-0.0759563203901052,-7.553914551739581,3,Done,coronene_theta=30_a=11.1_b=7.2_cx=0_cy=0_cz=0.log
11.3,6.8,30,-48.6831896554213,-9.1828734081937,-0.0671259998343885,-7.545797709841281,3,Done,coronene_theta=30_a=11.3_b=6.8_cx=0_cy=0_cz=0.log
11.3,7.0,30,-46.77268777019344,-8.462973856017925,-0.0671259998343885,-7.428122014622204,3,Done,coronene_theta=30_a=11.3_b=7.0_cx=0_cy=0_cz=0.log
11.3,7.2,30,-44.43762767803855,-7.621937263174914,-0.0671259998343885,-7.264875288004987,3,Done,coronene_theta=30_a=11.3_b=7.2_cx=0_cy=0_cz=0.log
3.9,18.9,30,-47.51807552343234,-0.0209199283272027,-18.020606904057782,-2.858755464665592,3,Done,coronene_theta=30_a=3.9_b=18.9_cx=0_cy=0_cz=0.log
3.9,19.1,30,-47.1425007483922,-0.0195908623281866,-18.020606904057782,-2.7655263039050624,3,Done,coronene_theta=30_a=3.9_b=19.1_cx=0_cy=0_cz=0.log
3.9,19.3,30,-46.55442347656936,-0.0183647077064961,-18.020606904057782,-2.6191200632601976,3,Done,coronene_theta=30_a=3.9_b=19.3_cx=0_cy=0_cz=0.log
4.1,18.9,30,-47.00026180106215,-0.0209199283272027,-17.584227664745413,-2.94749165372923,3,Done,coronene_theta=30_a=4.1_b=18.9_cx=0_cy=0_cz=0.log
4.1,19.3,30,-45.68824381264858,-0.0183647077064961,-17.584227664745413,-2.6207647669361904,3,Done,coronene_theta=30_a=4.1_b=19.3_cx=0_cy=0_cz=0.log
4.3,18.9,30,-43.66375348158181,-0.0209199283272027,-15.851122856140137,-2.979916978161782,3,Done,coronene_theta=30_a=4.3_b=18.9_cx=0_cy=0_cz=0.log
4.3,19.1,30,-42.93065864825621,-0.0195908623281866,-15.851122856140137,-2.7973078028298914,3,Done,coronene_theta=30_a=4.3_b=19.1_cx=0_cy=0_cz=0.log
4.3,19.3,30,-42.12016422254965,-0.0183647077064961,-15.851122856140137,-2.595297273714096,3,Done,coronene_theta=30_a=4.3_b=19.3_cx=0_cy=0_cz=0.log
14.7,5.2,40,-44.7797938210424,-13.208567176829092,-0.040076553588733,-4.570626590051688,3,Done,coronene_theta=40_a=14.7_b=5.2_cx=0_cy=0_cz=0.log
14.7,5.4,40,-44.456137967761606,-13.02147946273908,-0.040076553588733,-4.583256483776495,3,Done,coronene_theta=40_a=14.7_b=5.4_cx=0_cy=0_cz=0.log
14.7,5.6,40,-42.625592151191086,-12.1870097622741,-0.040076553588733,-4.542854879866354,3,Done,coronene_theta=40_a=14.7_b=5.6_cx=0_cy=0_cz=0.log
14.9,5.2,40,-43.88143042498268,-13.208567176829092,-0.0373832806944847,-4.347382377483882,3,Done,coronene_theta=40_a=14.9_b=5.2_cx=0_cy=0_cz=0.log
14.9,5.6,40,-41.42951040063053,-12.1870097622741,-0.0373832806944847,-4.24518107867334,3,Done,coronene_theta=40_a=14.9_b=5.6_cx=0_cy=0_cz=0.log
15.1,5.2,40,-42.816438022768125,-13.208567176829092,-0.0349083812907338,-4.082371726632118,3,Done,coronene_theta=40_a=15.1_b=5.2_cx=0_cy=0_cz=0.log
15.1,5.4,40,-42.20602014055476,-13.02147946273908,-0.0349083812907338,-4.023311113123782,3,Done,coronene_theta=40_a=15.1_b=5.4_cx=0_cy=0_cz=0.log
15.1,5.6,40,-40.19344120286405,-12.1870097622741,-0.0349083812907338,-3.937401228933595,3,Done,coronene_theta=40_a=15.1_b=5.6_cx=0_cy=0_cz=0.log
4.4,17.1,40,-48.73961786436848,-0.0321925180032849,-17.478850538027473,-3.429382938076742,3,Done,coronene_theta=40_a=4.4_b=17.1_cx=0_cy=0_cz=0.log
4.4,17.3,40,-48.12737392797135,-0.0302058213856071,-17.478850538027473,-3.277315302286297,3,Done,coronene_theta=40_a=4.4_b=17.3_cx=0_cy=0_cz=0.log
4.4,17.5,40,-47.33953261259012,-0.0283609419129788,-17.478850538027473,-3.081277413177304,3,Done,coronene_theta=40_a=4.4_b=17.5_cx=0_cy=0_cz=0.log
4.6,17.1,40,-47.55577506870032,-0.0321925180032849,-16.803531805984676,-3.471081605181098,3,Done,coronene_theta=40_a=4.6_b=17.1_cx=0_cy=0_cz=0.log
4.6,17.5,40,-45.88990921108052,-0.0283609419129788,-16.803531805984676,-3.056530928821303,3,Done,coronene_theta=40_a=4.6_b=17.5_cx=0_cy=0_cz=0.log
4.8,17.1,40,-44.30949766654521,-0.0321925180032849,-15.184641347499564,-3.4689574838848785,3,Done,coronene_theta=40_a=4.8_b=17.1_cx=0_cy=0_cz=0.log
4.8,17.3,40,-43.41777081554756,-0.0302058213856071,-15.184641347499564,-3.247019119444303,3,Done,coronene_theta=40_a=4.8_b=17.3_cx=0_cy=0_cz=0.log
4.8,17.5,40,-42.4677106346935,-0.0283609419129788,-15.184641347499564,-3.0104265139671043,3,Done,coronene_theta=40_a=4.8_b=17.5_cx=0_cy=0_cz=0.log
8.8,8.8,20,-44.10155591205694,-4.670526809408329,-0.1927459714934229,-8.593752587563358,3,Done,coronene_theta=20_a=8.8_b=8.8_cx=0_cy=0_cz=0.log
8.8,9.0,20,-43.987323991721496,-4.70603509049397,-0.1927459714934229,-8.547440466936678,3,Done,coronene_theta=20_a=8.8_b=9.0_cx=0_cy=0_cz=0.log
8.8,9.2,20,-43.2634033553768,-4.492772051948123,-0.1927459714934229,-8.473091827123426,3,Done,coronene_theta=20_a=8.8_b=9.2_cx=0_cy=0_cz=0.log
9.0,8.8,20,-43.63617692631669,-4.670526809408329,-0.1592218773439526,-8.494169888203032,3,Done,coronene_theta=20_a=9.0_b=8.8_cx=0_cy=0_cz=0.log
9.2,8.8,20,-42.35041144560091,-4.670526809408329,-0.1311244897078722,-8.186777211842127,3,Done,coronene_theta=20_a=9.2_b=8.8_cx=0_cy=0_cz=0.log
7.0,10.7,10,-43.381889794021845,-2.462172282161191,-0.7501957351341844,-9.239288439857772,3,Done,coronene_theta=10_a=7.0_b=10.7_cx=0_cy=0_cz=0.log
7.2,10.7,10,-44.234444960951805,-2.462172282161191,-0.6127886155154556,-9.521130791399628,3,Done,coronene_theta=10_a=7.2_b=10.7_cx=0_cy=0_cz=0.log
7.4,10.7,10,-43.5773440990597,-2.462172282161191,-0.500366433756426,-9.413066666806117,3,Done,coronene_theta=10_a=7.4_b=10.7_cx=0_cy=0_cz=0.log
10.9,6.6,30,-48.88741278531961,-9.56791793683078,-0.0861320225521922,-7.394828216638416,3,Done,coronene_theta=30_a=10.9_b=6.6_cx=0_cy=0_cz=0.log
11.1,6.6,30,-49.85257336567156,-9.56791793683078,-0.0759563203901052,-7.641206212807447,3,Done,coronene_theta=30_a=11.1_b=6.6_cx=0_cy=0_cz=0.log
11.3,6.6,30,-49.63985751545988,-9.56791793683078,-0.0671259998343885,-7.592442410532385,3,Done,coronene_theta=30_a=11.3_b=6.6_cx=0_cy=0_cz=0.log
3.5,19.8,20,-41.09733045240864,-0.0105145573616027,-16.270731262862682,-2.133709702990018,3,Done,coronene_theta=20_a=3.5_b=19.8_cx=0_cy=0_cz=0.log
3.5,20.0,20,-41.81398703251034,-0.0097602906171232,-16.270731262862682,-2.3132509813876823,3,Done,coronene_theta=20_a=3.5_b=20.0_cx=0_cy=0_cz=0.log
3.5,20.2,20,-42.09197898302227,-0.0090662646107375,-16.270731262862682,-2.383095982018858,3,Done,coronene_theta=20_a=3.5_b=20.2_cx=0_cy=0_cz=0.log
3.7,19.8,20,-46.24226360628381,-0.0105145573616027,-18.12033142056316,-2.495142912608572,3,Done,coronene_theta=20_a=3.7_b=19.8_cx=0_cy=0_cz=0.log
3.9,19.8,20,-45.08834425266832,-0.0105145573616027,-17.025817811023444,-2.753919878974557,3,Done,coronene_theta=20_a=3.9_b=19.8_cx=0_cy=0_cz=0.log
3.4,21.1,10,-31.827780342893675,-0.0002786144614219,-11.50086083530914,-2.2063753608381376,3,Done,coronene_theta=10_a=3.4_b=21.1_cx=0_cy=0_cz=0.log
3.6,21.1,10,-39.604432705789804,-0.0002786144614219,-15.12937403167598,-2.3362818533787504,3,Done,coronene_theta=10_a=3.6_b=21.1_cx=0_cy=0_cz=0.log
3.8,21.1,10,-39.47199672088027,-0.0002786144614219,-14.914537825621665,-2.4105909601785243,3,Done,coronene_theta=10_a=3.8_b=21.1_cx=0_cy=0_cz=0.log
3.8,21.3,10,-38.92627888545394,-0.0001694278325885,-14.914537825621665,-2.2742160946363583,3,Done,coronene_theta=10_a=3.8_b=21.3_cx=0_cy=0_cz=0.log
3.8,21.5,10,-38.30901235761121,-7.53011554479599e-05,-14.914537825621665,-2.119946526014246,3,Done,coronene_theta=10_a=3.8_b=21.5_cx=0_cy=0_cz=0.log
3.7,18.7,30,-41.08017683890648,-0.0223481410648673,-15.251693928497843,-2.633023174945265,3,Done,coronene_theta=30_a=3.7_b=18.7_cx=0_cy=0_cz=0.log
3.7,18.9,30,-41.362526218174025,-0.0209199283272027,-15.251693928497843,-2.7043246261309832,3,Done,coronene_theta=30_a=3.7_b=18.9_cx=0_cy=0_cz=0.log
3.7,19.1,30,-41.261246104957536,-0.0195908623281866,-15.251693928497843,-2.679669130826369,3,Done,coronene_theta=30_a=3.7_b=19.1_cx=0_cy=0_cz=0.log
3.9,18.7,30,-47.59193596011028,-0.0223481410648673,-18.020606904057782,-2.8765064674662426,3,Done,coronene_theta=30_a=3.9_b=18.7_cx=0_cy=0_cz=0.log
4.1,18.7,30,-47.3660223193001,-0.0223481410648673,-17.584227664745413,-3.038217676919885,3,Done,coronene_theta=30_a=4.1_b=18.7_cx=0_cy=0_cz=0.log
8.6,8.6,20,-41.99690996250138,-4.2427883830387145,-0.2327685593627393,-8.261449019424617,3,Done,coronene_theta=20_a=8.6_b=8.6_cx=0_cy=0_cz=0.log
8.6,8.8,20,-43.31198517908342,-4.670526809408329,-0.2327685593627393,-8.376348610385321,3,Done,coronene_theta=20_a=8.6_b=8.8_cx=0_cy=0_cz=0.log
8.6,9.0,20,-43.6744751164224,-4.70603509049397,-0.2327685593627393,-8.449216954177245,3,Done,coronene_theta=20_a=8.6_b=9.0_cx=0_cy=0_cz=0.log
8.8,8.6,20,-43.31314230756834,-4.2427883830387145,-0.1927459714934229,-8.610518399626017,3,Done,coronene_theta=20_a=8.8_b=8.6_cx=0_cy=0_cz=0.log
9.0,8.6,20,-43.19783358089626,-4.2427883830387145,-0.1592218773439526,-8.598453265032731,3,Done,coronene_theta=20_a=9.0_b=8.6_cx=0_cy=0_cz=0.log
7.0,10.5,10,-43.0014254602138,-2.326991567970253,-0.7501957351341844,-9.21176271350123,3,Done,coronene_theta=10_a=7.0_b=10.5_cx=0_cy=0_cz=0.log
7.2,10.5,10,-44.27414375334047,-2.326991567970253,-0.6127886155154556,-9.598645846592262,3,Done,coronene_theta=10_a=7.2_b=10.5_cx=0_cy=0_cz=0.log
7.4,10.5,10,-43.88364176941104,-2.326991567970253,-0.500366433756426,-9.55723144148942,3,Done,coronene_theta=10_a=7.4_b=10.5_cx=0_cy=0_cz=0.log
14.5,5.0,40,-42.76431202236563,-12.206362170632929,-0.0430045153480023,-4.566394662600942,3,Done,coronene_theta=40_a=14.5_b=5.0_cx=0_cy=0_cz=0.log
14.5,5.2,40,-45.41332540730946,-13.208567176829092,-0.0430045153480023,-4.727545505738817,3,Done,coronene_theta=40_a=14.5_b=5.2_cx=0_cy=0_cz=0.log
14.5,5.4,40,-45.35670768888667,-13.02147946273908,-0.0430045153480023,-4.806934933178127,3,Done,coronene_theta=40_a=14.5_b=5.4_cx=0_cy=0_cz=0.log
14.7,5.0,40,-42.47519306465984,-12.206362170632929,-0.040076553588733,-4.495578904054128,3,Done,coronene_theta=40_a=14.7_b=5.0_cx=0_cy=0_cz=0.log
14.9,5.0,40,-41.819497825577855,-12.206362170632929,-0.0373832806944847,-4.333001730730757,3,Done,coronene_theta=40_a=14.9_b=5.0_cx=0_cy=0_cz=0.log
4.2,16.9,40,-44.90531841060147,-0.0343386023305356,-15.7365087820217,-3.340905910474248,3,Done,coronene_theta=40_a=4.2_b=16.9_cx=0_cy=0_cz=0.log
4.2,17.1,40,-44.87553176656365,-0.0321925180032849,-15.7365087820217,-3.3345322916284204,3,Done,coronene_theta=40_a=4.2_b=17.1_cx=0_cy=0_cz=0.log
4.2,17.3,40,-44.48860910069197,-0.0302058213856071,-15.7365087820217,-3.23879497346934,3,Done,coronene_theta=40_a=4.2_b=17.3_cx=0_cy=0_cz=0.log
4.4,16.9,40,-49.08286081417464,-0.0343386023305356,-17.478850538027473,-3.514120633364655,3,Done,coronene_theta=40_a=4.4_b=16.9_cx=0_cy=0_cz=0.log
4.6,16.9,40,-48.14344069361687,-0.0343386023305356,-16.803531805984676,-3.616924969246611,3,Done,coronene_theta=40_a=4.6_b=16.9_cx=0_cy=0_cz=0.log
10.9,6.4,30,-46.60615038103424,-9.18265064235311,-0.0861320225521922,-7.017146262805909,3,Done,coronene_theta=30_a=10.9_b=6.4_cx=0_cy=0_cz=0.log
11.1,6.4,30,-48.30842436826788,-9.18265064235311,-0.0759563203901052,-7.447802610695362,3,Done,coronene_theta=30_a=11.1_b=6.4_cx=0_cy=0_cz=0.log
11.3,6.4,30,-48.64945848356001,-9.18265064235311,-0.0671259998343885,-7.537476299796253,3,Done,coronene_theta=30_a=11.3_b=6.4_cx=0_cy=0_cz=0.log
3.4,20.9,10,-31.766158861340955,-0.0004091365262866,-11.50086083530914,-2.190904729417525,3,Done,coronene_theta=10_a=3.4_b=20.9_cx=0_cy=0_cz=0.log
3.6,20.9,10,-39.82102405792102,-0.0004091365262866,-15.12937403167598,-2.3903644303791225,3,Done,coronene_theta=10_a=3.6_b=20.9_cx=0_cy=0_cz=0.log
3.8,20.9,10,-39.90315884212032,-0.0004091365262866,-14.914537825621665,-2.5183162294561043,3,Done,coronene_theta=10_a=3.8_b=20.9_cx=0_cy=0_cz=0.log
7.0,10.3,10,-41.18293034564704,-1.5488823053892702,-0.7501957351341844,-9.146193566150032,3,Done,coronene_theta=10_a=7.0_b=10.3_cx=0_cy=0_cz=0.log
7.2,10.3,10,-42.9283795314841,-1.5488823053892702,-0.6127886155154556,-9.65125942241866,3,Done,coronene_theta=10_a=7.2_b=10.3_cx=0_cy=0_cz=0.log
7.4,10.3,10,-42.84172290982679,-1.5488823053892702,-0.500366433756426,-9.685806357883848,3,Done,coronene_theta=10_a=7.4_b=10.3_cx=0_cy=0_cz=0.log
3.7,18.5,30,-40.323497670469806,-0.0238980909343808,-15.251693928497843,-2.4430784079013392,3,Done,coronene_theta=30_a=3.7_b=18.5_cx=0_cy=0_cz=0.log
3.9,18.5,30,-47.2787080691196,-0.0238980909343808,-18.020606904057782,-2.797424519783817,3,Done,coronene_theta=30_a=3.9_b=18.5_cx=0_cy=0_cz=0.log
4.1,18.5,30,-47.42798265744932,-0.0238980909343808,-17.584227664745413,-3.052932786522433,3,Done,coronene_theta=30_a=4.1_b=18.5_cx=0_cy=0_cz=0.log
14.3,5.0,40,-42.54391795955598,-12.206362170632929,-0.0462085814215242,-4.509694113861769,3,Done,coronene_theta=40_a=14.3_b=5.0_cx=0_cy=0_cz=0.log
14.3,5.2,40,-45.66466073249467,-13.208567176829092,-0.0462085814215242,-4.788777303998359,3,Done,coronene_theta=40_a=14.3_b=5.2_cx=0_cy=0_cz=0.log
14.3,5.4,40,-45.98384871380404,-13.02147946273908,-0.0462085814215242,-4.962118156370707,3,Done,coronene_theta=40_a=14.3_b=5.4_cx=0_cy=0_cz=0.log
3.6,20.7,10,-39.78919424070045,-0.0005484437569975,-15.12937403167598,-2.382337322458625,3,Done,coronene_theta=10_a=3.6_b=20.7_cx=0_cy=0_cz=0.log
3.8,20.7,10,-40.16339727956802,-0.0005484437569975,-14.914537825621665,-2.583306185202673,3,Done,coronene_theta=10_a=3.8_b=20.7_cx=0_cy=0_cz=0.log
4.0,20.7,10,-37.480421798769385,-0.0005484437569975,-13.33461762033403,-2.7025224176468328,3,Done,coronene_theta=10_a=4.0_b=20.7_cx=0_cy=0_cz=0.log
4.0,20.9,10,-37.00047704996541,-0.0004091365262866,-13.33461762033403,-2.582605884061195,3,Done,coronene_theta=10_a=4.0_b=20.9_cx=0_cy=0_cz=0.log
4.0,21.1,10,-36.4107657414861,-0.0002786144614219,-13.33461762033403,-2.4352433179738,3,Done,coronene_theta=10_a=4.0_b=21.1_cx=0_cy=0_cz=0.log
4.2,16.7,40,-44.46360910218209,-0.0366516038775444,-15.7365087820217,-3.2293220825959,3,Done,coronene_theta=40_a=4.2_b=16.7_cx=0_cy=0_cz=0.log
4.4,16.7,40,-49.056422563502565,-0.0366516038775444,-17.478850538027473,-3.5063545699231327,3,Done,coronene_theta=40_a=4.4_b=16.7_cx=0_cy=0_cz=0.log
4.6,16.7,40,-48.45168364560232,-0.0366516038775444,-16.803531805984676,-3.6928292064694688,3,Done,coronene_theta=40_a=4.6_b=16.7_cx=0_cy=0_cz=0.log
3.6,20.5,10,-39.4114131401293,-0.0007115963380783,-15.12937403167598,-2.287810471025296,3,Done,coronene_theta=10_a=3.6_b=20.5_cx=0_cy=0_cz=0.log
3.8,20.5,10,-40.18016183562577,-0.0007115963380783,-14.914537825621665,-2.5874157479265705,3,Done,coronene_theta=10_a=3.8_b=20.5_cx=0_cy=0_cz=0.log
4.0,20.5,10,-37.79531384585425,-0.0007115963380783,-13.33461762033403,-2.7811638531275094,3,Done,coronene_theta=10_a=4.0_b=20.5_cx=0_cy=0_cz=0.log
14.1,5.2,40,-45.39550412376411,-13.208567176829092,-0.0497025570366531,-4.719741164008156,3,Done,coronene_theta=40_a=14.1_b=5.2_cx=0_cy=0_cz=0.log
14.1,5.4,40,-46.22287731291726,-13.02147946273908,-0.0497025570366531,-5.020128318341449,3,Done,coronene_theta=40_a=14.1_b=5.4_cx=0_cy=0_cz=0.log
14.1,5.6,40,-45.27246949262917,-12.1870097622741,-0.0497025570366531,-5.199761213501915,3,Done,coronene_theta=40_a=14.1_b=5.6_cx=0_cy=0_cz=0.log
14.3,5.6,40,-44.63314473442733,-12.1870097622741,-0.0462085814215242,-5.04167701175902,3,Done,coronene_theta=40_a=14.3_b=5.6_cx=0_cy=0_cz=0.log
14.5,5.6,40,-43.71991939144209,-12.1870097622741,-0.0430045153480023,-4.814972709049471,3,Done,coronene_theta=40_a=14.5_b=5.6_cx=0_cy=0_cz=0.log
3.6,20.3,10,-38.57712604524568,-0.0008973393123596,-15.12937403167598,-2.0791458258172497,3,Done,coronene_theta=10_a=3.6_b=20.3_cx=0_cy=0_cz=0.log
3.8,20.3,10,-39.8664545272477,-0.0008973393123596,-14.914537825621665,-2.508896049344912,3,Done,coronene_theta=10_a=3.8_b=20.3_cx=0_cy=0_cz=0.log
4.0,20.3,10,-37.878238037694246,-0.0008973393123596,-13.33461762033403,-2.801802029600367,3,Done,coronene_theta=10_a=4.0_b=20.3_cx=0_cy=0_cz=0.log
13.9,5.2,40,-44.45132245658897,-13.208567176829092,-0.0535341331269592,-4.4817799591692165,3,Done,coronene_theta=40_a=13.9_b=5.2_cx=0_cy=0_cz=0.log
13.9,5.4,40,-45.948201125487685,-13.02147946273908,-0.053534133126959205,-4.949543483438902,3,Done,coronene_theta=40_a=13.9_b=5.4_cx=0_cy=0_cz=0.log
13.9,5.6,40,-45.53341827029362,-12.1870097622741,-0.0535341331269592,-5.263082619872876,3,Done,coronene_theta=40_a=13.9_b=5.6_cx=0_cy=0_cz=0.log
