a,b,theta,A2,z,phi,status
8.2,6.0,30,0,0,120,NotYet
8.2,6.0,30,0,0,290,NotYet
5.9,8.3,60,0,0,150,NotYet
5.9,8.3,60,0,0,320,NotYet
