a,b,theta,status
0,5.5,25,NotYet
0,6.0,25,NotYet
0,6.5,25,NotYet
0,7.0,25,NotYet
0,7.5,25,NotYet
0,8.0,25,NotYet
0,8.5,25,NotYet
0,9.0,25,NotYet
0,9.5,25,NotYet
0,10.0,25,NotYet
0,10.5,25,NotYet
0,11.0,25,NotYet
0,11.5,25,NotYet
0,12.0,25,NotYet
0,12.5,25,NotYet
