cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,status
1.5,-1.2,13.2,7.4,5.7,25.5,2.1,1.9,-0.8,-2.4,NotYet
1.5,-1.2,13.2,7.4,5.7,25.5,2.1,1.9,-0.9,-2.7,NotYet
1.5,-1.2,13.2,7.4,5.7,25.5,2.1,1.9,-1.1,-3.3,NotYet
