cx,cy,cz,a,b,theta,A1,A2,status
0,6.8,9,6,8.4,66,-1,32,NotYet
0,6.8,9,6,8.4,67,-3,32,NotYet
0,6.7,9,6,8.3,69,-5,32,NotYet
0,6.5,9,6,8.3,69,-6,31,NotYet
0,6.6,8.9,6,8.3,70,-7,32,NotYet
0,6.6,8.9,6,8.3,71,-8,32,NotYet
0,6.5,8.9,6,8.3,72,-9,32,NotYet
0,6.4,8.9,6,8.3,72,-10,31,NotYet
0,6.4,8.9,6,8.3,73,-11,31,NotYet
0,6.4,8.9,6.1,8.2,76,-13,31,NotYet
0,6.5,8.9,6.1,8.3,77,-15,31,NotYet
0,6.5,8.9,6.2,8.3,78,-17,31,NotYet
