theta,A2,phi,a,b,z,status
60.0,-10.0,160,5.7,8.5,-2.0,NotYet
60.0,-10.0,160,5.7,8.5,-1.8,NotYet
60.0,-10.0,163,5.8,8.5,-1.6,NotYet
60.0,-10.0,163,5.8,8.5,-1.4,NotYet
60.0,-10.0,163,5.8,8.5,-1.2,NotYet
60.0,-8.0,203,5.7,8.4,-2.0,NotYet
60.0,-8.0,203,5.7,8.4,-1.8,NotYet
60.0,-8.0,202,5.7,8.4,-1.6,NotYet
60.0,-8.0,201,5.7,8.4,-1.4,NotYet
60.0,-8.0,163,5.7,8.4,-1.2,NotYet
60.0,-6.0,195,5.7,8.3,-2.0,NotYet
60.0,-6.0,195,5.7,8.3,-1.8,NotYet
60.0,-6.0,163,5.7,8.3,-1.6,NotYet
60.0,-6.0,163,5.7,8.3,-1.4,NotYet
60.0,-6.0,163,5.7,8.3,-1.2,NotYet
60.0,-4.0,207,5.7,8.2,-2.0,NotYet
60.0,-4.0,207,5.7,8.2,-1.8,NotYet
60.0,-4.0,215,5.7,8.2,-1.6,NotYet
60.0,-4.0,215,5.7,8.2,-1.4,NotYet
60.0,-4.0,215,5.7,8.3,-1.2,NotYet
60.0,-2.0,203,5.8,8.2,-2.0,NotYet
60.0,-2.0,204,5.8,8.2,-1.8,NotYet
60.0,-2.0,205,5.8,8.2,-1.6,NotYet
60.0,-2.0,208,5.8,8.2,-1.4,NotYet
60.0,-2.0,209,5.8,8.2,-1.2,NotYet
60.0,0.0,197,5.8,8.2,-2.0,NotYet
60.0,0.0,199,5.8,8.2,-1.8,NotYet
60.0,0.0,200,5.8,8.2,-1.6,NotYet
60.0,0.0,200,5.8,8.2,-1.4,NotYet
60.0,0.0,200,5.8,8.2,-1.2,NotYet
60.0,2.0,190,5.9,8.2,-2.0,NotYet
60.0,2.0,193,5.9,8.2,-1.8,NotYet
60.0,2.0,197,5.9,8.2,-1.6,NotYet
60.0,2.0,199,5.9,8.2,-1.4,NotYet
60.0,2.0,199,5.9,8.2,-1.2,NotYet
60.0,4.0,186,6.0,8.2,-2.0,NotYet
60.0,4.0,188,6.0,8.2,-1.8,NotYet
60.0,4.0,190,6.0,8.2,-1.6,NotYet
60.0,4.0,190,6.0,8.3,-1.4,NotYet
60.0,4.0,190,6.0,8.3,-1.2,NotYet
60.0,6.0,183,6.1,8.2,-2.0,NotYet
60.0,6.0,183,6.1,8.3,-1.8,NotYet
60.0,6.0,183,6.1,8.3,-1.6,NotYet
60.0,6.0,180,6.1,8.3,-1.4,NotYet
60.0,6.0,180,6.1,8.3,-1.2,NotYet
60.0,8.0,180,6.1,8.3,-2.0,NotYet
60.0,8.0,180,6.1,8.4,-1.8,NotYet
60.0,8.0,180,6.1,8.4,-1.6,NotYet
60.0,8.0,169,6.1,8.4,-1.4,NotYet
60.0,8.0,167,6.1,8.4,-1.2,NotYet
60.0,10.0,169,6.2,8.4,-2.0,NotYet
60.0,10.0,167,6.2,8.4,-1.8,NotYet
60.0,10.0,167,6.2,8.5,-1.6,NotYet
60.0,10.0,167,6.2,8.5,-1.4,NotYet
60.0,10.0,167,6.2,8.5,-1.2,NotYet
