a,b,theta,A1,A2,Rt,Rp,status
7.3,5.8,25,-0.4,-1.2,2.1,1.9,NotYet
7.3,5.8,25,-0.5,-1.5,2.1,1.9,NotYet
7.3,5.8,25,-0.6,-1.8,2.1,1.9,NotYet
7.4,5.7,25,-0.7,-2.1,2.1,1.9,NotYet
7.4,5.7,25,-0.8,-2.4,2.1,1.9,NotYet
7.4,5.7,25,-0.9,-2.7,2.1,1.9,NotYet
