theta,A2,phi,a,b,z,status
60.0,-10.0,163,5.8,8.5,-1.0,NotYet
60.0,-10.0,163,5.8,8.5,-0.8,NotYet
60.0,-10.0,202,5.8,8.5,-0.6,NotYet
60.0,-10.0,202,5.7,8.5,-0.4,NotYet
60.0,-10.0,202,5.7,8.5,-0.2,NotYet
60.0,-10.0,202,5.7,8.5,0.0,NotYet
60.0,-10.0,202,5.7,8.5,0.2,NotYet
60.0,-10.0,202,5.7,8.5,0.4,NotYet
60.0,-10.0,201,5.7,8.4,0.6,NotYet
60.0,-10.0,167,5.7,8.4,0.8,NotYet
60.0,-10.0,167,5.7,8.4,1.0,NotYet
60.0,-8.0,163,5.7,8.4,-1.0,NotYet
60.0,-8.0,163,5.7,8.4,-0.8,NotYet
60.0,-8.0,193,5.7,8.4,-0.6,NotYet
60.0,-8.0,193,5.7,8.4,-0.4,NotYet
60.0,-8.0,193,5.7,8.4,-0.2,NotYet
60.0,-8.0,193,5.7,8.4,0.0,NotYet
60.0,-8.0,163,5.7,8.4,0.2,NotYet
60.0,-8.0,163,5.7,8.4,0.4,NotYet
60.0,-8.0,163,5.7,8.4,0.6,NotYet
60.0,-8.0,166,5.7,8.4,0.8,NotYet
60.0,-8.0,167,5.7,8.4,1.0,NotYet
60.0,-6.0,200,5.7,8.3,-1.0,NotYet
60.0,-6.0,201,5.7,8.3,-0.8,NotYet
60.0,-6.0,201,5.7,8.3,-0.6,NotYet
60.0,-6.0,201,5.7,8.3,-0.4,NotYet
60.0,-6.0,201,5.7,8.3,-0.2,NotYet
60.0,-6.0,201,5.7,8.3,0.0,NotYet
60.0,-6.0,200,5.7,8.3,0.2,NotYet
60.0,-6.0,200,5.7,8.3,0.4,NotYet
60.0,-6.0,163,5.7,8.3,0.6,NotYet
60.0,-6.0,163,5.7,8.3,0.8,NotYet
60.0,-6.0,180,5.7,8.3,1.0,NotYet
60.0,-4.0,215,5.7,8.3,-1.0,NotYet
60.0,-4.0,217,5.7,8.3,-0.8,NotYet
60.0,-4.0,217,5.7,8.3,-0.6,NotYet
60.0,-4.0,217,5.7,8.3,-0.4,NotYet
60.0,-4.0,217,5.7,8.3,-0.2,NotYet
60.0,-4.0,217,5.7,8.2,0.0,NotYet
60.0,-4.0,215,5.7,8.2,0.2,NotYet
60.0,-4.0,215,5.7,8.2,0.4,NotYet
60.0,-4.0,215,5.7,8.2,0.6,NotYet
60.0,-4.0,213,5.8,8.2,0.8,NotYet
60.0,-4.0,212,5.8,8.2,1.0,NotYet
60.0,-2.0,209,5.8,8.2,-1.0,NotYet
60.0,-2.0,209,5.8,8.2,-0.8,NotYet
60.0,-2.0,209,5.8,8.2,-0.6,NotYet
60.0,-2.0,209,5.8,8.2,-0.4,NotYet
60.0,-2.0,209,5.8,8.2,-0.2,NotYet
60.0,-2.0,209,5.8,8.2,0.0,NotYet
60.0,-2.0,209,5.8,8.2,0.2,NotYet
60.0,-2.0,209,5.8,8.2,0.4,NotYet
60.0,-2.0,209,5.8,8.2,0.6,NotYet
60.0,-2.0,205,5.8,8.2,0.8,NotYet
60.0,-2.0,205,5.8,8.2,1.0,NotYet
60.0,0.0,202,5.8,8.2,-1.0,NotYet
60.0,0.0,202,5.8,8.2,-0.8,NotYet
60.0,0.0,202,5.8,8.2,-0.6,NotYet
60.0,0.0,202,5.8,8.2,-0.4,NotYet
60.0,0.0,202,5.8,8.2,-0.2,NotYet
60.0,0.0,202,5.8,8.2,0.0,NotYet
60.0,0.0,200,5.9,8.1,0.2,NotYet
60.0,0.0,200,5.9,8.1,0.4,NotYet
60.0,0.0,200,5.9,8.1,0.6,NotYet
60.0,0.0,200,5.9,8.1,0.8,NotYet
60.0,0.0,199,5.9,8.1,1.0,NotYet
60.0,2.0,199,5.9,8.2,-1.0,NotYet
60.0,2.0,199,5.9,8.2,-0.8,NotYet
60.0,2.0,197,5.9,8.2,-0.6,NotYet
60.0,2.0,197,5.9,8.2,-0.4,NotYet
60.0,2.0,199,5.9,8.2,-0.2,NotYet
60.0,2.0,199,5.9,8.2,0.0,NotYet
60.0,2.0,199,5.9,8.2,0.2,NotYet
60.0,2.0,199,5.9,8.2,0.4,NotYet
60.0,2.0,199,6.0,8.2,0.6,NotYet
60.0,2.0,199,6.0,8.2,0.8,NotYet
60.0,2.0,199,6.0,8.2,1.0,NotYet
60.0,4.0,187,6.0,8.3,-1.0,NotYet
60.0,4.0,187,6.0,8.3,-0.8,NotYet
60.0,4.0,186,6.0,8.3,-0.6,NotYet
60.0,4.0,186,6.0,8.3,-0.4,NotYet
