theta,A2,phi,a,b,z,status
60.0,4.0,186,6.0,8.3,-0.2,NotYet
60.0,4.0,187,6.0,8.3,0.0,NotYet
60.0,4.0,190,6.1,8.2,0.2,NotYet
60.0,4.0,197,6.1,8.2,0.4,NotYet
60.0,4.0,199,6.1,8.2,0.6,NotYet
60.0,4.0,199,6.1,8.2,0.8,NotYet
60.0,4.0,199,6.0,8.3,1.0,NotYet
60.0,6.0,180,6.1,8.3,-1.0,NotYet
60.0,6.0,180,6.1,8.3,-0.8,NotYet
60.0,6.0,180,6.1,8.3,-0.6,NotYet
60.0,6.0,180,6.1,8.3,-0.4,NotYet
60.0,6.0,180,6.1,8.3,-0.2,NotYet
60.0,6.0,180,6.1,8.3,0.0,NotYet
60.0,6.0,183,6.1,8.3,0.2,NotYet
60.0,6.0,186,6.1,8.3,0.4,NotYet
60.0,6.0,190,6.1,8.3,0.6,NotYet
60.0,6.0,197,6.1,8.3,0.8,NotYet
60.0,6.0,199,6.1,8.3,1.0,NotYet
60.0,8.0,167,6.1,8.4,-1.0,NotYet
60.0,8.0,169,6.1,8.5,-0.8,NotYet
60.0,8.0,169,6.2,8.4,-0.6,NotYet
60.0,8.0,169,6.2,8.4,-0.4,NotYet
60.0,8.0,180,6.2,8.4,-0.2,NotYet
60.0,8.0,180,6.2,8.4,0.0,NotYet
60.0,8.0,180,6.2,8.4,0.2,NotYet
60.0,8.0,183,6.2,8.4,0.4,NotYet
60.0,8.0,186,6.2,8.4,0.6,NotYet
60.0,8.0,190,6.2,8.4,0.8,NotYet
60.0,8.0,190,6.2,8.4,1.0,NotYet
60.0,10.0,166,6.2,8.5,-1.0,NotYet
60.0,10.0,167,6.2,8.5,-0.8,NotYet
60.0,10.0,167,6.2,8.5,-0.6,NotYet
60.0,10.0,169,6.2,8.6,-0.4,NotYet
60.0,10.0,169,6.2,8.6,-0.2,NotYet
60.0,10.0,180,6.2,8.6,0.0,NotYet
60.0,10.0,180,6.2,8.6,0.2,NotYet
60.0,10.0,180,6.2,8.6,0.4,NotYet
60.0,10.0,183,6.2,8.6,0.6,NotYet
60.0,10.0,183,6.2,8.6,0.8,NotYet
60.0,10.0,180,6.2,8.5,1.0,NotYet
