theta,a2,b2,z2,E2,machine_type,status,file_name
0,-1.6,4.3,0.0,-2.4455081266351044,3,Done,C6_theta=0_a2=-1.6_b2=4.3_z2=0.0_2.log
0,1.6,4.3,0.0,-2.4455081265768968,3,Done,C6_theta=0_a2=1.6_b2=4.3_z2=0.0_2.log
0,1.5,4.2,0.0,-2.2479033450363204,3,Done,C6_theta=0_a2=1.5_b2=4.2_z2=0.0_2.log
0,1.5,4.3,0.0,-2.4570518005639315,3,Done,C6_theta=0_a2=1.5_b2=4.3_z2=0.0_2.log
0,1.5,4.4,0.0,-2.523890400712844,3,Done,C6_theta=0_a2=1.5_b2=4.4_z2=0.0_2.log
0,1.6,4.2,0.0,-2.268198900972493,3,Done,C6_theta=0_a2=1.6_b2=4.2_z2=0.0_2.log
0,1.6,4.4,0.0,-2.491687842528336,3,Done,C6_theta=0_a2=1.6_b2=4.4_z2=0.0_2.log
0,1.7,4.2,0.0,-2.28382013499504,3,Done,C6_theta=0_a2=1.7_b2=4.2_z2=0.0_2.log
0,1.7,4.3,0.0,-2.4288270283141173,3,Done,C6_theta=0_a2=1.7_b2=4.3_z2=0.0_2.log
0,1.7,4.4,0.0,-2.454397433262784,3,Done,C6_theta=0_a2=1.7_b2=4.4_z2=0.0_2.log
0,-1.7,4.2,0.0,-2.283818879921455,3,Done,C6_theta=0_a2=-1.7_b2=4.2_z2=0.0_2.log
0,-1.7,4.3,0.0,-2.4288264008355327,3,Done,C6_theta=0_a2=-1.7_b2=4.3_z2=0.0_2.log
0,-1.7,4.4,0.0,-2.454396805725992,3,Done,C6_theta=0_a2=-1.7_b2=4.4_z2=0.0_2.log
0,-1.6,4.2,0.0,-2.268197645957116,3,Done,C6_theta=0_a2=-1.6_b2=4.2_z2=0.0_2.log
0,-1.6,4.4,0.0,-2.491687842528336,3,Done,C6_theta=0_a2=-1.6_b2=4.4_z2=0.0_2.log
0,-1.5,4.2,0.0,-2.247902090079151,3,Done,C6_theta=0_a2=-1.5_b2=4.2_z2=0.0_2.log
0,-1.5,4.3,0.0,-2.457051173027139,3,Done,C6_theta=0_a2=-1.5_b2=4.3_z2=0.0_2.log
0,-1.5,4.4,0.0,-2.523889773176052,3,Done,C6_theta=0_a2=-1.5_b2=4.4_z2=0.0_2.log
0,1.4,4.3,0.0,-2.4633670612238348,3,Done,C6_theta=0_a2=1.4_b2=4.3_z2=0.0_2.log
0,1.4,4.4,0.0,-2.5507396711036563,3,Done,C6_theta=0_a2=1.4_b2=4.4_z2=0.0_2.log
0,1.4,4.5,0.0,-2.5316985076642595,3,Done,C6_theta=0_a2=1.4_b2=4.5_z2=0.0_2.log
0,1.5,4.5,0.0,-2.4922080482938327,3,Done,C6_theta=0_a2=1.5_b2=4.5_z2=0.0_2.log
0,1.6,4.5,0.0,-2.447815480933059,3,Done,C6_theta=0_a2=1.6_b2=4.5_z2=0.0_2.log
0,-1.6,4.5,0.0,-2.447815480933059,3,Done,C6_theta=0_a2=-1.6_b2=4.5_z2=0.0_2.log
0,-1.5,4.5,0.0,-2.4922080482938327,3,Done,C6_theta=0_a2=-1.5_b2=4.5_z2=0.0_2.log
0,-1.4,4.3,0.0,-2.463365806208458,3,Done,C6_theta=0_a2=-1.4_b2=4.3_z2=0.0_2.log
0,-1.4,4.4,0.0,-2.550739043566864,3,Done,C6_theta=0_a2=-1.4_b2=4.4_z2=0.0_2.log
0,-1.4,4.5,0.0,-2.5316985076642595,3,Done,C6_theta=0_a2=-1.4_b2=4.5_z2=0.0_2.log
0,1.3,4.3,0.0,-2.464495324238669,3,Done,C6_theta=0_a2=1.3_b2=4.3_z2=0.0_2.log
