theta,a1,z1,a2,b2,z2,status
0,3.8,1.3,1.2,4.4,0.0,InProgress
0,3.8,1.3,-1.3,4.4,0.0,InProgress
0,3.8,-1.3,1.3,4.4,0.0,InProgress
0,3.8,-1.3,-1.2,4.4,0.0,InProgress
