a,b,theta,status
6,7.5,35,NotYet
6,7,35,NotYet
6.5,6.5,35,NotYet
7,6,35,NotYet
7.5,5.5,35,NotYet
8,5,35,NotYet
8.5,4.5,35,NotYet
6.5,6,35,NotYet
7,5.5,35,NotYet
7.5,5,35,NotYet
8,4.5,35,NotYet
8.5,4,35,NotYet
