theta,A2,a,b,z,E,E1,E2,E3,E4,status
30.0,-2.0,8.2,5.8,0.0,-20.834712521871552,-0.2882090678904205,-5.793128394288942,-7.3766875298460945,-7.3766875298460945,Done
30.0,-2.0,8.0,6.0,0.2,-19.906775834737346,-0.3390813039150089,-4.549573002150282,-7.509060764336027,-7.509060764336027,Done
30.0,-2.0,7.9,6.2,0.4,-19.11313256295398,-0.3682354183401912,-3.594120001187548,-7.57538857171312,-7.57538857171312,Done
30.0,-2.0,7.9,6.2,0.6,-18.35326815280132,-0.3682354183401912,-2.941020142985508,-7.52200629573781,-7.52200629573781,Done
30.0,-2.0,7.9,6.3,0.8,-18.38651990727521,-0.3682354183401912,-2.939909450476989,-7.539187519229017,-7.539187519229017,Done
30.0,-2.0,7.9,6.2,1.0,-18.419903439469635,-0.3682354183401912,-3.090009842300788,-7.480829089414328,-7.480829089414328,Done
30.0,0.0,8.1,6.0,-1.0,-18.54166548023932,-0.3131149397231638,-4.246510772500187,-6.991019884007983,-6.991019884007983,Done
30.0,0.0,8.2,5.9,-0.8,-19.30049449740909,-0.288761276518926,-4.840298385126516,-7.085717417881824,-7.085717417881824,Done
30.0,0.0,8.2,5.8,-0.6,-20.27397586102597,-0.288761276518926,-5.6856045559979975,-7.149805014254525,-7.149805014254525,Done
30.0,0.0,8.3,5.7,-0.4,-20.962222553789616,-0.2664972217753529,-6.393630363745615,-7.151047484134324,-7.151047484134324,Done
30.0,0.0,8.2,5.8,-0.2,-21.138339510653168,-0.288761276518926,-6.265041014878079,-7.292268609628081,-7.292268609628081,Done
30.0,0.0,8.1,5.9,0.0,-20.314883237704635,-0.3131149397231638,-5.249234101735056,-7.376267098123208,-7.376267098123208,Done
30.0,0.0,8.0,6.1,0.2,-19.36497742496431,-0.3397527392953634,-4.058860181830823,-7.483182251919061,-7.483182251919061,Done
30.0,0.0,7.9,6.2,0.4,-18.569834404159337,-0.3689884303603321,-3.246052754111588,-7.477396609843709,-7.477396609843709,Done
30.0,0.0,7.9,6.3,0.6,-18.346679297741503,-0.3689884303603321,-2.968793735606596,-7.504448565887287,-7.504448565887287,Done
30.0,0.0,7.9,6.3,0.8,-18.38289917539805,-0.3689884303603321,-3.02267174446024,-7.49561950028874,-7.49561950028874,Done
30.0,0.0,8.0,6.2,1.0,-18.63695287355221,-0.3397527392953634,-3.3609561102930456,-7.468122011981904,-7.468122011981904,Done
30.0,2.0,8.2,5.9,-1.0,-18.312009370187297,-0.2894327121321112,-4.4089731115382165,-6.806801773258485,-6.806801773258485,Done
30.0,2.0,8.3,5.8,-0.8,-19.203776381677017,-0.2670933562330901,-5.129630696028471,-6.903526164707728,-6.903526164707728,Done
30.0,2.0,8.3,5.8,-0.6,-20.344658587360755,-0.2670933562330901,-6.016057596774772,-7.030753817176446,-7.030753817176446,Done
30.0,2.0,8.3,5.7,-0.4,-20.810917342081662,-0.2670933562330901,-6.472062838729471,-7.035880573559552,-7.035880573559552,Done
30.0,2.0,8.3,5.8,-0.2,-20.494984882883728,-0.2670933562330901,-5.909719752380624,-7.159085887135007,-7.159085887135007,Done
30.0,2.0,8.1,6.0,0.0,-19.63365210685879,-0.3138365764170885,-4.676091568078846,-7.321861981181428,-7.321861981181428,Done
30.0,2.0,8.0,6.2,0.2,-18.84859317052178,-0.3405559519305825,-3.669145096326247,-7.419446061132476,-7.419446061132476,Done
30.0,2.0,7.9,6.3,0.4,-18.33776238071732,-0.369879494421184,-3.1255018080119044,-7.421190539142117,-7.421190539142117,Done
30.0,2.0,8.0,6.3,0.6,-18.13855933072045,-0.3405559519305825,-2.940700113074854,-7.428651632857509,-7.428651632857509,Done
30.0,2.0,8.0,6.3,0.8,-18.416056802729145,-0.3405559519305825,-3.196749293245375,-7.4393757787765935,-7.4393757787765935,Done
30.0,2.0,8.0,6.2,1.0,-18.85002389340661,-0.3405559519305825,-3.6782439914532006,-7.415611975011416,-7.415611975011416,Done
30.0,4.0,8.3,5.9,-1.0,-18.31287533394061,-0.2677961674053222,-4.721347589278594,-6.661865788628347,-6.661865788628347,Done
30.0,4.0,8.4,5.8,-0.8,-19.280357702169567,-0.2473267915192991,-5.523418321274221,-6.754806294688024,-6.754806294688024,Done
30.0,4.0,8.4,5.7,-0.6,-20.13816387229599,-0.2473267915192991,-6.286382630001754,-6.802227225387469,-6.802227225387469,Done
30.0,4.0,8.4,5.7,-0.4,-20.3621535662096,-0.2473267915192991,-6.34891400160268,-6.88295638654381,-6.88295638654381,Done
30.0,4.0,8.3,5.9,-0.2,-19.81958959507756,-0.2677961674053222,-5.360278271604329,-7.095757578033954,-7.095757578033954,Done
30.0,4.0,8.2,6.0,0.0,-18.747614261927083,-0.2901982746552676,-4.099397327983752,-7.179009329644032,-7.179009329644032,Done
30.0,4.0,8.1,6.2,0.2,-18.1992834743578,-0.31468371511437,-3.3006272986531258,-7.291986230295151,-7.291986230295151,Done
30.0,4.0,8.0,6.3,0.4,-17.967104773968458,-0.3414972170721739,-2.9822349997702986,-7.321686278562993,-7.321686278562993,Done
30.0,4.0,8.0,6.3,0.6,-18.009122843155637,-0.3414972170721739,-3.0156561823096126,-7.325984721886925,-7.325984721886925,Done
30.0,4.0,8.1,6.3,0.8,-18.46795188030228,-0.31468371511437,-3.4455883835908026,-7.353839890798554,-7.353839890798554,Done
30.0,4.0,8.1,6.2,1.0,-18.98749878490344,-0.31468371511437,-4.001405366230756,-7.335704851779155,-7.335704851779155,Done
30.0,6.0,8.5,5.8,-1.0,-18.112417264608663,-0.2292231277097016,-5.00355138652958,-6.439821375184692,-6.439821375184692,Done
30.0,6.0,8.6,5.7,-0.8,-19.075977695174515,-0.2119164019823074,-5.851800579344854,-6.506130356923677,-6.506130356923677,Done
30.0,6.0,8.6,5.7,-0.6,-19.847005506511778,-0.2119164019823074,-6.40196997160092,-6.616559566464275,-6.616559566464275,Done
30.0,6.0,8.5,5.7,-0.4,-19.674339855555445,-0.2292231277097016,-6.016904735472053,-6.714105996186845,-6.714105996186845,Done
30.0,6.0,8.4,5.9,-0.2,-18.897971932776272,-0.2480672530364245,-4.783301651477814,-6.933301514131017,-6.933301514131017,Done
30.0,6.0,8.2,6.2,0.0,-18.33254149719141,-0.2910830636974424,-3.73229770292528,-7.154580365284346,-7.154580365284346,Done
30.0,6.0,8.1,6.3,0.2,-17.88221522141248,-0.3156438053119927,-3.1576491452287883,-7.204461135435849,-7.204461135435849,Done
30.0,6.0,8.1,6.3,0.4,-17.669345004018396,-0.3156438053119927,-2.9374245109502226,-7.20813834387809,-7.20813834387809,Done
30.0,6.0,8.1,6.4,0.6,-18.150626349030063,-0.3156438053119927,-3.28901208890602,-7.272985227406025,-7.272985227406025,Done
30.0,6.0,8.2,6.3,0.8,-18.51582461851649,-0.2910830636974424,-3.740467883180827,-7.24213683581911,-7.24213683581911,Done
30.0,6.0,8.3,6.2,1.0,-18.943955865688626,-0.2686119305435568,-4.2875813017599285,-7.193881316692568,-7.193881316692568,Done
30.0,8.0,8.7,5.7,-1.0,-17.90080206748098,-0.1966930096969008,-5.310246899258345,-6.196931079262868,-6.196931079262868,Done
30.0,8.0,8.7,5.7,-0.8,-18.996566304937005,-0.1966930096969008,-6.135554326232523,-6.332159484503791,-6.332159484503791,Done
30.0,8.0,8.7,5.7,-0.6,-19.416991729056463,-0.1966930096969008,-6.329586693318561,-6.4453560130205005,-6.4453560130205005,Done
30.0,8.0,8.6,5.8,-0.4,-18.95806856569834,-0.2126317634247243,-5.49347981880419,-6.625978491734713,-6.625978491734713,Done
30.0,8.0,8.5,6.0,-0.2,-18.10889065824449,-0.2299949650187045,-4.207686728565022,-6.835604482330382,-6.835604482330382,Done
30.0,8.0,8.3,6.2,0.0,-17.635867345146835,-0.2695155451074242,-3.3532753880135715,-7.00653820601292,-7.00653820601292,Done
30.0,8.0,8.2,6.3,0.2,-17.425889948848635,-0.292074529454112,-2.9967304808087647,-7.068542469292879,-7.068542469292879,Done
30.0,8.0,8.2,6.4,0.4,-17.700394198065624,-0.292074529454112,-3.144653413211927,-7.131833127699792,-7.131833127699792,Done
30.0,8.0,8.3,6.3,0.6,-17.8986120573245,-0.2695155451074242,-3.4410828622058034,-7.094006825005636,-7.094006825005636,Done
30.0,8.0,8.3,6.3,0.8,-18.52346769021824,-0.2695155451074242,-4.045858174795285,-7.104046985157765,-7.104046985157765,Done
30.0,8.0,8.4,6.2,1.0,-18.83806355344132,-0.2488955662120133,-4.496460555586964,-7.046353715821169,-7.046353715821169,Done
30.0,10.0,8.9,5.7,-1.0,-17.84602671978064,-0.1692017966415733,-5.678557618753985,-5.9991336521925405,-5.9991336521925405,Done
30.0,10.0,8.9,5.6,-0.8,-18.628606990445405,-0.1692017966415733,-6.317312597762793,-6.071046298020519,-6.071046298020519,Done
30.0,10.0,8.9,5.7,-0.6,-18.715128069045026,-0.1692017966415733,-6.05876592756249,-6.243580172420479,-6.243580172420479,Done
30.0,10.0,8.7,5.9,-0.4,-18.12575185205788,-0.1974209209438413,-4.873361886944622,-6.5274845220847055,-6.5274845220847055,Done
30.0,10.0,8.5,6.1,-0.2,-17.46975917299278,-0.230842103715986,-3.730898355599493,-6.754009356838651,-6.754009356838651,Done
30.0,10.0,8.4,6.3,0.0,-17.248015963938087,-0.249792905524373,-3.1841928181238472,-6.9070151201449335,-6.9070151201449335,Done
30.0,10.0,8.3,6.4,0.2,-17.31032143253833,-0.2705195609014481,-3.087393125751987,-6.976204372942448,-6.976204372942448,Done
30.0,10.0,8.3,6.4,0.4,-17.543617100222036,-0.2705195609014481,-3.299717409070581,-6.986690065125004,-6.986690065125004,Done
30.0,10.0,8.4,6.3,0.6,-17.87617229972966,-0.249792905524373,-3.74277084483765,-6.941804274683818,-6.941804274683818,Done
30.0,10.0,8.5,6.2,0.8,-18.278751339763403,-0.230842103715986,-4.288510016631335,-6.879699609708041,-6.879699609708041,Done
30.0,10.0,8.6,6.2,1.0,-18.47528747236356,-0.2134161510039121,-4.597790870349854,-6.8320402255048975,-6.8320402255048975,Done
60.0,-10.0,5.8,8.5,-1.0,-20.54561238992028,-6.3574418623466045,-0.2282567622605711,-6.979956882656552,-6.979956882656552,Done
60.0,-10.0,5.8,8.5,-0.8,-20.564406314166263,-6.3574418623466045,-0.2271837200969457,-6.989890365861356,-6.989890365861356,Done
60.0,-10.0,5.8,8.5,-0.6,-20.587693210924044,-6.3574418623466045,-0.2265248347539454,-7.001863256911747,-7.001863256911747,Done
60.0,-10.0,5.7,8.5,-0.4,-20.50867715082132,-6.339890407165512,-0.2261671542655676,-6.971309794695117,-6.971309794695117,Done
60.0,-10.0,5.7,8.5,-0.2,-20.51200922881253,-6.339890407165512,-0.2260730280540883,-6.973022896796465,-6.973022896796465,Done
60.0,-10.0,5.7,8.5,0.0,-20.459059935528785,-6.339890407165512,-0.2261608790140599,-6.946504324674606,-6.946504324674606,Done
60.0,-10.0,5.7,8.5,0.2,-20.33129262411967,-6.339890407165512,-0.2262424554210156,-6.882579880766571,-6.882579880766571,Done
60.0,-10.0,5.7,8.5,0.4,-20.12824293831364,-6.339890407165512,-0.2261671542655676,-6.7810926884412766,-6.7810926884412766,Done
60.0,-10.0,5.7,8.4,0.6,-19.90163025213405,-6.339890407165512,-0.2442959181498736,-6.658721963409334,-6.658721963409334,Done
60.0,-10.0,5.7,8.4,0.8,-19.58212726050988,-6.339890407165512,-0.2435052555520087,-6.499365798896179,-6.499365798896179,Done
60.0,-10.0,5.7,8.4,1.0,-19.25836347602308,-6.339890407165512,-0.2422565105371177,-6.338108279160224,-6.338108279160224,Done
60.0,-8.0,5.7,8.4,-1.0,-21.09322154149413,-6.500325889093801,-0.2443523942492902,-7.17427162907552,-7.17427162907552,Done
60.0,-8.0,5.7,8.4,-0.8,-21.171189659042284,-6.500325889093801,-0.2438692112918943,-7.213497279328294,-7.213497279328294,Done
60.0,-8.0,5.7,8.4,-0.6,-21.25668162107468,-6.500325889093801,-0.2437813598662614,-7.256287186057307,-7.256287186057307,Done
60.0,-8.0,5.7,8.4,-0.4,-21.322658022865653,-6.500325889093801,-0.2439445126801729,-7.289193810545839,-7.289193810545839,Done
60.0,-8.0,5.7,8.4,-0.2,-21.336262438911945,-6.500325889093801,-0.2442959179170429,-7.29582031595055,-7.29582031595055,Done
60.0,-8.0,5.7,8.4,0.0,-21.2708382466808,-6.500325889093801,-0.2447853756602853,-7.262863490963355,-7.262863490963355,Done
60.0,-8.0,5.7,8.4,0.2,-21.10895949229598,-6.500325889093801,-0.2451556066516786,-7.18173899827525,-7.18173899827525,Done
60.0,-8.0,5.7,8.4,0.4,-20.86193390539848,-6.500325889093801,-0.2452811086550355,-7.058163453824818,-7.058163453824818,Done
60.0,-8.0,5.7,8.4,0.6,-20.55353784072213,-6.500325889093801,-0.2451430563814938,-6.904034447623417,-6.904034447623417,Done
60.0,-8.0,5.7,8.4,0.8,-20.22039905702696,-6.500325889093801,-0.2446096732746809,-6.737731747329235,-6.737731747329235,Done
60.0,-8.0,5.7,8.4,1.0,-19.89843622664921,-6.500325889093801,-0.2436684079002589,-6.577220964827575,-6.577220964827575,Done
60.0,-6.0,5.7,8.3,-1.0,-21.33702800190076,-6.456437839893624,-0.2619163990020752,-7.3093368815025315,-7.3093368815025315,Done
60.0,-6.0,5.7,8.3,-0.8,-21.48460580362007,-6.456437839893624,-0.2621548529714346,-7.383006555377506,-7.383006555377506,Done
60.0,-6.0,5.7,8.3,-0.6,-21.634756396291777,-6.456437839893624,-0.2627196116372943,-7.457799472380429,-7.457799472380429,Done
60.0,-6.0,5.7,8.3,-0.4,-21.74674810585566,-6.456437839893624,-0.2634788986761123,-7.513415683642961,-7.513415683642961,Done
60.0,-6.0,5.7,8.3,-0.2,-21.78152471012436,-6.456437839893624,-0.26435741269961,-7.530364728765562,-7.530364728765562,Done
60.0,-6.0,5.7,8.3,0.0,-21.709430085960776,-6.456437839893624,-0.265292402356863,-7.493849921855144,-7.493849921855144,Done
60.0,-6.0,5.7,8.3,0.2,-21.524917045841,-6.456437839893624,-0.2659073623362928,-7.401285921805538,-7.401285921805538,Done
60.0,-6.0,5.7,8.3,0.4,-21.25065752491355,-6.456437839893624,-0.2662587680388242,-7.2639804584905505,-7.2639804584905505,Done
60.0,-6.0,5.7,8.3,0.6,-20.92489825910889,-6.456437839893624,-0.2663152439054101,-7.101072587654926,-7.101072587654926,Done
60.0,-6.0,5.7,8.3,0.8,-20.58995224651881,-6.456437839893624,-0.2658822620287537,-6.933816072298214,-6.933816072298214,Done
60.0,-6.0,5.7,8.3,1.0,-20.286268781870604,-6.456437839893624,-0.264922171831131,-6.782454385072924,-6.782454385072924,Done
60.0,-4.0,5.7,8.3,-1.0,-21.07050567911938,-6.198481029132381,-0.2603915494401008,-7.305816550273448,-7.305816550273448,Done
60.0,-4.0,5.7,8.3,-0.8,-21.29046048503369,-6.198481029132381,-0.2611069111153483,-7.415436272392981,-7.415436272392981,Done
60.0,-4.0,5.7,8.3,-0.6,-21.497777238255367,-6.198481029132381,-0.2620858263690024,-7.518605191376992,-7.518605191376992,Done
60.0,-4.0,5.7,8.3,-0.4,-21.645122861489654,-6.198481029132381,-0.2631965193431824,-7.591722656507045,-7.591722656507045,Done
60.0,-4.0,5.7,8.3,-0.2,-21.69278852129355,-6.198481029132381,-0.2644515391439199,-7.614927976508625,-7.614927976508625,Done
60.0,-4.0,5.7,8.2,0.0,-21.7082127169706,-6.198481029132381,-0.2877572604920715,-7.61098721367307,-7.61098721367307,Done
60.0,-4.0,5.7,8.2,0.2,-21.509034768212587,-6.198481029132381,-0.2887299014255404,-7.510911918827333,-7.510911918827333,Done
60.0,-4.0,5.7,8.2,0.4,-21.220185639802366,-6.198481029132381,-0.2894013368058949,-7.366151636932045,-7.366151636932045,Done
60.0,-4.0,5.7,8.2,0.6,-20.897036815295,-6.198481029132381,-0.2896084152162075,-7.204473685473204,-7.204473685473204,Done
60.0,-4.0,5.8,8.2,0.8,-20.78048310847953,-6.2009032177738845,-0.2892570095136761,-7.1451614405959845,-7.1451614405959845,Done
60.0,-4.0,5.8,8.2,1.0,-20.539130211807787,-6.2009032177738845,-0.2882780940271914,-7.024974450003356,-7.024974450003356,Done
60.0,-2.0,5.8,8.2,-1.0,-20.628908067010343,-5.793128394288942,-0.2796310062985867,-7.278074333211407,-7.278074333211407,Done
60.0,-2.0,5.8,8.2,-0.8,-20.920631190994754,-5.793128394288942,-0.2812311567831784,-7.423135819961317,-7.423135819961317,Done
60.0,-2.0,5.8,8.2,-0.6,-21.18347630463541,-5.793128394288942,-0.2829819095786661,-7.553683000383899,-7.553683000383899,Done
60.0,-2.0,5.8,8.2,-0.4,-21.365165549796075,-5.793128394288942,-0.2847891382407397,-7.643624008633196,-7.643624008633196,Done
60.0,-2.0,5.8,8.2,-0.2,-21.427031761035323,-5.793128394288942,-0.2866528432350606,-7.67362526175566,-7.67362526175566,Done
60.0,-2.0,5.8,8.2,0.0,-21.360490600578487,-5.793128394288942,-0.2882090678904205,-7.639576569199562,-7.639576569199562,Done
60.0,-2.0,5.8,8.2,0.2,-21.185484336689115,-5.793128394288942,-0.28948291298002,-7.551436514710076,-7.551436514710076,Done
60.0,-2.0,5.8,8.2,0.4,-20.94788395124488,-5.793128394288942,-0.2904492786619812,-7.432153139146976,-7.432153139146976,Done
60.0,-2.0,5.8,8.2,0.6,-20.699477842077613,-5.793128394288942,-0.2909261861350387,-7.307711630826816,-7.307711630826816,Done
60.0,-2.0,5.8,8.2,0.8,-20.48293669102713,-5.793128394288942,-0.2908508849795908,-7.199478705879301,-7.199478705879301,Done
60.0,-2.0,5.8,8.2,1.0,-20.31675321818329,-5.793128394288942,-0.2901543488260358,-7.116735237534158,-7.116735237534158,Done
60.0,0.0,5.8,8.2,-1.0,-19.729692512657493,-5.215693692443892,-0.2783069601282477,-7.117845930042677,-7.117845930042677,Done
60.0,0.0,5.8,8.2,-0.8,-20.059423917206004,-5.215693692443892,-0.2804028436075896,-7.281663690577261,-7.281663690577261,Done
60.0,0.0,5.8,8.2,-0.6,-20.337981880875304,-5.215693692443892,-0.2825677529908716,-7.41986021772027,-7.41986021772027,Done
60.0,0.0,5.8,8.2,-0.4,-20.515611136797816,-5.215693692443892,-0.2847828632220626,-7.50756729056593,-7.50756729056593,Done
60.0,0.0,5.8,8.2,-0.2,-20.56692890473641,-5.215693692443892,-0.2869414975866675,-7.532146857352927,-7.532146857352927,Done
60.0,0.0,5.8,8.2,0.0,-20.49804085656069,-5.215693692443892,-0.288761276518926,-7.496792943798937,-7.496792943798937,Done
60.0,0.0,5.9,8.1,0.2,-20.56131896539592,-5.249234101735056,-0.3148343171924352,-7.498625273234211,-7.498625273234211,Done
60.0,0.0,5.9,8.1,0.4,-20.372752209426835,-5.249234101735056,-0.3161269875708967,-7.4036955600604415,-7.4036955600604415,Done
60.0,0.0,5.9,8.1,0.6,-20.19990458106622,-5.249234101735056,-0.3168109736870974,-7.316929752822034,-7.316929752822034,Done
60.0,0.0,5.9,8.1,0.8,-20.074452781118453,-5.249234101735056,-0.3168109736870974,-7.25420385284815,-7.25420385284815,Done
60.0,0.0,5.9,8.1,1.0,-19.99496608972549,-5.249234101735056,-0.3160893369931727,-7.214821325498633,-7.214821325498633,Done
60.0,2.0,5.9,8.2,-1.0,-18.79858689941466,-4.640561951790005,-0.277139791753143,-6.940442577935755,-6.940442577935755,Done
60.0,2.0,5.9,8.2,-0.8,-19.1288830623962,-4.640561951790005,-0.2797000322025269,-7.104310539201833,-7.104310539201833,Done
60.0,2.0,5.9,8.2,-0.6,-19.39335342729464,-4.640561951790005,-0.2822853734251112,-7.235253051039763,-7.235253051039763,Done
60.0,2.0,5.9,8.2,-0.4,-19.55513178021647,-4.640561951790005,-0.2849020899739116,-7.314833869226277,-7.314833869226277,Done
60.0,2.0,5.9,8.2,-0.2,-19.604215612402182,-4.640561951790005,-0.2873117285780608,-7.33817096601706,-7.33817096601706,Done
60.0,2.0,5.9,8.2,0.0,-19.55852033407428,-4.640561951790005,-0.2894327121321112,-7.314262835076079,-7.314262835076079,Done
60.0,2.0,5.9,8.2,0.2,-19.46022716793232,-4.640561951790005,-0.291315242415294,-7.264174986863509,-7.264174986863509,Done
60.0,2.0,5.9,8.2,0.4,-19.35585342999548,-4.640561951790005,-0.2928024413995445,-7.211244518402964,-7.211244518402964,Done
60.0,2.0,6.0,8.2,0.6,-19.478230429580435,-4.676091568078846,-0.2937939069233835,-7.254172477289103,-7.254172477289103,Done
60.0,2.0,6.0,8.2,0.8,-19.44455824326724,-4.676091568078846,-0.2942206137813627,-7.237123030703515,-7.237123030703515,Done
60.0,2.0,6.0,8.2,1.0,-19.431054228451103,-4.676091568078846,-0.294057461200282,-7.230452599585988,-7.230452599585988,Done
