X,Y,Z,R
0.0,0.2204086855,1.3938049269,1.7
0.0,-1.0960278502,0.8441643684,1.7
0.0,1.3266861251,0.530252415,1.7
0.0,-1.3266726077,-0.530253868,1.7
0.0,1.0960409625,-0.8441662057,1.7
0.0,-0.2203927576,-1.3938051059,1.7
0.0,0.2048283594,2.8451320054,1.7
0.0,-1.1152568244,3.3668237234,1.7
0.0,-2.3428755671,2.0972239675,1.8
0.0,2.342863252,-2.0972286305,1.8
0.0,1.1152556956,-3.3668330012,1.7
0.0,-0.2048214213,-2.8451301035,1.7
0.0,1.2869583805,3.7443200626,1.7
0.0,1.0486455077,5.1174471069,1.7
0.0,-1.3601283767,4.7452416761,1.7
0.0,-0.2677319347,5.6146764218,1.7
0.0,1.3601200697,-4.7452512889,1.7
0.0,0.2677174747,-5.6146780666,1.7
0.0,-1.2869608366,-3.7443078477,1.7
0.0,-1.0486559959,-5.1174363788,1.7
0.0,2.3810166124,-5.1322427172,1.2
0.0,0.4406988767,-6.6930600555,1.2
0.0,-1.8895674096,-5.8139787139,1.2
0.0,-2.311430184,-3.3640231306,1.2
0.0,-2.3424862037,-0.9307815396,1.2
0.0,2.3425107696,0.9307833167,1.2
0.0,-2.381021755,5.1322280981,1.2
0.0,-0.440717309,6.6930583949,1.2
0.0,1.8895588937,5.8139910982,1.2
0.0,2.3114373684,3.3640290718,1.2
