a,b,theta,status
6.8,8.4,10,NotYet
7.2,8,15,NotYet
7.6,7.8,20,NotYet
8.3,7.3,25,NotYet
9.2,6.6,30,NotYet
10.2,6,35,NotYet
11.3,5.2,40,NotYet
8.5,8.5,45,NotYet
